Generation,16
Total Population,13626
Unique Surnames,1948
Cumulative Unique Surnames,8081

New Immigrant Surnames,Count
Chahal,320
Veeranna,268
Mencher,200
Rakhletzky,163
Sahai,159
Gassiy,123
Gniewek,98
Niemec,97
Ruhlyada,77
Wasem,73
Dubatolov,60
Stawski,59
Golani,49
Winogrodzki,48
Malouf,47
Koury,36
Pakulski,34
Kaczka,32
Yakushkin,31
Rusnak,31
Darevsky,28
Botros,23
Jupikov,22
Uppal,20
Anikushin,17
Chlebek,17
Jvirblis,16
Rahal,15
Jakushev,14
Pimparkar,13
Sokal,13
Talari,11
Atanasyan,11
Zabek,11
Naifeh,11
Tagore,10
Ullal,10
Thakran,10
Bhargav,10
Muttemwar,10
Mokrinsky,10
Zhohin,10
Ślusarski,10
Mansour,10
Vyas,9
Ryzhankov,9
Danyarov,9
Jaskulski,9
Klimek,8
Winograd,8
Tannous,8
Vaze,7
Gera,7
Esmansky,7
Astrahankin,7
Haladzhan,7
Chmiel,7
Wyrzyk,7
Abboud,7
Shamon,7
Nader,7
Hadas,6
Yudovich,6
Wojewódzki,6
Broż,6
Touma,6
Majumdar,5
Thosar,5
Guzenkov,5
Gulichev,5
Gribanovsky,5
Glezarov,5
Andruhovich,5
Malinowski,5
Kaluza,5
Krakowski,5
Adamczyk,5
Hanania,5
Seif,5
Deeb,5
Warsi,4
Wargantiwar,4
Kathiriya,4
Virmani,4
Udyavar,4
Wajantri,4
Wanjare,4
Andryukov,4
Haidurov,4
Lupichev,4
Bakikhanov,4
Durylin,4
Baburin,4
Dubanowski,4
Ganim,4
Asfour,4
Lallad,3
Pimplapure,3
Thakur,3
Gujar,3
Phatak,3
Valecha,3
Tirodkar,3
Kuchibhotla,3
Bundela,3
Atri,3
Khanolkar,3
Varma,3
Vora,3
Tandel,3
Talgeri,3
Uniyal,3
Upadhye,3
Tambe,3
Vij,3
Kumari,3
Zaantye,3
Chattopadhyay,3
Tejwani,3
Sehgal,3
Chakravarthy,3
Bhat,3
Nakhate,3
Siripurapu,3
Bawre,3
Agarkar,3
Paul,3
Shourey,3
"Kundra, kunder",3
Nessler,3
Zhukov,3
Balakin,3
Robustov,3
Alkov,3
Beh,3
Attia,3
Saliba,3
Kassis,3
Harb,3
Haddad,3
Cham,3
Sarkis,3
Daher,3
Sayegh,3
Maroun,3
Mustafa,3
Zogby,3
Mathurkar,2
Janumala,2
Mudaliyar,2
Akkineni,2
Satija,2
Satam,2
Uppalapati,2
Babbar,2
Baweja,2
Raikantiwar,2
Luthra,2
Bhandari,2
Waingankar,2
Hazra,2
Venkatraman,2
Tahiliani,2
Rahman,2
Piramal,2
Kriplani,2
Nag,2
Kilachand,2
Ambani,2
Karwande,2
Mule,2
Raizada,2
Dabholkar,2
Punwani,2
Devadikar,2
Khan,2
Lokhande,2
Gopalan,2
Tata,2
Mahindrakar,2
Yesuraju,2
Karkare,2
Tempalli,2
Nakra,2
Panjwani,2
Vidyarthi,2
Ligam,2
Palekar,2
Unni,2
Wagh,2
Grover,2
Dugar,2
Hazarika,2
Unnikrishnan,2
Das,2
Cethirakath,2
Zakaria,2
Zarapkar,2
Tijori,2
Panthulu,2
"Ogle, ogale",2
Zade,2
Pai,2
Dani,2
Wadhavkar,2
Sadarangani,2
Mehrotra,2
Virani,2
Kansal,2
Batra,2
Lamba,2
Salmaan,2
Waghmare,2
Toshniwal,2
Amladi,2
Pappu,2
Upponi,2
Malhotra,2
Suri,2
Verma,2
Hagavane,2
Vaswani,2
Ponidelko,2
Gau,2
Awrorin,2
Zimin,2
Agliullin,2
Elentuh,2
Vadin,2
Shalavin,2
Lyskin,2
Haryuchi,2
Lejebokov,2
Abylgaziev,2
Yudkovich,2
Zeleny,2
Grosshopf,2
Gulidov,2
Pytel,2
Jiltsov,2
Zhilchikov,2
Halymbadzha,2
Tsval,2
Bestujev-lada,2
Badikov,2
Jikin,2
Hismatullin,2
Grigorchikov,2
Jangarber,2
Astsaturov,2
Kalatin,2
Yudochkin,2
Babaev,2
Tchangli,2
Virichev,2
Valmus,2
Galli,2
Baiburski,2
Habibulaev,2
Badamshin,2
Mindeli,2
Fedchenko,2
Talalaev,2
Liverovsky,2
Zaskanov,2
Schepin,2
Martyushev,2
Veltman,2
Chepulyanis,2
Sak,2
Tsahilov,2
Timashuk,2
Truhanov,2
Nurkaev,2
Vakulenko,2
Zheludev,2
Guldreih,2
Dodin,2
Rekunov,2
Czajka,2
Gwozdek,2
Sokolowski,2
Zdunowski,2
Jaskolski,2
Smolák,2
Marszałek,2
Bernard,2
Mozdzierz,2
Poplawski,2
Ślusarczyk,2
Stolarz,2
Budny,2
Sitko,2
Aswad,2
Isa,2
Nahas,2
Asghar,2
Masih,2
Boutros,2
Baz,2
Tuma,2
Salib,2
Said,2
Kalb,2
Quraishi,2
Srour,2
Bitar,2
Sabbag,2
Sleiman,2
Asker,2
Antoun,2
Najjar,2
Dutta,1
Namboodiri,1
Tope,1
Hattangadi,1
Pandit,1
Huilgol,1
Sachan,1
Chimote,1
Lakhani,1
Parasher,1
Ozha,1
Pillai,1
Choudhary,1
Nadikatla,1
Borkar,1
Madiwale,1
Motwani,1
Eknath,1
Shahane,1
Mittal,1
Yederi,1
Bhite,1
Kumta,1
Dasgupta,1
Yennemadi,1
Gangopadhyay,1
Wanjari,1
Bhoite,1
Malik,1
Kasundra,1
Udayaraju,1
Khemu,1
Haasan,1
Jawalkar,1
Ashar,1
Mali,1
Prabhu,1
Toor,1
Lalbhai,1
Sonowal,1
Pandey,1
Maan,1
Chowdhary,1
Puranik,1
Attal,1
Bajpai,1
Jariwala,1
Doshi,1
Mafatlal,1
Kottarakkara,1
Tayde,1
Swarup,1
Chandak,1
Visariya,1
Unhale,1
Gupte,1
Malhan,1
Narlikar,1
Mehta,1
Mahashabde,1
Paranjape,1
Sarja,1
Chauhan,1
Tiwari,1
Watharkar,1
Advani,1
Noora,1
Wangdu,1
Ameer,1
Mirchandani,1
Sonpatki,1
Yeolekar,1
Jagtap,1
Chandra,1
Chandok,1
Bhushan,1
Sobti,1
Sanghvi,1
Thakore,1
Tahilramani,1
Muzumdar,1
Gaitonde,1
Bangre,1
Wadhva,1
Choudhury,1
Ganguly,1
Oak,1
Bodhankar,1
Potdar,1
Tanwar,1
Amble,1
Yerukola,1
Indoria,1
Dalvi,1
Zariwala,1
Mashelkar,1
Nimhan,1
Gill,1
Khobragade,1
Mattu,1
Tanti,1
Faasil,1
Kankariya,1
Joglekar,1
Thombre,1
Puniani,1
Virk,1
Yagnik,1
Achrekar,1
Duggal,1
Mohril,1
Rathore,1
Pangarkar,1
Padukone,1
Dusanj,1
Madasani,1
Uplenchwar,1
Bhalla,1
Negi,1
Selvan,1
Ivaturi,1
Kottary,1
Tambke,1
Choksi,1
Rao,1
Denzongpa,1
Kazi,1
Rajawat,1
Ramisetty,1
Ali,1
Dua,1
Kanchan,1
Kanojiya,1
Malini,1
Johar,1
Solanki,1
Balaji,1
Pandian,1
Janmeja,1
Chatterjee,1
Sekhri,1
Nigam,1
Chacko,1
Suchak,1
Tahil,1
Gurwara,1
Ahuja,1
Badkas,1
Hole,1
Dabral,1
Saraf,1
Walia,1
Dhake,1
Raaju,1
Kadakia,1
Soni,1
Baid,1
Nayak,1
Gayatri,1
Bhutada,1
Tendulkar,1
Kurien,1
Lohia,1
Verghese,1
Bachchan,1
Gadde,1
Hasnee,1
Taurani,1
Dayal,1
Gopal,1
Mamdani,1
Khaitan,1
Gowda,1
Jha,1
Sanon,1
Watane,1
Pradhan,1
Vernekar,1
Sethi,1
Sapra,1
Deol,1
Sarode,1
Gurnani,1
Pagi,1
Dharashiokar,1
Dehadrai,1
Bhave,1
Dawande,1
Khurana,1
Wazir,1
Ghate,1
Phanse,1
Fadikar,1
Wattal,1
Koshley,1
Sheirgill,1
Kalawar,1
Pardeshi,1
Pednekar,1
Barua,1
Bhavsar,1
Atrey,1
Sawarkar,1
Sinha,1
Gore,1
Watwe,1
Saoji,1
Wadekar,1
Agate,1
Warraich,1
Bhende,1
Omble,1
Wani,1
Jajoo,1
Arya,1
Chary,1
Gaur,1
Vincent,1
Antony,1
Raxit,1
Kapoor,1
Iyengar,1
Ghaisas,1
Kak,1
Surve,1
Krishnamurthy,1
Agvan,1
Sen,1
Waradpande,1
Gokarn,1
Yelpude,1
Manak,1
Zende,1
Mandalik,1
Biswas,1
Premji,1
Ranawat,1
Manjrekar,1
Tripathi,1
Vaidya,1
Suvarna,1
Mallya,1
Kelkar,1
Reddy,1
Bhakri,1
Paud,1
Parate,1
Tikoo,1
Damble,1
Panwar,1
Kasat,1
Tamhankar,1
Wankar,1
Adiga,1
Chakraborty,1
Rege,1
Padwad,1
Bangera,1
Khanduja,1
Hoskote,1
Mhatre,1
Hassan,1
Akhtar,1
Ambedkar,1
Thapa,1
Sidhu,1
Khetarpal,1
Marathe,1
Upadhyay,1
Apture,1
Dhumale,1
Gokhale,1
Vasudevan,1
Apdev,1
Shekhar,1
Ghanekar,1
Kundar,1
Thackeray,1
Potluri,1
Prasade,1
Jaiswal,1
Waknis,1
Gambhir,1
Vijayrania,1
Chaubey,1
Makwana,1
Lapalikar,1
Asthana,1
Mabiyan,1
Chimalwar,1
Ambuja,1
Hingorani,1
Rawal,1
Unnithan,1
Tanna,1
Karkera,1
Jindal,1
Gadgil,1
Shikhawat,1
"Doifode, doiphode",1
Sarda,1
Basu,1
Jinturkar,1
Sonawane,1
Thapar,1
De,1
Pasricha,1
Divekar,1
Handoo,1
Narang,1
Kochar,1
Saha,1
Firodia,1
Lahoti,1
Daftari,1
Barman,1
Panda,1
Waghe,1
Umbarkar,1
Walale,1
Nehru,1
Mandhane,1
Modi,1
Lal,1
Ghai,1
Dobriyal,1
Omkareshwar,1
Bajaj,1
Sengupta,1
Nambiyar,1
Holkar,1
Dikshit,1
Sadhu,1
Amin,1
Dutt,1
Banerjee,1
Yelimeli,1
Lgov,1
Mihelson,1
Hudilainen,1
Shaikov,1
Gastfreind,1
Jijin,1
Tzalykhin,1
Marushkin,1
Raikh,1
Shambazov,1
Darchiev,1
Elesin,1
Bazhinov,1
Kats,1
Daushev,1
Ajiganoff,1
Adelung,1
Dzhuromsky,1
Adamsky,1
Huroshvili,1
Eikhmans,1
Djakson,1
Tcheh,1
Vypolzov,1
Yakutin,1
Kaberov,1
Balasanyan,1
Turintsev,1
Likhodei,1
Enikolopov,1
Kalikhov,1
Glagolev,1
Tukabaev,1
Jokin,1
Davlyatov,1
