Generation,11
Total Population,13780
Unique Surnames,2064
Cumulative Unique Surnames,7974

New Immigrant Surnames,Count
Veeranna,325
Chahal,286
Mencher,205
Sahai,159
Rakhletzky,155
Gassiy,124
Gniewek,116
Niemec,90
Wasem,77
Ruhlyada,70
Dubatolov,61
Winogrodzki,53
Golani,46
Malouf,45
Stawski,44
Pakulski,44
Koury,37
Yakushkin,30
Jvirblis,30
Darevsky,27
Uppal,24
Pimparkar,23
Kaczka,23
Atanasyan,21
Rusnak,21
Botros,20
Ryzhankov,18
Zabek,17
Chlebek,16
Jupikov,14
Talari,13
Anikushin,13
Sokal,13
Ullal,12
Bhargav,12
Haladzhan,11
Adamczyk,11
Wojewódzki,11
Broż,11
Rahal,11
Naifeh,11
Nader,11
Tagore,10
Zhohin,10
Winograd,10
Hadas,9
Muttemwar,9
Zaantye,9
Ślusarski,9
Jakushev,8
Esmansky,8
Jaskulski,8
Chmiel,8
Mansour,8
Tannous,8
Vaze,7
Thakran,7
Gera,7
Dubanowski,7
Paul,6
Vyas,6
Danyarov,6
Mokrinsky,6
Glezarov,6
Wyrzyk,6
Krakowski,6
Shamon,6
Abboud,6
Mifsud,6
Tandel,5
Majumdar,5
Astrahankin,5
Haidurov,5
Awad,5
Touma,5
Atri,4
Sachan,4
Waradpande,4
Kathiriya,4
Lokhande,4
Lupichev,4
Durylin,4
Guldreih,4
Bakikhanov,4
Budny,4
Khouri,4
Saliba,4
Guirguis,4
Zogby,4
Deeb,4
Atiyeh,4
Asfour,4
Hanania,4
Srour,4
Sarraf,4
Baweja,3
Tanwar,3
Thapa,3
Yadav,3
Das,3
Siripurapu,3
Kurup,3
Chakravarthy,3
Sekhri,3
Sen,3
Panjwani,3
Miheev,3
Jekulin,3
Guzenkov,3
Zheludev,3
Pokhlebkin,3
Gribanovsky,3
Eihe,3
Gomolka,3
Arian,3
Assaf,3
Halabi,3
Cham,3
Baz,3
Kalb,3
Kassab,3
Kapoor,2
Chandra,2
Hazari,2
Mande,2
Roshan,2
Bose,2
Tanti,2
Nalamolu,2
Mittal,2
Chabbria,2
Prabhavalkar,2
Thakre,2
Chaubey,2
Uplenchwar,2
Yennemadi,2
Mukherjee,2
Tope,2
Munje,2
Ray,2
Yagnik,2
Taurani,2
Yenkie,2
Hardas,2
Tawde,2
Tata,2
Bhaiya,2
Bodhankar,2
Sonawane,2
Purohit,2
Warsi,2
Morea,2
Chandrababu,2
Oak,2
Lallad,2
Burman,2
Dabral,2
Sikarwar,2
Tyagi,2
Ramelwar,2
Raaz,2
Nikhanj,2
Lagoo,2
Bhosale,2
Tambe,2
Laddha,2
Juneja,2
Kanitkar,2
Kasundra,2
Garware,2
Warraich,2
Babu,2
Vaswani,2
Satija,2
Kansal,2
Kambli,2
Shastri,2
Yenugula,2
Anandi,2
Mali,2
Amin,2
Zakaria,2
Nandigam,2
Zahaldar,2
Reshammiya,2
Jindal,2
Gaur,2
Tamang,2
Tambke,2
Wagh,2
Yerukola,2
Valecha,2
Saha,2
Sobti,2
Malpe,2
Avari,2
Prasade,2
Sadhu,2
Vaida,2
Udyavar,2
Tijori,2
Patil,2
Mayar,2
Tejwani,2
Irani,2
Sahukar,2
Shukla,2
Jaiswal,2
Kale,2
Karnad,2
Vindman,2
Zhegin,2
Birich,2
Bakhturin,2
Gudovsky,2
Shamaro,2
Hatskevich,2
Vinichenko,2
Baitchoroff,2
Shenk,2
To,2
Tudorovsky,2
Shaidurov,2
Velichansky,2
Gorbachev,2
Savinov,2
Chihanchin,2
