Surname,Count,Nationality
Veeranna,1470,Indian
Chahal,1449,Indian
Rakhletzky,808,Russian
Sahai,799,Indian
Gassiy,672,Russian
Mencher,645,Polish
Gniewek,329,Polish
Ruhlyada,323,Russian
Dubatolov,306,Russian
Wasem,299,Arabic
Niemec,284,Polish
Malouf,234,Arabic
Golani,202,Indian
Stawski,182,Polish
Winogrodzki,166,Polish
Yakushkin,148,Russian
Koury,143,Arabic
Jvirblis,131,Russian
Botros,121,Arabic
Uppal,111,Indian
Pakulski,108,Polish
Jupikov,108,Russian
Pimparkar,106,Indian
Darevsky,101,Russian
Kaczka,96,Polish
Ryzhankov,79,Russian
Atanasyan,76,Russian
Rusnak,75,Polish
Esmansky,65,Russian
Ullal,63,Indian
Anikushin,62,Russian
Rahal,61,Arabic
Zabek,60,Polish
Jakushev,59,Russian
Bhargav,59,Indian
Astrahankin,59,Russian
Naifeh,57,Arabic
Mokrinsky,56,Russian
Sokal,50,Polish
Chmiel,48,Polish
Zhohin,48,Russian
Nader,47,Arabic
Tagore,46,Indian
Thakran,44,Indian
Muttemwar,42,Indian
Haladzhan,41,Russian
Broż,39,Polish
Chlebek,39,Polish
Talari,38,Indian
Hadas,38,Indian
Danyarov,37,Russian
Wojewódzki,36,Polish
Jaskulski,30,Polish
Gribanovsky,30,Russian
Baweja,30,Indian
Shamon,28,Arabic
Asfour,26,Arabic
Tannous,26,Arabic
Abboud,26,Arabic
Saliba,25,Arabic
Mollo,25,Russian
Vaze,24,Indian
Wyrzyk,23,Polish
Adamczyk,23,Polish
Mansour,22,Arabic
Vyas,22,Indian
Glezarov,22,Russian
Chakravarthy,20,Indian
Bernard,20,Polish
Paul,20,Indian
Yudovich,20,Russian
Touma,20,Arabic
Winograd,20,Polish
Lupichev,19,Russian
Dubanowski,19,Polish
Alkov,19,Russian
Bakikhanov,19,Russian
Ślusarski,17,Polish
Zaantye,17,Indian
Hanania,16,Arabic
Krakowski,16,Polish
Guldreih,15,Russian
Abadi,14,Arabic
Durylin,14,Russian
Atri,13,Indian
Kaluza,13,Polish
Lallad,12,Indian
Saksagansky,12,Russian
Udyavar,11,Indian
Eihe,11,Russian
Guirguis,11,Arabic
Grigorchikov,11,Russian
Siripurapu,10,Indian
Najjar,10,Arabic
Mule,10,Indian
Yaikbaev,10,Russian
Gera,10,Indian
Sówka,10,Polish
Barua,9,Indian
Malinowski,9,Polish
Lokhande,9,Indian
"Kundra, kunder",9,Indian
Kurup,9,Indian
Haidurov,9,Russian
Gwozdek,8,Polish
Gomolka,8,Polish
Jahaev,8,Russian
Majumdar,8,Indian
Kalb,8,Arabic
Gulevsky,7,Russian
Tanti,7,Indian
