Surname,Count,Nationality
Veeranna,1564,Indian
Chahal,1406,Indian
Rakhletzky,788,Russian
Sahai,787,Indian
Gassiy,723,Russian
Mencher,631,Polish
Ruhlyada,364,Russian
Gniewek,315,Polish
Wasem,309,Arabic
Dubatolov,294,Russian
Niemec,286,Polish
Malouf,213,Arabic
Golani,193,Indian
Stawski,175,Polish
Koury,159,Arabic
Winogrodzki,146,Polish
Uppal,145,Indian
Pimparkar,118,Indian
Jvirblis,114,Russian
Darevsky,112,Russian
Pakulski,106,Polish
Yakushkin,103,Russian
Kaczka,97,Polish
Atanasyan,93,Russian
Botros,92,Arabic
Bhargav,84,Indian
Rusnak,84,Polish
Jupikov,81,Russian
Zhohin,73,Russian
Ryzhankov,71,Russian
Muttemwar,62,Indian
Esmansky,61,Russian
Rahal,59,Arabic
Anikushin,57,Russian
Astrahankin,51,Russian
Tagore,51,Indian
Naifeh,50,Arabic
Nader,48,Arabic
Ullal,48,Indian
Mokrinsky,45,Russian
Chlebek,44,Polish
Talari,41,Indian
Sokal,39,Polish
Zabek,39,Polish
Danyarov,38,Russian
Jakushev,37,Russian
Wojewódzki,35,Polish
Winograd,34,Polish
Vyas,32,Indian
Chmiel,31,Polish
Haladzhan,30,Russian
Bakikhanov,29,Russian
Hadas,28,Indian
Adamczyk,26,Polish
Asfour,26,Arabic
Lupichev,26,Russian
Hanania,25,Arabic
Krakowski,24,Polish
Jaskulski,23,Polish
Thakran,23,Indian
Tannous,23,Arabic
Abboud,22,Arabic
Durylin,21,Russian
Baweja,20,Indian
Dubanowski,20,Polish
Saliba,20,Arabic
Gribanovsky,19,Russian
Shamon,19,Arabic
Ślusarski,19,Polish
Mansour,18,Arabic
Grigorchikov,18,Russian
Wyrzyk,18,Polish
Touma,17,Arabic
Broż,16,Polish
Gulevsky,16,Russian
Guldreih,15,Russian
Vaze,15,Indian
Mollo,14,Russian
Zaantye,14,Indian
Najjar,13,Arabic
Glezarov,13,Russian
Siripurapu,12,Indian
Alkov,12,Russian
Lokhande,12,Indian
Chakravarthy,12,Indian
Andreevsky,12,Russian
Stolarz,12,Polish
Majumdar,12,Indian
Yudovich,12,Russian
Gera,11,Indian
"Doifode, doiphode",11,Indian
Jez,10,Polish
Paul,10,Indian
Tijori,9,Indian
Shalavin,9,Russian
Atri,9,Indian
Pokhlebkin,9,Russian
Bernard,9,Polish
Andruhovich,9,Russian
Guzenkov,8,Russian
Eihe,8,Russian
Guirguis,8,Arabic
Das,8,Indian
Saksagansky,8,Russian
Zaskanov,8,Russian
Zogby,8,Arabic
Gomolka,8,Polish
Piontek,7,Polish
Udyavar,7,Indian
Grotus,7,Russian
Zdunowski,7,Polish
Kaluza,7,Polish
Bukoski,7,Polish
Andryukov,7,Russian
Ślązak,7,Polish
Skala,7,Polish
Lallad,7,Indian
Tak,6,Indian
Tanti,6,Indian
Maly,6,Polish
Górski,6,Polish
Klimek,6,Polish
Tchekhlakovsky,6,Russian
Chuhman,6,Russian
Barua,6,Indian
Jekulin,6,Russian
