Surname,Count,Nationality
Veeranna,1468,Indian
Chahal,1322,Indian
Rakhletzky,759,Russian
Sahai,709,Indian
Gassiy,674,Russian
Mencher,573,Polish
Dubatolov,346,Russian
Ruhlyada,339,Russian
Wasem,308,Arabic
Gniewek,295,Polish
Niemec,277,Polish
Golani,211,Indian
Malouf,208,Arabic
Stawski,179,Polish
Winogrodzki,172,Polish
Koury,149,Arabic
Yakushkin,138,Russian
Uppal,130,Indian
Kaczka,128,Polish
Atanasyan,106,Russian
Darevsky,101,Russian
Jvirblis,99,Russian
Pakulski,98,Polish
Botros,96,Arabic
Rusnak,92,Polish
Pimparkar,80,Indian
Zhohin,75,Russian
Ryzhankov,74,Russian
Ullal,74,Indian
Astrahankin,68,Russian
Rahal,68,Arabic
Bhargav,67,Indian
Esmansky,65,Russian
Jupikov,64,Russian
Naifeh,63,Arabic
Anikushin,60,Russian
Hadas,59,Indian
Nader,55,Arabic
Zabek,51,Polish
Tagore,49,Indian
Chmiel,49,Polish
Sokal,48,Polish
Talari,45,Indian
Mokrinsky,43,Russian
Danyarov,43,Russian
Winograd,43,Polish
Chlebek,42,Polish
Muttemwar,37,Indian
Wojewódzki,35,Polish
Jakushev,32,Russian
Tannous,29,Arabic
Haladzhan,28,Russian
Vyas,27,Indian
Lupichev,24,Russian
Touma,23,Arabic
Thakran,23,Indian
Broż,23,Polish
Ślusarski,22,Polish
Jaskulski,22,Polish
Gera,21,Indian
Saliba,20,Arabic
Najjar,20,Arabic
Hanania,20,Arabic
Chakravarthy,20,Indian
Siripurapu,19,Indian
Mansour,19,Arabic
Gwozdek,18,Polish
Gulevsky,17,Russian
Paul,17,Indian
Zaantye,17,Indian
Durylin,16,Russian
Shamon,16,Arabic
Alkov,14,Russian
Saksagansky,14,Russian
Krakowski,14,Polish
Abboud,13,Arabic
Asfour,13,Arabic
Klimek,13,Polish
Glezarov,12,Russian
Guldreih,12,Russian
Budny,12,Polish
Gribanovsky,12,Russian
Lokhande,12,Indian
Mollo,12,Russian
Jekulin,12,Russian
Vaze,11,Indian
Murtazin,11,Russian
Majumdar,11,Indian
Yudovich,11,Russian
Adamczak,11,Polish
Bakikhanov,11,Russian
Baweja,10,Indian
Guirguis,10,Arabic
Zdunowski,9,Polish
Arian,9,Arabic
Dubanowski,9,Polish
Grigorchikov,9,Russian
Abadi,9,Arabic
Kathiriya,9,Indian
Halabi,9,Arabic
Omkareshwar,9,Indian
Shendel,9,Russian
Shalavin,8,Russian
Gukovsky,8,Russian
Miheev,8,Russian
Sokolowski,8,Polish
Atri,8,Indian
Tijori,8,Indian
Sarkis,8,Arabic
Malinowski,8,Polish
Pokhlebkin,8,Russian
Yakhimovich,8,Russian
Grotus,8,Russian
Yudkovich,7,Russian
Watane,7,Indian
Wyrzyk,7,Polish
Król,7,Polish
Udyavar,7,Indian
Kaluza,7,Polish
Piontek,7,Polish
Jez,7,Polish
Zhegin,6,Russian
Skala,6,Polish
Tapaniya,6,Indian
Baz,6,Arabic
Gulichev,6,Russian
Peltsman,6,Russian
Sachan,6,Indian
Starek,6,Polish
Shamoun,6,Arabic
Adamczyk,6,Polish
Jadkevich,5,Russian
Doino,5,Russian
Bernard,5,Polish
