Surname,Count,Nationality
Veeranna,1546,Indian
Chahal,1389,Indian
Rakhletzky,783,Russian
Sahai,765,Indian
Gassiy,731,Russian
Mencher,625,Polish
Ruhlyada,324,Russian
Wasem,318,Arabic
Gniewek,294,Polish
Niemec,294,Polish
Dubatolov,290,Russian
Stawski,204,Polish
Golani,197,Indian
Malouf,196,Arabic
Winogrodzki,153,Polish
Koury,143,Arabic
Darevsky,136,Russian
Uppal,121,Indian
Atanasyan,117,Russian
Jvirblis,112,Russian
Pakulski,111,Polish
Pimparkar,111,Indian
Yakushkin,111,Russian
Kaczka,100,Polish
Rusnak,96,Polish
Botros,87,Arabic
Jupikov,86,Russian
Bhargav,86,Indian
Zhohin,77,Russian
Ryzhankov,72,Russian
Anikushin,66,Russian
Ullal,59,Indian
Esmansky,57,Russian
Talari,57,Indian
Naifeh,54,Arabic
Rahal,52,Arabic
Muttemwar,52,Indian
Mokrinsky,51,Russian
Astrahankin,50,Russian
Sokal,47,Polish
Tannous,45,Arabic
Tagore,45,Indian
Nader,42,Arabic
Jakushev,41,Russian
Haladzhan,39,Russian
Zabek,38,Polish
Wojewódzki,37,Polish
Baweja,37,Indian
Danyarov,36,Russian
Jaskulski,32,Polish
Winograd,32,Polish
Chlebek,31,Polish
Vyas,30,Indian
Hanania,29,Arabic
Dubanowski,28,Polish
Chmiel,25,Polish
Hadas,25,Indian
Abboud,24,Arabic
Touma,23,Arabic
Bakikhanov,23,Russian
Glezarov,22,Russian
Asfour,21,Arabic
Shamon,20,Arabic
Mansour,20,Arabic
Zaantye,20,Indian
Vaze,17,Indian
Adamczyk,17,Polish
Saliba,17,Arabic
Lupichev,16,Russian
Thakran,16,Indian
Tijori,15,Indian
Krakowski,14,Polish
Durylin,14,Russian
Guirguis,14,Arabic
Chakravarthy,14,Indian
Paul,13,Indian
Lokhande,13,Indian
Guldreih,13,Russian
Yudovich,13,Russian
Grigorchikov,13,Russian
Kaluza,12,Polish
Klimek,12,Polish
Ślusarski,12,Polish
Gribanovsky,12,Russian
Alkov,12,Russian
Broż,12,Polish
Wyrzyk,12,Polish
Gulevsky,11,Russian
Saksagansky,11,Russian
Zaskanov,11,Russian
Andreevsky,11,Russian
Zdunowski,11,Polish
Gera,11,Indian
Najjar,11,Arabic
Mollo,10,Russian
Malinowski,10,Polish
Beh,10,Russian
Bukoski,9,Polish
Jez,9,Polish
Andruhovich,9,Russian
Piontek,9,Polish
Majumdar,8,Indian
Das,8,Indian
Stolarz,8,Polish
Atri,8,Indian
Lallad,8,Indian
Abadi,7,Arabic
Ślązak,7,Polish
Haidurov,6,Russian
Daher,6,Arabic
Eihe,6,Russian
Ryjak,6,Russian
Grotus,6,Russian
Barua,6,Indian
Baburin,6,Russian
Pokhlebkin,6,Russian
Budny,6,Polish
Jadkevich,6,Russian
