Surname,Count,Nationality
Veeranna,1488,Indian
Chahal,1483,Indian
Sahai,785,Indian
Rakhletzky,771,Russian
Gassiy,685,Russian
Mencher,636,Polish
Ruhlyada,346,Russian
Dubatolov,321,Russian
Gniewek,315,Polish
Wasem,308,Arabic
Niemec,300,Polish
Malouf,216,Arabic
Golani,201,Indian
Winogrodzki,176,Polish
Stawski,165,Polish
Koury,162,Arabic
Jvirblis,138,Russian
Yakushkin,129,Russian
Uppal,120,Indian
Pakulski,115,Polish
Pimparkar,114,Indian
Botros,108,Arabic
Darevsky,102,Russian
Jupikov,97,Russian
Rusnak,92,Polish
Kaczka,90,Polish
Ryzhankov,77,Russian
Atanasyan,74,Russian
Bhargav,70,Indian
Zhohin,67,Russian
Ullal,62,Indian
Jakushev,60,Russian
Zabek,59,Polish
Sokal,59,Polish
Chmiel,59,Polish
Astrahankin,58,Russian
Esmansky,57,Russian
Muttemwar,54,Indian
Naifeh,53,Arabic
Rahal,52,Arabic
Anikushin,50,Russian
Chlebek,45,Polish
Nader,45,Arabic
Talari,43,Indian
Tagore,43,Indian
Mokrinsky,41,Russian
Haladzhan,38,Russian
Shamon,37,Arabic
Thakran,36,Indian
Hadas,36,Indian
Broż,33,Polish
Danyarov,28,Russian
Abboud,28,Arabic
Wyrzyk,28,Polish
Lupichev,27,Russian
Saliba,27,Arabic
Winograd,27,Polish
Chakravarthy,26,Indian
Wojewódzki,25,Polish
Baweja,25,Indian
Tannous,24,Arabic
Dubanowski,23,Polish
Asfour,23,Arabic
Adamczyk,22,Polish
Hanania,21,Arabic
Alkov,21,Russian
Durylin,20,Russian
Gribanovsky,20,Russian
Glezarov,19,Russian
Vyas,18,Indian
Yudovich,18,Russian
Guirguis,18,Arabic
Guldreih,18,Russian
Bakikhanov,18,Russian
Lokhande,18,Indian
Krakowski,18,Polish
Vaze,17,Indian
Paul,17,Indian
Touma,16,Arabic
Bernard,16,Polish
Saksagansky,16,Russian
Jaskulski,16,Polish
Ślusarski,15,Polish
Mansour,14,Arabic
Najjar,13,Arabic
Siripurapu,13,Indian
Zaantye,13,Indian
Atri,13,Indian
Udyavar,12,Indian
Grigorchikov,12,Russian
Zaskanov,12,Russian
Lallad,11,Indian
Mollo,11,Russian
Gulevsky,11,Russian
Eihe,10,Russian
Mule,10,Indian
Guzenkov,10,Russian
Majumdar,10,Indian
Kalb,9,Arabic
Barua,8,Indian
Zogby,8,Arabic
"Doifode, doiphode",8,Indian
Gera,8,Indian
Jahaev,8,Russian
Das,8,Indian
Malinowski,8,Polish
Parekh,7,Indian
Raykantiwar,7,Indian
Beh,7,Russian
Tanti,7,Indian
Górski,7,Polish
Kathiriya,7,Indian
Stolarz,7,Polish
Klimek,7,Polish
Gomolka,7,Polish
Sówka,6,Polish
Kurup,6,Indian
Jaskolski,6,Polish
Chopra,6,Indian
Haidurov,6,Russian
Kaluza,6,Polish
Habibulaev,6,Russian
Bukoski,6,Polish
Halyapin,6,Russian
Tijori,6,Indian
Tak,6,Indian
Agadjanyan,6,Russian
Maslanka,6,Polish
Budny,6,Polish
Gulichev,6,Russian
Yaikbaev,6,Russian
Zheludev,6,Russian
Wadhva,5,Indian
Sokolowski,5,Polish
Zientek,5,Polish
Gwozdek,5,Polish
Zdunowski,5,Polish
Abulmambetoff,5,Russian
Gribanov,5,Russian
Halabi,5,Arabic
Horkin,5,Russian
Pokhlebkin,5,Russian
Dashmunshi,5,Indian
Bakhturin,5,Russian
Andruhovich,5,Russian
Sachan,5,Indian
Shamoun,5,Arabic
Swarup,4,Indian
Walentowicz,4,Polish
Smolák,4,Polish
Robustov,4,Russian
Gopalan,4,Indian
Król,4,Polish
Ślązak,4,Polish
Kassis,4,Arabic
Yakhimovich,4,Russian
Marievsky,4,Russian
Venkat,4,Indian
Amari,4,Arabic
Maheshwari,4,Indian
"Kundra, kunder",4,Indian
Adonts,4,Russian
Gowda,4,Indian
Kamiński,4,Polish
Vij,4,Indian
Vindman,4,Russian
Pajitnov,4,Russian
Sarkis,4,Arabic
Grotus,4,Russian
Starek,4,Polish
Andreevsky,4,Russian
Horanov,4,Russian
Dijin,4,Russian
Sahastrabuddhe,4,Indian
Bakurov,4,Russian
Zhukov,4,Russian
Abzyaparov,4,Russian
Bairamukov,3,Russian
Yederi,3,Indian
Dubicki,3,Polish
Lichko,3,Russian
Yambaev,3,Russian
Gorfunkel,3,Russian
Baburin,3,Russian
Bestujev-ryumin,3,Russian
Mundi,3,Indian
Vakulsky,3,Russian
Teteruk,3,Russian
Bahurin,3,Russian
Likhodei,3,Russian
Abadi,3,Arabic
Omkareshwar,3,Indian
Adabash,3,Russian
Marholenko,3,Russian
Szewc,3,Polish
D'Arcy,3,English
Gramenitsky,3,Russian
Attal,3,Indian
Filipowski,3,Polish
Skala,3,Polish
Bodhankar,3,Indian
Dhameja,3,Indian
Timashov,3,Russian
Miheev,3,Russian
Vingilevsky,3,Russian
Andryukov,3,Russian
Jadkevich,3,Russian
Awdyunin,3,Russian
Cham,3,Arabic
Gaganov,3,Russian
Rikhter,3,Russian
Turkin,3,Russian
Yaburov,3,Russian
Jagtap,3,Indian
Maroun,3,Arabic
Zhigalin,3,Russian
Pasternack,3,Polish
Davydchenko,3,Russian
Luthra,3,Indian
Getta,3,Russian
Shalabanov,3,Russian
Jekulin,3,Russian
Hatskevich,3,Russian
Hooda,3,Indian
Sitko,2,Polish
Mikheenkov,2,Russian
Vaghela,2,Indian
Satija,2,Indian
Bakshi,2,Indian
Baz,2,Arabic
Toshniwal,2,Indian
Huranov,2,Russian
Paling,2,English
Yadne,2,Russian
Selvan,2,Indian
Czajka,2,Polish
Rempler,2,Russian
Yenkie,2,Indian
Daher,2,Arabic
Haziahmetov,2,Russian
Pandher,2,Indian
Essa,2,Arabic
Piontek,2,Polish
Jatsunov,2,Russian
Abraham,2,Indian
Yudkovich,2,Russian
Adamczak,2,Polish
Kosmatka,2,Polish
Sekhri,2,Indian
Dhumale,2,Indian
Zhegin,2,Russian
Samaha,2,Arabic
Abrosimov,2,Russian
Zhiharevitch,2,Russian
Gulidov,2,Russian
Doino,2,Russian
Rutkowski,2,Polish
Arian,2,Arabic
Chauhan,2,Indian
Wargantiwar,2,Indian
Andrushkevich,2,Russian
Gukovsky,2,Russian
Brzezicki,2,Polish
Tchapko,2,Russian
Sniegowski,2,Polish
Nudatov,2,Russian
Murtazin,2,Russian
Dharashiokar,2,Indian
Bektimirov,2,Russian
Ajnikov,2,Russian
Thapar,2,Indian
Filipek,2,Polish
Amin,2,Indian
Shalavin,2,Russian
Rudawski,2,Polish
Mikhail,2,Arabic
Antyushin,2,Russian
Hegde,2,Indian
Agapov,2,Russian
Bakunoff,2,Russian
Ryjkin,2,Russian
Baidukov,2,Russian
Rawat,2,Indian
Khoury,2,Arabic
Yuhotsky,2,Russian
Abylgaziev,2,Russian
Dhar,2,Indian
Harharov,2,Russian
Maly,2,Polish
Ramachandran,2,Indian
Kukkar,2,Indian
Pandhripande,2,Indian
Kansal,2,Indian
Gau,2,Russian
Tchekhlakovsky,2,Russian
Andryuschenko,2,Russian
Pazi,2,Russian
Kaloshin,2,Russian
Ślusarczyk,2,Polish
Zielinski,2,Polish
Khouri,2,Arabic
Salib,2,Arabic
Horoshavtsev,1,Russian
Jikov,1,Russian
Vasudevan,1,Indian
Abelyan,1,Russian
Altshuller,1,Russian
Shamaev,1,Russian
Jordan,1,Polish
Jadeja,1,Indian
Ganim,1,Arabic
Shelyakin,1,Russian
Bapat,1,Indian
Haik,1,Arabic
Kasprzak,1,Polish
Kale,1,Indian
Bachmanoff,1,Russian
Rastogi,1,Indian
Szwedko,1,Polish
Chuhman,1,Russian
Maitra,1,Indian
Spence,1,English
Bora,1,Indian
Somayajulu,1,Indian
Adoratski,1,Russian
Zarapkar,1,Indian
Piatek,1,Polish
Ponomarenko,1,Russian
Issa,1,Arabic
Hussainl,1,Indian
Peltsman,1,Russian
Jindal,1,Indian
Zharovtsev,1,Russian
Agoev,1,Russian
Ranawat,1,Indian
Tikhy,1,Russian
Kozlow,1,Polish
Granikov,1,Russian
Bartosz,1,Polish
Vernekar,1,Indian
Zhivkovich,1,Russian
Lohtin,1,Russian
Ryjko,1,Russian
Muzhdabaev,1,Russian
Atiyeh,1,Arabic
Sandhu,1,Indian
Poplawski,1,Polish
Sabbagh,1,Arabic
Enikolopov,1,Russian
Rahov,1,Russian
Upadhye,1,Indian
Hadad,1,Arabic
Rungta,1,Indian
Wadekar,1,Indian
Tamhankar,1,Indian
Hinduja,1,Indian
Khadse,1,Indian
Warsi,1,Indian
Chintawar,1,Indian
Tilak,1,Indian
Verghese,1,Indian
Chabbria,1,Indian
Dadlani,1,Indian
Hardas,1,Indian
Guha,1,Indian
Lote,1,Indian
Fadikar,1,Indian
Noskin,1,Russian
Kabalin,1,Russian
Tsalko,1,Russian
Yatsevich,1,Russian
Eihengolts,1,Russian
The,1,Russian
Bakaleiko,1,Russian
Hanzhin,1,Russian
Abdildin,1,Russian
Grodetsky,1,Russian
Juhimenko,1,Russian
Lupandin,1,Russian
Bahtiev,1,Russian
Ryjih,1,Russian
Tzehmistrenko,1,Russian
Avalishvili,1,Russian
Gridnev,1,Russian
Bereznitzky,1,Russian
Lyskin,1,Russian
Babienko,1,Russian
Gulishambarov,1,Russian
Valendik,1,Russian
Tseiner,1,Russian
Bakhmutov,1,Russian
Avksentiev,1,Russian
Yagudin,1,Russian
Rempel,1,Russian
Neverovsky,1,Russian
Tokarev,1,Russian
Katsepov,1,Russian
Chekhladze,1,Russian
Nosek,1,Polish
Paszek,1,Polish
Zawisza,1,Polish
Jez,1,Polish
Bukowski,1,Polish
Kava,1,Polish
Grzeskiewicz,1,Polish
Tuma,1,Arabic
Tahan,1,Arabic
Boulos,1,Arabic
Sayegh,1,Arabic
Baba,1,Arabic
Bahar,1,Arabic
Mifsud,1,Arabic
