Surname,Count,Nationality
Veeranna,1583,Indian
Chahal,1506,Indian
Rakhletzky,860,Russian
Sahai,766,Indian
Mencher,734,Polish
Gassiy,658,Russian
Wasem,400,Arabic
Ruhlyada,379,Russian
Gniewek,321,Polish
Niemec,302,Polish
Dubatolov,273,Russian
Malouf,237,Arabic
Golani,201,Indian
Stawski,201,Polish
Winogrodzki,167,Polish
Koury,159,Arabic
Yakushkin,145,Russian
Darevsky,134,Russian
Pimparkar,128,Indian
Jvirblis,128,Russian
Uppal,126,Indian
Botros,121,Arabic
Pakulski,113,Polish
Kaczka,107,Polish
Rusnak,106,Polish
Atanasyan,96,Russian
Esmansky,88,Russian
Ullal,77,Indian
Ryzhankov,74,Russian
Jupikov,63,Russian
Naifeh,63,Arabic
Bhargav,62,Indian
Anikushin,58,Russian
Jakushev,57,Russian
Talari,54,Indian
Zabek,54,Polish
Haladzhan,53,Russian
Danyarov,52,Russian
Mokrinsky,51,Russian
Astrahankin,49,Russian
Nader,49,Arabic
Tannous,45,Arabic
Zhohin,42,Russian
Hadas,39,Indian
Tagore,39,Indian
Muttemwar,38,Indian
Rahal,37,Arabic
Broż,36,Polish
Wojewódzki,34,Polish
Sokal,34,Polish
Chmiel,32,Polish
Thakran,32,Indian
Grigorchikov,29,Russian
Zaantye,29,Indian
Chlebek,28,Polish
Ślusarski,27,Polish
Guzenkov,27,Russian
Vyas,26,Indian
Abboud,26,Arabic
Wyrzyk,25,Polish
Chakravarthy,25,Indian
Gulevsky,24,Russian
Durylin,24,Russian
Winograd,23,Polish
Hanania,22,Arabic
Paul,22,Indian
Bakikhanov,21,Russian
Gribanovsky,20,Russian
Vaze,20,Indian
Jaskulski,20,Polish
Kaluza,19,Polish
Asfour,19,Arabic
Krakowski,19,Polish
Alkov,19,Russian
Saliba,18,Arabic
Baweja,18,Indian
Guirguis,17,Arabic
Jahaev,17,Russian
Guldreih,17,Russian
Dubanowski,17,Polish
Lupichev,15,Russian
Mollo,15,Russian
Lallad,14,Indian
Shamon,14,Arabic
Touma,14,Arabic
Yudovich,14,Russian
Majumdar,14,Indian
Atri,13,Indian
Adamczyk,13,Polish
Lokhande,12,Indian
Mansour,12,Arabic
Gera,12,Indian
Glezarov,11,Russian
Najjar,11,Arabic
Bernard,11,Polish
Budny,11,Polish
Saksagansky,11,Russian
Kamiński,10,Polish
Das,10,Indian
Kathiriya,9,Indian
Malinowski,8,Polish
Zaskanov,8,Russian
Gopalan,8,Indian
Sarkis,8,Arabic
Stolarz,8,Polish
Gwozdek,8,Polish
Siripurapu,8,Indian
Klimek,8,Polish
Baburin,8,Russian
Gribanov,7,Russian
Zheludev,7,Russian
Halabi,7,Arabic
Beh,7,Russian
Starek,7,Polish
Essa,7,Arabic
Piontek,7,Polish
Sokolowski,6,Polish
Muzhdabaev,6,Russian
Emelianov,6,Russian
Murtazin,6,Russian
Nischol,6,Indian
Yudkovich,6,Russian
Shalhoub,6,Arabic
Janda,6,Polish
Agadjanyan,6,Russian
Zhegin,6,Russian
Thorn,6,English
Tanti,6,Indian
Watane,6,Indian
Andreevsky,6,Russian
Yaikbaev,6,Russian
Attal,6,Indian
Pazi,5,Russian
Horoshavtsev,5,Russian
Boutros,5,Arabic
Miheev,5,Russian
Warsi,5,Indian
Turkin,5,Russian
Haddad,5,Arabic
Awalishwili,5,Russian
Rudawski,5,Polish
Shendel,5,Russian
Marek,5,Polish
Ellams,5,English
Haidurov,5,Russian
Udyavar,5,Indian
Pandher,5,Indian
Kalb,5,Arabic
Andryukov,5,Russian
Bawarin,4,Russian
Jaskolski,4,Polish
Zhigalin,4,Russian
Assaf,4,Arabic
Lis,4,Polish
Spence,4,English
Baz,4,Arabic
Wojewódka,4,Polish
Bakhturin,4,Russian
Gau,4,Russian
Tchapko,4,Russian
Adonts,4,Russian
Gaganov,4,Russian
Ashley,4,English
Antar,4,Arabic
Zhiharevitch,4,Russian
Daher,4,Arabic
Jekulin,4,Russian
Gulichev,4,Russian
Barua,4,Indian
Paling,4,English
Sahastrabuddhe,4,Indian
Amari,4,Arabic
Unhale,4,Indian
Chopra,4,Indian
Jadkevich,4,Russian
Horkin,4,Russian
Matsuev,4,Russian
Eihe,4,Russian
Getta,3,Russian
Marholenko,3,Russian
Vakulenko,3,Russian
Maitra,3,Indian
Shalabanov,3,Russian
Abrosimov,3,Russian
Ingle,3,Indian
Agoev,3,Russian
Mifsud,3,Arabic
Bakunoff,3,Russian
Mikhail,3,Arabic
Bestuzhev,3,Russian
Neverovsky,3,Russian
Yatzyk,3,Russian
Kosmatka,3,Polish
Szweda,3,Polish
Piatek,3,Polish
Chuhman,3,Russian
Khanolkar,3,Indian
Bahtiev,3,Russian
Pokhlebkin,3,Russian
Mule,3,Indian
Tamarchenko,3,Russian
Janovsky,3,Russian
Sachan,3,Indian
Czajkowski,3,Polish
Janowski,3,Polish
Bora,3,Indian
Zhukov,3,Russian
D'Arcy,3,English
Shamoun,3,Arabic
Katsepov,3,Russian
Barnes,3,English
Górski,3,Polish
"Doifode, doiphode",3,Indian
Hadad,3,Arabic
Hatskevich,3,Russian
Bossley,3,English
Gaber,3,Arabic
Toshniwal,3,Indian
Filipek,3,Polish
Robustov,3,Russian
Gorskov,3,Russian
Tijori,3,Indian
Tchekhlakovsky,3,Russian
Wadhva,2,Indian
Parekh,2,Indian
Chintawar,2,Indian
Horanov,2,Russian
Sówka,2,Polish
Denisov,2,Russian
Indulkar,2,Indian
Gole,2,Indian
Żuraw,2,Polish
Evans,2,English
Jakimychev,2,Russian
Kassis,2,Arabic
Bakshi,2,Indian
McGwire,2,English
Mehra,2,Indian
Bestujev-ryumin,2,Russian
Adams,2,English
Jagtap,2,Indian
Apture,2,Indian
Shalko,2,Russian
Adamczak,2,Polish
Ramachandran,2,Indian
Hagavane,2,Indian
Rastogi,2,Indian
Hughes,2,English
Fabrikant,2,Russian
Doino,2,Russian
Zhilov,2,Russian
Hanzhin,2,Russian
Zate,2,Indian
Deodhar,2,Indian
Gowda,2,Indian
Bukoski,2,Polish
Vitryansky,2,Russian
Zogby,2,Arabic
Samaha,2,Arabic
Carr,2,English
Tahil,2,Indian
Palande,2,Indian
Tempalli,2,Indian
Bagler,2,Russian
Abulmambetoff,2,Russian
Brady,2,English
Deora,2,Indian
Dopiro,2,Russian
Mstislavets,2,Russian
Ruzhnikov,2,Russian
Chowdhury,2,Indian
Murov,2,Russian
Basara,2,Arabic
Bhatti,2,Indian
Agrenev,2,Russian
Yakobson,2,Russian
Ryjko,2,Russian
Andrysiak,2,Polish
Pirojenko,2,Russian
Lobo,2,Indian
Janmeja,2,Indian
Maslanka,2,Polish
Rawat,2,Indian
Schepin,2,Russian
Damle,2,Indian
Tsalaban,2,Russian
Warraich,2,Indian
Czajka,2,Polish
Raykantiwar,2,Indian
Kabalin,2,Russian
Amin,2,Indian
Skipper,2,English
Kowalski,2,Polish
Balaguroff,2,Russian
Thorvi,2,Indian
Shikhawat,2,Indian
Hudik,2,Russian
Sidhu,2,Indian
Mande,2,Indian
Yambaev,2,Russian
Egin,2,Russian
Bajanoff,2,Russian
Faasil,2,Indian
Pismichenko,2,Russian
