Surname,Count,Nationality
Veeranna,1590,Indian
Chahal,1514,Indian
Rakhletzky,835,Russian
Sahai,764,Indian
Mencher,744,Polish
Gassiy,678,Russian
Wasem,394,Arabic
Ruhlyada,382,Russian
Gniewek,352,Polish
Niemec,303,Polish
Dubatolov,268,Russian
Malouf,252,Arabic
Golani,221,Indian
Stawski,182,Polish
Winogrodzki,161,Polish
Koury,158,Arabic
Yakushkin,140,Russian
Darevsky,138,Russian
Jvirblis,129,Russian
Uppal,121,Indian
Botros,120,Arabic
Pimparkar,114,Indian
Pakulski,111,Polish
Kaczka,95,Polish
Ryzhankov,85,Russian
Atanasyan,83,Russian
Esmansky,81,Russian
Ullal,79,Indian
Rusnak,77,Polish
Anikushin,68,Russian
Bhargav,64,Indian
Talari,63,Indian
Zabek,63,Polish
Jupikov,60,Russian
Jakushev,59,Russian
Naifeh,57,Arabic
Astrahankin,57,Russian
Muttemwar,51,Indian
Nader,49,Arabic
Haladzhan,49,Russian
Tagore,48,Indian
Rahal,47,Arabic
Danyarov,44,Russian
Tannous,43,Arabic
Mokrinsky,42,Russian
Zhohin,39,Russian
Broż,36,Polish
Chmiel,34,Polish
Hadas,33,Indian
Wojewódzki,33,Polish
Durylin,33,Russian
Thakran,32,Indian
Grigorchikov,29,Russian
Abboud,29,Arabic
Sokal,28,Polish
Gulevsky,28,Russian
Ślusarski,27,Polish
Chlebek,27,Polish
Baweja,25,Indian
Vaze,24,Indian
Jaskulski,24,Polish
Krakowski,23,Polish
Chakravarthy,23,Indian
Dubanowski,23,Polish
Guldreih,22,Russian
Gribanovsky,22,Russian
Vyas,21,Indian
Wyrzyk,20,Polish
Asfour,20,Arabic
Glezarov,20,Russian
Lupichev,20,Russian
Lallad,19,Indian
Kaluza,19,Polish
Winograd,18,Polish
Touma,17,Arabic
Guzenkov,17,Russian
Guirguis,16,Arabic
Paul,16,Indian
Zaantye,16,Indian
Bakikhanov,16,Russian
Mollo,15,Russian
Hanania,15,Arabic
Mansour,15,Arabic
Shamon,14,Arabic
Majumdar,13,Indian
Jahaev,12,Russian
Bernard,12,Polish
Siripurapu,12,Indian
Adamczyk,11,Polish
Malinowski,11,Polish
Gera,11,Indian
Yudovich,11,Russian
Atri,11,Indian
Kathiriya,10,Indian
Das,10,Indian
Alkov,10,Russian
Saliba,10,Arabic
Zhigalin,9,Russian
Gopalan,9,Indian
Lokhande,9,Indian
Janda,8,Polish
Stolarz,8,Polish
Saksagansky,8,Russian
Najjar,8,Arabic
Gribanov,8,Russian
Daher,8,Arabic
Zaskanov,8,Russian
Kamiński,8,Polish
Gwozdek,8,Polish
Yudkovich,8,Russian
Murtazin,7,Russian
Klimek,7,Polish
Zhegin,7,Russian
Sarkis,7,Arabic
Andreevsky,7,Russian
Awalishwili,7,Russian
Haddad,6,Arabic
Gau,6,Russian
Czajkowski,6,Polish
Eihe,6,Russian
Yaikbaev,6,Russian
Essa,6,Arabic
Adonts,6,Russian
Beh,6,Russian
Baburin,6,Russian
Shalavin,6,Russian
Zheludev,6,Russian
Barua,6,Indian
Budny,6,Polish
Andryukov,6,Russian
Rempler,5,Russian
Shalabanov,5,Russian
Piontek,5,Polish
Nischol,5,Indian
Kaloshin,5,Russian
Attal,5,Indian
Horoshavtsev,5,Russian
