Surname,Count,Nationality
Veeranna,1570,Indian
Chahal,1508,Indian
Rakhletzky,796,Russian
Sahai,789,Indian
Mencher,668,Polish
Gassiy,646,Russian
Ruhlyada,384,Russian
Wasem,367,Arabic
Gniewek,330,Polish
Niemec,313,Polish
Dubatolov,309,Russian
Malouf,234,Arabic
Stawski,209,Polish
Golani,203,Indian
Winogrodzki,171,Polish
Yakushkin,162,Russian
Pimparkar,143,Indian
Uppal,132,Indian
Pakulski,131,Polish
Koury,131,Arabic
Botros,125,Arabic
Jvirblis,116,Russian
Darevsky,116,Russian
Rusnak,112,Polish
Kaczka,102,Polish
Atanasyan,91,Russian
Esmansky,86,Russian
Ryzhankov,78,Russian
Jupikov,78,Russian
Bhargav,74,Indian
Jakushev,72,Russian
Naifeh,64,Arabic
Mokrinsky,63,Russian
Ullal,60,Indian
Haladzhan,54,Russian
Astrahankin,54,Russian
Anikushin,54,Russian
Zabek,53,Polish
Talari,53,Indian
Zhohin,44,Russian
Danyarov,43,Russian
Rahal,42,Arabic
Nader,41,Arabic
Sokal,37,Polish
Wojewódzki,37,Polish
Tagore,37,Indian
Thakran,37,Indian
Wyrzyk,36,Polish
Hadas,36,Indian
Tannous,34,Arabic
Chakravarthy,34,Indian
Chlebek,33,Polish
Zaantye,33,Indian
Grigorchikov,30,Russian
Muttemwar,30,Indian
Chmiel,30,Polish
Vyas,29,Indian
Broż,27,Polish
Mollo,24,Russian
Winograd,23,Polish
Vaze,23,Indian
Gulevsky,23,Russian
Kaluza,22,Polish
Guirguis,22,Arabic
Touma,21,Arabic
Abboud,21,Arabic
Gribanovsky,20,Russian
Hanania,20,Arabic
Dubanowski,20,Polish
Guzenkov,20,Russian
Ślusarski,20,Polish
Saliba,20,Arabic
Paul,19,Indian
Baweja,19,Indian
Jaskulski,18,Polish
Bakikhanov,18,Russian
Mansour,18,Arabic
Alkov,17,Russian
Guldreih,17,Russian
Durylin,16,Russian
Lupichev,16,Russian
Kamiński,15,Polish
Budny,14,Polish
Asfour,14,Arabic
Krakowski,13,Polish
Atri,13,Indian
Adamczyk,12,Polish
Klimek,12,Polish
Beh,12,Russian
Lallad,12,Indian
Siripurapu,11,Indian
Glezarov,11,Russian
Shamon,11,Arabic
Lokhande,11,Indian
Najjar,11,Arabic
Gwozdek,11,Polish
Majumdar,10,Indian
Malinowski,10,Polish
Bernard,9,Polish
Stolarz,9,Polish
Attal,9,Indian
