Surname,Count,Nationality
Veeranna,1611,Indian
Chahal,1544,Indian
Rakhletzky,829,Russian
Sahai,769,Indian
Mencher,712,Polish
Gassiy,686,Russian
Ruhlyada,386,Russian
Wasem,370,Arabic
Gniewek,356,Polish
Niemec,286,Polish
Dubatolov,272,Russian
Golani,239,Indian
Malouf,225,Arabic
Stawski,195,Polish
Yakushkin,180,Russian
Winogrodzki,161,Polish
Koury,153,Arabic
Darevsky,137,Russian
Jvirblis,134,Russian
Pimparkar,127,Indian
Pakulski,124,Polish
Kaczka,108,Polish
Botros,108,Arabic
Atanasyan,106,Russian
Uppal,101,Indian
Ullal,70,Indian
Jupikov,70,Russian
Rusnak,69,Polish
Esmansky,69,Russian
Talari,69,Indian
Bhargav,67,Indian
Tagore,65,Indian
Zabek,64,Polish
Ryzhankov,62,Russian
Anikushin,60,Russian
Muttemwar,57,Indian
Naifeh,53,Arabic
Astrahankin,51,Russian
Jakushev,51,Russian
Rahal,48,Arabic
Zhohin,47,Russian
Danyarov,43,Russian
Mokrinsky,43,Russian
Nader,40,Arabic
Abboud,39,Arabic
Sokal,39,Polish
Haladzhan,38,Russian
Ślusarski,38,Polish
Chlebek,35,Polish
Hadas,33,Indian
Dubanowski,32,Polish
Gulevsky,32,Russian
Broż,32,Polish
Tannous,31,Arabic
Wojewódzki,31,Polish
Chmiel,29,Polish
Thakran,29,Indian
Grigorchikov,28,Russian
Baweja,28,Indian
Guldreih,27,Russian
Glezarov,27,Russian
Krakowski,27,Polish
Jaskulski,26,Polish
Touma,25,Arabic
Wyrzyk,25,Polish
Vaze,25,Indian
Chakravarthy,25,Indian
Shamon,24,Arabic
Durylin,23,Russian
Hanania,22,Arabic
Gribanovsky,22,Russian
Vyas,20,Indian
Asfour,19,Arabic
Mansour,19,Arabic
Winograd,18,Polish
Paul,18,Indian
Lupichev,17,Russian
Guirguis,15,Arabic
Bakikhanov,15,Russian
Guzenkov,15,Russian
Kaluza,15,Polish
Majumdar,15,Indian
Zaantye,14,Indian
Mollo,14,Russian
Malinowski,13,Polish
Lallad,12,Indian
