Surname,Count,Nationality
Veeranna,1561,Indian
Chahal,1539,Indian
Rakhletzky,821,Russian
Sahai,815,Indian
Mencher,694,Polish
Gassiy,631,Russian
Ruhlyada,375,Russian
Niemec,351,Polish
Wasem,343,Arabic
Gniewek,289,Polish
Dubatolov,282,Russian
Malouf,201,Arabic
Golani,196,Indian
Stawski,193,Polish
Winogrodzki,159,Polish
Yakushkin,150,Russian
Darevsky,146,Russian
Koury,146,Arabic
Uppal,135,Indian
Pakulski,133,Polish
Kaczka,112,Polish
Rusnak,104,Polish
Jvirblis,98,Russian
Botros,97,Arabic
Pimparkar,97,Indian
Atanasyan,87,Russian
Bhargav,78,Indian
Anikushin,76,Russian
Esmansky,68,Russian
Naifeh,68,Arabic
Talari,66,Indian
Astrahankin,65,Russian
Jupikov,64,Russian
Danyarov,63,Russian
Zabek,63,Polish
Ullal,61,Indian
Tannous,57,Arabic
Zhohin,56,Russian
Ryzhankov,56,Russian
Haladzhan,47,Russian
Nader,47,Arabic
Tagore,46,Indian
Chmiel,45,Polish
Sokal,45,Polish
Rahal,42,Arabic
Jakushev,41,Russian
Winograd,40,Polish
Mokrinsky,38,Russian
Chlebek,36,Polish
Muttemwar,36,Indian
Thakran,35,Indian
Ślusarski,33,Polish
Bakikhanov,28,Russian
Baweja,27,Indian
Vyas,27,Indian
Durylin,26,Russian
Dubanowski,26,Polish
Shamon,25,Arabic
Gulevsky,24,Russian
Lupichev,24,Russian
Hadas,24,Indian
Adamczyk,24,Polish
Mansour,23,Arabic
Jaskulski,23,Polish
Wojewódzki,21,Polish
Chakravarthy,20,Indian
Mollo,20,Russian
Majumdar,20,Indian
Hanania,20,Arabic
Vaze,19,Indian
Zaskanov,18,Russian
Broż,18,Polish
Krakowski,17,Polish
Yudovich,16,Russian
Glezarov,16,Russian
Gwozdek,16,Polish
Jones,16,English
Zaantye,16,Indian
Lallad,15,Indian
Lokhande,15,Indian
Abboud,15,Arabic
Guirguis,15,Arabic
Asfour,15,Arabic
Tijori,15,Indian
Malinowski,14,Polish
Alkov,14,Russian
Paul,14,Indian
Beh,14,Russian
Najjar,14,Arabic
Saliba,13,Arabic
Bernard,13,Polish
Grigorchikov,13,Russian
Gribanovsky,12,Russian
Zogby,12,Arabic
Das,12,Indian
Jahaev,12,Russian
Hughes,12,English
Ślusarczyk,11,Polish
"Doifode, doiphode",11,Indian
Siripurapu,10,Indian
Murtazin,10,Russian
Williams,10,English
Baker,10,English
Miheev,10,Russian
Atri,10,Indian
Wyrzyk,10,Polish
Touma,10,Arabic
Guzenkov,10,Russian
Abulmambetoff,9,Russian
Davis,9,English
Gribanov,9,Russian
Shamoun,9,Arabic
Klimek,9,Polish
