Surname,Count,Nationality
Veeranna,1571,Indian
Chahal,1495,Indian
Rakhletzky,850,Russian
Sahai,796,Indian
Gassiy,657,Russian
Mencher,630,Polish
Wasem,329,Arabic
Gniewek,325,Polish
Ruhlyada,323,Russian
Dubatolov,310,Russian
Niemec,308,Polish
Malouf,242,Arabic
Golani,189,Indian
Stawski,181,Polish
Winogrodzki,157,Polish
Koury,150,Arabic
Yakushkin,148,Russian
Jvirblis,130,Russian
Botros,127,Arabic
Pakulski,113,Polish
Uppal,109,Indian
Pimparkar,100,Indian
Jupikov,97,Russian
Kaczka,92,Polish
Ryzhankov,90,Russian
Darevsky,90,Russian
Rusnak,83,Polish
Atanasyan,80,Russian
Esmansky,71,Russian
Bhargav,70,Indian
Zhohin,63,Russian
Ullal,61,Indian
Sokal,61,Polish
Rahal,61,Arabic
Anikushin,61,Russian
Astrahankin,59,Russian
Naifeh,58,Arabic
Tagore,58,Indian
Mokrinsky,55,Russian
Jakushev,53,Russian
Zabek,52,Polish
Muttemwar,49,Indian
Haladzhan,49,Russian
Chmiel,47,Polish
Talari,46,Indian
Nader,44,Arabic
Danyarov,43,Russian
Thakran,40,Indian
Hadas,36,Indian
Chlebek,36,Polish
Broż,33,Polish
Vyas,29,Indian
Wojewódzki,29,Polish
Jaskulski,28,Polish
Wyrzyk,28,Polish
Saliba,27,Arabic
Abboud,27,Arabic
Shamon,27,Arabic
Gribanovsky,26,Russian
Asfour,26,Arabic
Winograd,25,Polish
Mansour,25,Arabic
Chakravarthy,23,Indian
Tannous,23,Arabic
Bakikhanov,22,Russian
Baweja,22,Indian
Yudovich,21,Russian
Hanania,21,Arabic
Vaze,19,Indian
Lupichev,19,Russian
Paul,19,Indian
Mollo,18,Russian
Krakowski,18,Polish
Ślusarski,18,Polish
Zaantye,18,Indian
Guldreih,17,Russian
Dubanowski,16,Polish
Durylin,16,Russian
Adamczyk,16,Polish
Touma,16,Arabic
Alkov,14,Russian
Najjar,14,Arabic
Atri,14,Indian
Glezarov,14,Russian
Bernard,14,Polish
Kaluza,13,Polish
Lallad,13,Indian
Gulevsky,13,Russian
Abadi,12,Arabic
Siripurapu,12,Indian
Gera,12,Indian
Guirguis,11,Arabic
Grigorchikov,11,Russian
"Kundra, kunder",11,Indian
Lokhande,10,Indian
Majumdar,10,Indian
Kalb,10,Arabic
Sówka,10,Polish
Udyavar,10,Indian
Saksagansky,10,Russian
Parekh,9,Indian
Tanti,9,Indian
Gwozdek,9,Polish
Mule,9,Indian
Tijori,9,Indian
Beh,8,Russian
Klimek,8,Polish
Yaikbaev,8,Russian
Horanov,7,Russian
Gomolka,7,Polish
Kassis,7,Arabic
Bakhturin,7,Russian
Vakulsky,7,Russian
Andryukov,7,Russian
Malinowski,7,Polish
Murtazin,7,Russian
Górski,7,Polish
Davydchenko,7,Russian
Robustov,7,Russian
Zhegin,6,Russian
Horoshavtsev,6,Russian
Ryjko,6,Russian
Agadjanyan,6,Russian
D'Arcy,6,English
Zaskanov,6,Russian
Habibulaev,6,Russian
Wadhva,6,Indian
Abulmambetoff,6,Russian
Jahaev,6,Russian
Bukoski,6,Polish
Andruhovich,6,Russian
Das,6,Indian
Grotus,6,Russian
Jaskolski,6,Polish
Bakurov,5,Russian
Essa,5,Arabic
Jagtap,5,Indian
Sachan,5,Indian
Dijin,5,Russian
Sokolowski,5,Polish
Ryjkin,5,Russian
Kurup,5,Indian
Barua,5,Indian
Eihe,5,Russian
Stolarz,5,Polish
Starek,5,Polish
Budny,5,Polish
Yakhimovich,5,Russian
Tak,5,Indian
Zogby,5,Arabic
Vindman,5,Russian
Kaloshin,5,Russian
Vij,5,Indian
Halabi,5,Arabic
Guzenkov,5,Russian
"Doifode, doiphode",5,Indian
Pokhlebkin,5,Russian
Yudkovich,5,Russian
Toshniwal,4,Indian
Gribanov,4,Russian
Warsi,4,Indian
Gowda,4,Indian
Maroun,4,Arabic
Omkareshwar,4,Indian
Adamczak,4,Polish
Venkat,4,Indian
Zheludev,4,Russian
Skala,4,Polish
Shamoun,4,Arabic
Zhigalin,4,Russian
Mundi,4,Indian
Andreevsky,4,Russian
Haziahmetov,4,Russian
Ganim,4,Arabic
Shalhoub,4,Arabic
Szewc,4,Polish
Bartosz,4,Polish
Shalavin,4,Russian
Sahastrabuddhe,4,Indian
Piontek,4,Polish
Bakunoff,4,Russian
Altshuller,4,Russian
Lojchenko,4,Russian
Sarkis,4,Arabic
Rahov,4,Russian
Kamiński,4,Polish
Mikhail,4,Arabic
Dhameja,4,Indian
Gukovsky,4,Russian
Khanolkar,4,Indian
Ślusarczyk,4,Polish
Maslanka,4,Polish
Haddad,3,Arabic
Granikov,3,Russian
Adonts,3,Russian
Ślązak,3,Polish
Yanibekov,3,Russian
Gramenitsky,3,Russian
Smolák,3,Polish
Chopra,3,Indian
Bodhankar,3,Indian
Lyskin,3,Russian
Tchapko,3,Russian
Ranawat,3,Indian
Piatek,3,Polish
Dashmunshi,3,Indian
Haidurov,3,Russian
Kathiriya,3,Indian
Kukkar,3,Indian
Nischol,3,Indian
Indulkar,3,Indian
Gulidov,3,Russian
Filipek,3,Polish
Halyapin,3,Russian
Sitko,3,Polish
Swarup,3,Indian
Arian,3,Arabic
