Surname,Count,Nationality
Veeranna,1351,Indian
Chahal,1306,Indian
Sahai,707,Indian
Rakhletzky,667,Russian
Gassiy,631,Russian
Mencher,593,Polish
Ruhlyada,333,Russian
Wasem,300,Arabic
Niemec,300,Polish
Gniewek,299,Polish
Dubatolov,275,Russian
Malouf,211,Arabic
Golani,184,Indian
Stawski,169,Polish
Winogrodzki,145,Polish
Darevsky,132,Russian
Yakushkin,126,Russian
Pakulski,125,Polish
Koury,123,Arabic
Jvirblis,103,Russian
Pimparkar,101,Indian
Uppal,100,Indian
Kaczka,80,Polish
Botros,78,Arabic
Rusnak,77,Polish
Jupikov,76,Russian
Atanasyan,67,Russian
Bhargav,62,Indian
Esmansky,59,Russian
Haladzhan,58,Russian
Naifeh,58,Arabic
Astrahankin,57,Russian
Zhohin,57,Russian
Ryzhankov,54,Russian
Nader,52,Arabic
Ullal,51,Indian
Anikushin,51,Russian
Tagore,48,Indian
Rahal,46,Arabic
Hadas,43,Indian
Chlebek,42,Polish
Jakushev,41,Russian
Danyarov,41,Russian
Mokrinsky,39,Russian
Zabek,38,Polish
Sokal,38,Polish
Jones,37,English
Tannous,36,Arabic
Vyas,33,Indian
Winograd,30,Polish
Mansour,30,Arabic
Talari,30,Indian
Muttemwar,30,Indian
Wojewódzki,26,Polish
Jaskulski,25,Polish
Chmiel,25,Polish
Vaze,23,Indian
Touma,22,Arabic
Smith,22,English
Williams,22,English
Baweja,21,Indian
Shamon,20,Arabic
Thakran,20,Indian
Majumdar,20,Indian
Paul,20,Indian
Hughes,19,English
Lokhande,19,Indian
Lupichev,19,Russian
Taylor,19,English
Bakikhanov,19,Russian
Broż,19,Polish
Ślusarski,18,Polish
Hanania,18,Arabic
Abboud,18,Arabic
Chakravarthy,17,Indian
Roberts,17,English
Dubanowski,17,Polish
Durylin,17,Russian
Gulevsky,16,Russian
Budny,16,Polish
Gribanovsky,16,Russian
Gwozdek,16,Polish
Glezarov,15,Russian
Gera,15,Indian
Rogers,14,English
Saliba,14,Arabic
Tijori,14,Indian
Evans,14,English
Zaskanov,13,Russian
Atri,13,Indian
Wilson,13,English
Turner,13,English
Hartley,13,English
Adamczyk,13,Polish
