Surname,Count,Nationality
Veeranna,1604,Indian
Chahal,1540,Indian
Rakhletzky,816,Russian
Sahai,775,Indian
Mencher,701,Polish
Gassiy,631,Russian
Ruhlyada,420,Russian
Wasem,369,Arabic
Gniewek,347,Polish
Niemec,282,Polish
Dubatolov,282,Russian
Malouf,242,Arabic
Golani,228,Indian
Stawski,176,Polish
Yakushkin,173,Russian
Koury,168,Arabic
Winogrodzki,163,Polish
Darevsky,129,Russian
Pimparkar,128,Indian
Pakulski,128,Polish
Jvirblis,124,Russian
Uppal,117,Indian
Botros,112,Arabic
Kaczka,106,Polish
Esmansky,84,Russian
Atanasyan,84,Russian
Ullal,84,Indian
Talari,76,Indian
Jupikov,74,Russian
Rusnak,71,Polish
Ryzhankov,67,Russian
Zabek,66,Polish
Tagore,65,Indian
Bhargav,64,Indian
Jakushev,59,Russian
Astrahankin,59,Russian
Anikushin,59,Russian
Naifeh,52,Arabic
Rahal,49,Arabic
Mokrinsky,48,Russian
Muttemwar,46,Indian
Chlebek,45,Polish
Danyarov,43,Russian
Zhohin,42,Russian
Nader,41,Arabic
Haladzhan,40,Russian
Hadas,39,Indian
Tannous,36,Arabic
Sokal,36,Polish
Ślusarski,36,Polish
Grigorchikov,33,Russian
Wojewódzki,33,Polish
Chmiel,33,Polish
Abboud,32,Arabic
Thakran,31,Indian
Durylin,31,Russian
Vaze,30,Indian
Broż,30,Polish
Krakowski,29,Polish
Asfour,29,Arabic
Gulevsky,28,Russian
Glezarov,27,Russian
Jaskulski,27,Polish
Baweja,27,Indian
Vyas,25,Indian
Chakravarthy,24,Indian
Paul,23,Indian
Guldreih,23,Russian
Touma,23,Arabic
Wyrzyk,22,Polish
Dubanowski,21,Polish
Winograd,20,Polish
Gribanovsky,19,Russian
Kaluza,19,Polish
Hanania,18,Arabic
Bakikhanov,17,Russian
Mansour,17,Arabic
Mollo,16,Russian
Lupichev,16,Russian
Guirguis,15,Arabic
Malinowski,14,Polish
Gera,14,Indian
Lokhande,14,Indian
Lallad,14,Indian
Majumdar,14,Indian
Shamon,13,Arabic
Guzenkov,13,Russian
Siripurapu,13,Indian
Atri,12,Indian
Adamczyk,12,Polish
Gopalan,11,Indian
Halabi,11,Arabic
Zaantye,11,Indian
Daher,11,Arabic
Saliba,10,Arabic
Kathiriya,10,Indian
Jahaev,10,Russian
Alkov,10,Russian
Jaskolski,9,Polish
Zhigalin,9,Russian
Beh,9,Russian
Yudovich,9,Russian
Das,9,Indian
Budny,9,Polish
Shalabanov,9,Russian
Najjar,9,Arabic
Hughes,8,English
Bernard,8,Polish
Awalishwili,8,Russian
Shalavin,8,Russian
Zaskanov,8,Russian
Ślusarczyk,8,Polish
Mikhail,8,Arabic
Pokhlebkin,8,Russian
Klimek,8,Polish
Sarkis,7,Arabic
Gribanov,7,Russian
Ryjko,7,Russian
Kamiński,7,Polish
Haidurov,7,Russian
Piatek,6,Polish
Barua,6,Indian
Adonts,6,Russian
Ashley,6,English
Yudkovich,6,Russian
Eihe,6,Russian
Ryjkin,6,Russian
Assaf,6,Arabic
Baburin,6,Russian
Andryukov,6,Russian
Attal,5,Indian
Bartosz,5,Polish
Rempler,5,Russian
Essa,5,Arabic
Stolarz,5,Polish
Tchapko,5,Russian
Pandher,5,Indian
Piontek,5,Polish
Boutros,5,Arabic
Nischol,5,Indian
Hatskevich,5,Russian
Zogby,5,Arabic
Gau,5,Russian
Gwozdek,5,Polish
Andrysiak,5,Polish
Murtazin,5,Russian
Brady,5,English
Zhegin,5,Russian
Rudawski,5,Polish
Deodhar,4,Indian
Bossley,4,English
Marek,4,Polish
Peltsman,4,Russian
Yaikbaev,4,Russian
Bukoski,4,Polish
Saksagansky,4,Russian
Turkin,4,Russian
Haddad,4,Arabic
Kurup,4,Indian
Lezhankin,4,Russian
Miheev,4,Russian
Andreevsky,4,Russian
Kalb,4,Arabic
Pasternack,4,Polish
"Doifode, doiphode",4,Indian
Doino,4,Russian
Gowda,4,Indian
Horkin,4,Russian
Neverovsky,4,Russian
Górski,4,Polish
Shamoun,4,Arabic
Yaburov,4,Russian
Antar,4,Arabic
D'Arcy,4,English
Wazalwar,4,Indian
Sokolowski,4,Polish
Matsuev,4,Russian
Zdunowski,4,Polish
Buckby,4,English
Symonds,3,English
Gribachev,3,Russian
Bryan,3,English
Jadkevich,3,Russian
Sarraf,3,Arabic
Ellams,3,English
Bestuzhev,3,Russian
Thorn,3,English
Shalko,3,Russian
Adams,3,English
Ingle,3,Indian
Ghannam,3,Arabic
Janda,3,Polish
Ślązak,3,Polish
Hadad,3,Arabic
Watane,3,Indian
Khanolkar,3,Indian
Carr,3,English
Nosek,3,Polish
Jez,3,Polish
Janowski,3,Polish
Tijori,3,Indian
Hanzhin,3,Russian
Evans,3,English
Mehra,3,Indian
Baturov,3,Russian
Dubicki,3,Polish
Lagadapati,3,Indian
Muzhdabaev,3,Russian
Mundi,3,Indian
Lyskin,3,Russian
Dashmunshi,3,Indian
Bakhturin,3,Russian
Maslanka,3,Polish
