Surname,Count,Nationality
Veeranna,1488,Indian
Chahal,1333,Indian
Sahai,742,Indian
Rakhletzky,725,Russian
Mencher,609,Polish
Gassiy,607,Russian
Dubatolov,327,Russian
Ruhlyada,322,Russian
Wasem,319,Arabic
Gniewek,311,Polish
Niemec,231,Polish
Malouf,192,Arabic
Golani,185,Indian
Stawski,179,Polish
Koury,170,Arabic
Winogrodzki,165,Polish
Atanasyan,135,Russian
Kaczka,121,Polish
Jvirblis,121,Russian
Uppal,111,Indian
Pakulski,108,Polish
Yakushkin,108,Russian
Darevsky,98,Russian
Pimparkar,97,Indian
Rusnak,96,Polish
Botros,81,Arabic
Jupikov,77,Russian
Zhohin,68,Russian
Bhargav,62,Indian
Naifeh,62,Arabic
Danyarov,60,Russian
Astrahankin,59,Russian
Esmansky,58,Russian
Ullal,57,Indian
Rahal,56,Arabic
Anikushin,53,Russian
Ryzhankov,49,Russian
Tagore,47,Indian
Sokal,46,Polish
Muttemwar,46,Indian
Nader,45,Arabic
Mokrinsky,45,Russian
Talari,40,Indian
Jakushev,38,Russian
Tannous,38,Arabic
Thakran,37,Indian
Zabek,37,Polish
Wojewódzki,36,Polish
Hadas,33,Indian
Chmiel,33,Polish
Vyas,30,Indian
Hanania,26,Arabic
Touma,25,Arabic
Dubanowski,25,Polish
Chlebek,25,Polish
Gera,24,Indian
Winograd,24,Polish
Jaskulski,24,Polish
Haladzhan,24,Russian
Gulevsky,22,Russian
Majumdar,22,Indian
Zaantye,20,Indian
Adamczyk,19,Polish
Najjar,19,Arabic
Guldreih,19,Russian
Glezarov,19,Russian
Lupichev,17,Russian
Malinowski,17,Polish
Halabi,17,Arabic
Durylin,16,Russian
Bakikhanov,16,Russian
Baweja,16,Indian
Abboud,15,Arabic
Yudovich,15,Russian
Mollo,15,Russian
Broż,15,Polish
Lokhande,14,Indian
Shalavin,14,Russian
Saksagansky,13,Russian
Wyrzyk,13,Polish
Paul,13,Indian
Mansour,13,Arabic
Chakravarthy,13,Indian
Asfour,12,Arabic
Kathiriya,12,Indian
Siripurapu,12,Indian
Shamon,12,Arabic
Alkov,12,Russian
Klimek,12,Polish
Miheev,11,Russian
Tijori,11,Indian
Ślusarski,11,Polish
Grigorchikov,10,Russian
Saliba,10,Arabic
Guirguis,10,Arabic
Krakowski,10,Polish
"Doifode, doiphode",9,Indian
Shendel,9,Russian
Murtazin,9,Russian
Bernard,9,Polish
Budny,9,Polish
Gukovsky,9,Russian
Jadkevich,8,Russian
Zhukov,8,Russian
Shalhoub,8,Arabic
Vaze,8,Indian
Gribanovsky,8,Russian
Andreevsky,8,Russian
Bukoski,8,Polish
Gomolka,8,Polish
Abadi,7,Arabic
Watane,7,Indian
Das,7,Indian
Sarkis,7,Arabic
Zaskanov,7,Russian
Eihe,7,Russian
Beh,6,Russian
Pokhlebkin,6,Russian
Doino,6,Russian
Shamoun,6,Arabic
Chuhman,6,Russian
Zhegin,6,Russian
Lallad,6,Indian
Bakaleiko,6,Russian
Atri,6,Indian
Arian,6,Arabic
Jekulin,6,Russian
Shalabanov,6,Russian
Kaluza,6,Polish
Tanti,5,Indian
Maslanka,5,Polish
Yanibekov,5,Russian
Stolarz,5,Polish
Król,5,Polish
Skala,5,Polish
Jagoda,5,Polish
Daher,5,Arabic
Yudkovich,5,Russian
Zheludev,5,Russian
Abylgaziev,5,Russian
Kukkar,5,Indian
Poplawski,5,Polish
Peltsman,5,Russian
Piontek,4,Polish
Pitaevsky,4,Russian
Sabbagh,4,Arabic
Habibulaev,4,Russian
Gowda,4,Indian
Zogby,4,Arabic
Baburin,4,Russian
Lyskin,4,Russian
Zdunowski,4,Polish
Davydchenko,4,Russian
Vaish,4,Indian
Gwozdek,4,Polish
Haidurov,4,Russian
Emelianov,4,Russian
Barua,4,Indian
Jahaev,4,Russian
Kaloshin,4,Russian
Sierzant,4,Polish
Vijayrania,4,Indian
Adonts,4,Russian
Mehra,4,Indian
Sonowal,4,Indian
Andryukov,4,Russian
Andruhovich,4,Russian
Tsalko,3,Russian
Gribanov,3,Russian
Said,3,Arabic
Abelyan,3,Russian
Sachan,3,Indian
Matsuev,3,Russian
