Surname,Count,Nationality
Veeranna,1515,Indian
Chahal,1387,Indian
Sahai,758,Indian
Rakhletzky,754,Russian
Mencher,690,Polish
Gassiy,627,Russian
Ruhlyada,358,Russian
Gniewek,326,Polish
Dubatolov,295,Russian
Wasem,286,Arabic
Niemec,254,Polish
Golani,213,Indian
Malouf,200,Arabic
Winogrodzki,181,Polish
Stawski,168,Polish
Koury,147,Arabic
Yakushkin,133,Russian
Uppal,123,Indian
Atanasyan,108,Russian
Darevsky,108,Russian
Pimparkar,104,Indian
Pakulski,94,Polish
Botros,93,Arabic
Kaczka,85,Polish
Anikushin,83,Russian
Ryzhankov,76,Russian
Zhohin,73,Russian
Jvirblis,73,Russian
Rahal,71,Arabic
Rusnak,71,Polish
Esmansky,70,Russian
Bhargav,69,Indian
Jupikov,65,Russian
Ullal,57,Indian
Astrahankin,56,Russian
Naifeh,51,Arabic
Hadas,45,Indian
Zabek,44,Polish
Sokal,42,Polish
Muttemwar,42,Indian
Talari,38,Indian
Wojewódzki,37,Polish
Tagore,36,Indian
Mokrinsky,35,Russian
Hanania,34,Arabic
Jakushev,33,Russian
Danyarov,33,Russian
Tannous,32,Arabic
Nader,31,Arabic
Chlebek,30,Polish
Thakran,29,Indian
Chakravarthy,27,Indian
Haladzhan,26,Russian
Paul,24,Indian
Baweja,24,Indian
Asfour,22,Arabic
Chmiel,22,Polish
Shamon,21,Arabic
Mansour,21,Arabic
Abboud,21,Arabic
Jaskulski,21,Polish
Ślusarski,20,Polish
Winograd,20,Polish
Dubanowski,20,Polish
Touma,20,Arabic
Najjar,19,Arabic
Vyas,19,Indian
Lupichev,19,Russian
Durylin,17,Russian
Bakikhanov,16,Russian
Saliba,16,Arabic
Gera,16,Indian
Miheev,16,Russian
Gwozdek,15,Polish
Broż,15,Polish
Zaantye,15,Indian
Gulevsky,14,Russian
Wyrzyk,14,Polish
Tijori,14,Indian
Gribanovsky,14,Russian
Krakowski,14,Polish
Mollo,13,Russian
Atri,13,Indian
Lallad,13,Indian
Das,13,Indian
Yudovich,12,Russian
Kaluza,12,Polish
Adamczyk,12,Polish
Alkov,11,Russian
Lokhande,11,Indian
Sen,11,Indian
Malinowski,11,Polish
Bukoski,10,Polish
Vaze,10,Indian
Halabi,10,Arabic
Abadi,9,Arabic
Murtazin,9,Russian
Majumdar,9,Indian
Siripurapu,9,Indian
Zdunowski,9,Polish
Jekulin,8,Russian
Baburin,8,Russian
Zaskanov,8,Russian
Adamczak,8,Polish
Shalavin,7,Russian
Andruhovich,7,Russian
Sarkis,7,Arabic
Grotus,7,Russian
Sówka,7,Polish
Piontek,7,Polish
Saksagansky,6,Russian
Zheludev,6,Russian
Attal,6,Indian
Chuhman,6,Russian
Habibulaev,6,Russian
Skala,6,Polish
Kalb,6,Arabic
Beh,6,Russian
Chepurnoy,6,Russian
Ślusarczyk,6,Polish
Rzhavinsky,5,Russian
Horanov,5,Russian
Stolarz,5,Polish
Koziol,5,Polish
Wadhawa,5,Indian
Ryjko,5,Russian
Guzenkov,5,Russian
Baturov,5,Russian
Guirguis,5,Arabic
Jahaev,5,Russian
Gukovsky,5,Russian
Zawisza,5,Polish
Gomolka,5,Polish
"Kundra, kunder",5,Indian
Bernard,5,Polish
Doino,5,Russian
Budny,5,Polish
Gribanov,5,Russian
Filipek,5,Polish
Pokhlebkin,5,Russian
Glezarov,5,Russian
Eihe,5,Russian
Mittal,4,Indian
Abdulhabirov,4,Russian
Said,4,Arabic
Davydchenko,4,Russian
Vilgelminin,4,Russian
Zhegin,4,Russian
Baz,4,Arabic
Król,4,Polish
Grigorchikov,4,Russian
Tapaniya,4,Indian
Khanolkar,4,Indian
Sokolowski,4,Polish
Watane,4,Indian
Marszałek,4,Polish
Auttenberg,4,Polish
Gorskov,4,Russian
Chauhan,4,Indian
Barua,4,Indian
Wadhva,4,Indian
Hatskevich,4,Russian
Chaurasiya,4,Indian
Mozdzierz,4,Polish
Abzyaparov,4,Russian
Davlyatov,4,Russian
Maslanka,4,Polish
Shamoun,3,Arabic
Kathiriya,3,Indian
Fistal,3,Russian
Shendel,3,Russian
Klimek,3,Polish
Haidurov,3,Russian
Abhyankar,3,Indian
Tempalli,3,Indian
Jhathar,3,Indian
Gulichev,3,Russian
Adabash,3,Russian
Baidukov,3,Russian
Bakurov,3,Russian
Mule,3,Indian
Górski,3,Polish
Zhukov,3,Russian
Kukkar,3,Indian
Wazalwar,3,Indian
Marholenko,3,Russian
Khouri,3,Arabic
Upadhye,3,Indian
Andreevsky,3,Russian
Elesin,3,Russian
Levish,3,Russian
Czajka,3,Polish
Kowalski,3,Polish
Daher,3,Arabic
Nawre,3,Indian
Bazzi,3,Arabic
Lichkus,3,Russian
Abulmambetoff,3,Russian
Kurup,3,Indian
Essa,3,Arabic
Pandhripande,3,Indian
Lis,3,Polish
Srivastava,3,Indian
Omkareshwar,3,Indian
Abylgaziev,3,Russian
Dixit,3,Indian
Gowda,3,Indian
Shalhoub,3,Arabic
Sachan,3,Indian
Bukowski,3,Polish
Gerasimovsky,3,Russian
Vindman,3,Russian
Yakhimovich,3,Russian
Kaloshin,3,Russian
Emelianov,3,Russian
Arian,3,Arabic
Belotserkovets,2,Russian
Tahan,2,Arabic
Andryukov,2,Russian
Bakaleiko,2,Russian
Warszawski,2,Polish
Ruhimovich,2,Russian
Chuhlov,2,Russian
Billert,2,Russian
Sandhu,2,Indian
Thapar,2,Indian
Gorchakovsky,2,Russian
Gupte,2,Indian
Holomeev,2,Russian
Yamaltdinov,2,Russian
Shalko,2,Russian
Tanti,2,Indian
Ryjkin,2,Russian
Yudkovich,2,Russian
