Surname,Count,Nationality
Chahal,1415,Indian
Veeranna,1397,Indian
Sahai,732,Indian
Rakhletzky,732,Russian
Gassiy,625,Russian
Mencher,596,Polish
Ruhlyada,329,Russian
Dubatolov,317,Russian
Gniewek,314,Polish
Wasem,280,Arabic
Niemec,252,Polish
Malouf,195,Arabic
Stawski,192,Polish
Golani,191,Indian
Koury,164,Arabic
Winogrodzki,163,Polish
Jvirblis,137,Russian
Atanasyan,118,Russian
Kaczka,112,Polish
Pakulski,103,Polish
Darevsky,97,Russian
Yakushkin,96,Russian
Rusnak,95,Polish
Botros,94,Arabic
Pimparkar,94,Indian
Uppal,84,Indian
Bhargav,79,Indian
Jupikov,75,Russian
Naifeh,68,Arabic
Astrahankin,65,Russian
Anikushin,64,Russian
Ullal,62,Indian
Danyarov,62,Russian
Esmansky,61,Russian
Rahal,56,Arabic
Sokal,52,Polish
Tagore,51,Indian
Jakushev,49,Russian
Mokrinsky,49,Russian
Talari,46,Indian
Ryzhankov,43,Russian
Muttemwar,41,Indian
Hadas,39,Indian
Chlebek,37,Polish
Thakran,37,Indian
Chmiel,36,Polish
Nader,36,Arabic
Zabek,35,Polish
Wojewódzki,33,Polish
Vyas,32,Indian
Zhohin,32,Russian
Touma,31,Arabic
Tannous,31,Arabic
Hanania,28,Arabic
Winograd,25,Polish
Guldreih,24,Russian
Haladzhan,23,Russian
Dubanowski,23,Polish
Mollo,21,Russian
Gera,20,Indian
Durylin,20,Russian
Ślusarski,19,Polish
Lupichev,19,Russian
Halabi,19,Arabic
Abboud,18,Arabic
Jaskulski,17,Polish
Asfour,17,Arabic
Saliba,17,Arabic
Kathiriya,17,Indian
Yudovich,17,Russian
Saksagansky,16,Russian
Majumdar,15,Indian
Malinowski,15,Polish
Bakikhanov,15,Russian
Grigorchikov,14,Russian
Gulevsky,14,Russian
Broż,14,Polish
Tijori,14,Indian
Adamczyk,14,Polish
Lokhande,13,Indian
Paul,13,Indian
Wyrzyk,12,Polish
Shendel,12,Russian
Najjar,12,Arabic
Shamon,12,Arabic
Gukovsky,12,Russian
Krakowski,11,Polish
Zaantye,11,Indian
Kaluza,11,Polish
Shalabanov,11,Russian
Zhukov,10,Russian
Guirguis,10,Arabic
Baweja,10,Indian
Glezarov,10,Russian
Gribanovsky,10,Russian
Shalavin,9,Russian
Watane,9,Indian
Miheev,9,Russian
Atri,9,Indian
Sarkis,9,Arabic
Alkov,9,Russian
Vaze,9,Indian
Daher,9,Arabic
Eihe,9,Russian
Budny,9,Polish
Siripurapu,9,Indian
Lallad,8,Indian
Baburin,8,Russian
Davydchenko,8,Russian
"Doifode, doiphode",8,Indian
Bukoski,8,Polish
Andruhovich,8,Russian
Mansour,8,Arabic
Jadkevich,8,Russian
Tanti,8,Indian
Bernard,7,Polish
Andreevsky,7,Russian
Chakravarthy,7,Indian
Murtazin,7,Russian
Skala,7,Polish
Zogby,6,Arabic
Chuhman,6,Russian
Maslanka,6,Polish
Klimek,6,Polish
Beh,6,Russian
Das,6,Indian
Arian,6,Arabic
Zheludev,6,Russian
Andryukov,6,Russian
Gwozdek,5,Polish
Haidurov,5,Russian
Yudkovich,5,Russian
Pokhlebkin,5,Russian
Jekulin,5,Russian
Bakaleiko,5,Russian
Vijayrania,5,Indian
Zdunowski,5,Polish
Gomolka,5,Polish
Zhigalin,5,Russian
Piontek,5,Polish
Shamoun,5,Arabic
Sitko,5,Polish
Jagoda,5,Polish
Doino,4,Russian
Tchapko,4,Russian
Bahtiev,4,Russian
Sówka,4,Polish
Gowda,4,Indian
Said,4,Arabic
Shamaro,4,Russian
Yanibekov,4,Russian
Hadad,4,Arabic
Smolák,4,Polish
Wronski,4,Polish
Stolarz,4,Polish
Huranov,4,Russian
Peltsman,4,Russian
Abadi,4,Arabic
Adamczak,4,Polish
Altshuller,4,Russian
Asker,4,Arabic
Górski,4,Polish
Vaish,4,Indian
Zhegin,4,Russian
Gulichev,4,Russian
Sachan,4,Indian
Cham,4,Arabic
Grotus,4,Russian
Filipek,4,Polish
Ślusarczyk,3,Polish
Mehra,3,Indian
Marek,3,Polish
Emelianov,3,Russian
Ajnikov,3,Russian
Anchan,3,Indian
Vakulsky,3,Russian
Bosko,3,Polish
Abzyaparov,3,Russian
Jaskolski,3,Polish
Agaltsov,3,Russian
Barua,3,Indian
Sonowal,3,Indian
Koziol,3,Polish
Król,3,Polish
Sabbagh,3,Arabic
Poplawski,3,Polish
Gudima,3,Russian
Ghui,3,Indian
Adonts,3,Russian
Ganim,3,Arabic
Filipowski,3,Polish
Ryjko,3,Russian
Chopra,3,Indian
Shalhoub,3,Arabic
Abulmambetoff,3,Russian
Assaf,3,Arabic
Starek,3,Polish
Pandher,3,Indian
Lyskin,3,Russian
Zielinski,3,Polish
Gopalan,3,Indian
Toshniwal,3,Indian
Liverovsky,3,Russian
Ingle,3,Indian
Chepurnoy,2,Russian
Kava,2,Polish
Vypolzov,2,Russian
Rahman,2,Indian
Baboshin,2,Russian
Walia,2,Indian
Waradpande,2,Indian
Wadhawa,2,Indian
Kalwani,2,Indian
Vanjula,2,Russian
Robustov,2,Russian
Baz,2,Arabic
Vasudevan,2,Indian
Diev,2,Russian
Maheshwari,2,Indian
Shah,2,Indian
Bakhturin,2,Russian
Halyapin,2,Russian
Chershintsev,2,Russian
Haziahmetov,2,Russian
Abylgaziev,2,Russian
Lysyh,2,Russian
Nahas,2,Arabic
Savinov,2,Russian
Gau,2,Russian
Kaloshin,2,Russian
Sayegh,2,Arabic
Chuho,2,Russian
Tsalko,2,Russian
Kapre,2,Indian
Ghai,2,Indian
Parensky,2,Russian
Volsky,2,Russian
Endzelin,2,Russian
Janmeja,2,Indian
Mukke,2,Russian
Ślązak,2,Polish
Babeshkin,2,Russian
Wagle,2,Indian
Bhushan,2,Indian
Vyazovoy,2,Russian
To,2,Russian
Gohad,2,Indian
Virani,2,Indian
Tempalli,2,Indian
Zaskanov,2,Russian
Chauhan,2,Indian
Gaganov,2,Russian
Sokolowski,2,Polish
Zite,2,Indian
Yagudin,2,Russian
Katsepov,2,Russian
Gerasimovsky,2,Russian
Ray,2,Indian
Vakichev,2,Russian
Horkin,2,Russian
Nambiar,2,Indian
Hussainl,2,Indian
Upadhye,2,Indian
Awrorin,2,Russian
Mozdzierz,2,Polish
Mikhail,2,Arabic
Kalb,2,Arabic
Lysak,1,Russian
Vilgelminin,1,Russian
Gorchakovsky,1,Russian
Tak,1,Indian
Schepin,1,Russian
Hooda,1,Indian
Wojewódka,1,Polish
Agadjanyan,1,Russian
Kowalski,1,Polish
Pitaevsky,1,Russian
Maly,1,Polish
Sierzant,1,Polish
Hatskevich,1,Russian
Andrysiak,1,Polish
Badyin,1,Russian
Khopkar,1,Indian
Kozlowski,1,Polish
Adabash,1,Russian
Żuraw,1,Polish
Bhatia,1,Indian
Likhodei,1,Russian
Mujitskih,1,Russian
Anikin,1,Russian
Bobienski,1,Polish
Babariya,1,Indian
Raykantiwar,1,Indian
Habibulaev,1,Russian
Agoev,1,Russian
Belotserkovets,1,Russian
Granikov,1,Russian
Kukkar,1,Indian
Guzenkov,1,Russian
Indoria,1,Indian
Mikheenkov,1,Russian
Janishevsky,1,Russian
Denisov,1,Russian
Deora,1,Indian
Bora,1,Indian
Bukowski,1,Polish
Ambekar,1,Indian
Poogelman,1,Russian
