Surname,Count,Nationality
Veeranna,1543,Indian
Chahal,1369,Indian
Sahai,786,Indian
Rakhletzky,784,Russian
Gassiy,693,Russian
Mencher,606,Polish
Ruhlyada,345,Russian
Wasem,288,Arabic
Gniewek,286,Polish
Dubatolov,285,Russian
Niemec,274,Polish
Malouf,211,Arabic
Stawski,202,Polish
Golani,191,Indian
Yakushkin,134,Russian
Darevsky,133,Russian
Koury,133,Arabic
Winogrodzki,116,Polish
Atanasyan,114,Russian
Uppal,108,Indian
Pimparkar,105,Indian
Jvirblis,105,Russian
Kaczka,103,Polish
Pakulski,99,Polish
Rusnak,87,Polish
Botros,80,Arabic
Ryzhankov,74,Russian
Bhargav,74,Indian
Jupikov,74,Russian
Zhohin,73,Russian
Anikushin,69,Russian
Talari,61,Indian
Ullal,60,Indian
Esmansky,60,Russian
Sokal,58,Polish
Naifeh,56,Arabic
Rahal,54,Arabic
Muttemwar,53,Indian
Astrahankin,52,Russian
Zabek,50,Polish
Tannous,49,Arabic
Mokrinsky,46,Russian
Nader,45,Arabic
Jakushev,44,Russian
Tagore,43,Indian
Haladzhan,40,Russian
Chlebek,37,Polish
Danyarov,36,Russian
Dubanowski,33,Polish
Wojewódzki,32,Polish
Hanania,32,Arabic
Winograd,30,Polish
Hadas,28,Indian
Abboud,28,Arabic
Baweja,27,Indian
Shamon,23,Arabic
Chmiel,23,Polish
Vyas,22,Indian
Durylin,21,Russian
Glezarov,20,Russian
Touma,20,Arabic
Jaskulski,18,Polish
Paul,18,Indian
Lallad,17,Indian
Asfour,17,Arabic
Zaantye,17,Indian
Vaze,17,Indian
Mansour,16,Arabic
Wyrzyk,15,Polish
Bakikhanov,15,Russian
Chakravarthy,15,Indian
Bukoski,15,Polish
Yudovich,15,Russian
Lupichev,15,Russian
Lokhande,14,Indian
Das,14,Indian
Guirguis,14,Arabic
Kaluza,13,Polish
Gribanovsky,13,Russian
Malinowski,13,Polish
Gera,13,Indian
Adamczyk,13,Polish
Krakowski,13,Polish
Gulevsky,13,Russian
Saliba,13,Arabic
Guldreih,13,Russian
Broż,13,Polish
Tijori,12,Indian
Zaskanov,12,Russian
Beh,11,Russian
Baburin,11,Russian
Klimek,11,Polish
Gulichev,11,Russian
Grigorchikov,11,Russian
Andreevsky,11,Russian
Saksagansky,11,Russian
Haidurov,11,Russian
Gwozdek,11,Polish
Stolarz,10,Polish
Mollo,10,Russian
Budny,10,Polish
Andruhovich,10,Russian
Eihe,10,Russian
Ślusarski,10,Polish
