Surname,Count,Nationality
Chahal,1454,Indian
Veeranna,1443,Indian
Sahai,721,Indian
Rakhletzky,707,Russian
Gassiy,622,Russian
Mencher,605,Polish
Ruhlyada,343,Russian
Dubatolov,333,Russian
Gniewek,315,Polish
Niemec,288,Polish
Wasem,280,Arabic
Golani,195,Indian
Stawski,189,Polish
Malouf,168,Arabic
Koury,164,Arabic
Winogrodzki,150,Polish
Pakulski,133,Polish
Yakushkin,117,Russian
Darevsky,112,Russian
Jvirblis,100,Russian
Pimparkar,95,Indian
Jupikov,94,Russian
Botros,92,Arabic
Atanasyan,92,Russian
Kaczka,91,Polish
Bhargav,90,Indian
Uppal,82,Indian
Rusnak,81,Polish
Tagore,67,Indian
Ullal,65,Indian
Esmansky,63,Russian
Mokrinsky,59,Russian
Naifeh,59,Arabic
Anikushin,58,Russian
Nader,58,Arabic
Sokal,53,Polish
Talari,48,Indian
Rahal,45,Arabic
Chlebek,45,Polish
Zhohin,44,Russian
Zabek,43,Polish
Muttemwar,42,Indian
Jakushev,41,Russian
Astrahankin,40,Russian
Hanania,39,Arabic
Ryzhankov,38,Russian
Hadas,38,Indian
Abboud,36,Arabic
Danyarov,35,Russian
Haladzhan,34,Russian
Chmiel,32,Polish
Touma,27,Arabic
Wojewódzki,27,Polish
Vyas,25,Indian
Malinowski,24,Polish
Jaskulski,22,Polish
Majumdar,22,Indian
Glezarov,22,Russian
Ślusarski,22,Polish
Gribanovsky,21,Russian
Tannous,21,Arabic
Yudovich,20,Russian
Winograd,19,Polish
Budny,19,Polish
Vaze,18,Indian
Broż,18,Polish
Lupichev,18,Russian
Asfour,17,Arabic
Dubanowski,17,Polish
Saksagansky,17,Russian
Bakikhanov,16,Russian
Chakravarthy,16,Indian
Das,15,Indian
Kathiriya,15,Indian
Najjar,15,Arabic
Guldreih,15,Russian
Tijori,15,Indian
Shamon,14,Arabic
Wyrzyk,14,Polish
Mollo,14,Russian
Shalabanov,14,Russian
Yudkovich,13,Russian
Mansour,13,Arabic
"Kundra, kunder",12,Indian
Gera,12,Indian
Haidurov,11,Russian
Beh,11,Russian
Guzenkov,11,Russian
Paul,11,Indian
Atri,10,Indian
Durylin,10,Russian
Klimek,9,Polish
Lallad,9,Indian
Halabi,9,Arabic
Adamczyk,9,Polish
Said,9,Arabic
Thakran,9,Indian
Somayajulu,8,Indian
Jekulin,8,Russian
Kukkar,8,Indian
Peltsman,8,Russian
Gulevsky,8,Russian
Ślusarczyk,8,Polish
Grigorchikov,8,Russian
Siripurapu,8,Indian
Grotus,7,Russian
Zhigalin,7,Russian
Kaloshin,7,Russian
Udyavar,7,Indian
Zaantye,7,Indian
Gwozdek,7,Polish
Piontek,6,Polish
Gulichev,6,Russian
Robustov,6,Russian
Arian,6,Arabic
Shalavin,6,Russian
Sachan,6,Indian
Mule,6,Indian
Hatskevich,6,Russian
Tak,6,Indian
Adonts,6,Russian
Saliba,6,Arabic
Qureshi,6,Arabic
Bukoski,6,Polish
Filipek,6,Polish
Gaganov,6,Russian
Chuhman,5,Russian
Lokhande,5,Indian
Jahaev,5,Russian
Ślązak,5,Polish
Stolarz,5,Polish
Krakowski,5,Polish
Lyskin,5,Russian
Attal,5,Indian
Andryukov,5,Russian
Tahilramani,5,Indian
Sobol,5,Polish
Poplawski,5,Polish
Mukke,5,Russian
Andruhovich,5,Russian
Abulmambetoff,5,Russian
Baweja,5,Indian
Munje,4,Indian
Cham,4,Arabic
Zaskanov,4,Russian
Andrysiak,4,Polish
Gribanov,4,Russian
Kassis,4,Arabic
Vij,4,Indian
Baburin,4,Russian
Pokhlebkin,4,Russian
Horkin,4,Russian
Mittal,4,Indian
Nosek,4,Polish
Chuho,4,Russian
Szwarc,4,Polish
Tsalaban,4,Russian
Anuriev,4,Russian
Avksentiev,4,Russian
Wojewódka,4,Polish
Guirguis,4,Arabic
Murtazin,4,Russian
Horanov,4,Russian
Uchitel,4,Russian
Gopalan,4,Indian
Barua,4,Indian
Ganim,4,Arabic
Habibulaev,4,Russian
Kurup,4,Indian
Samaha,4,Arabic
Muzhdabaev,4,Russian
Maslanka,4,Polish
Sokolowski,4,Polish
Yaburov,4,Russian
Hooda,4,Indian
Jordan,3,Polish
Bhushan,3,Indian
Bernard,3,Polish
Talgeri,3,Indian
Vasudevan,3,Indian
Chehluev,3,Russian
Awalishwili,3,Russian
Kansal,3,Indian
Mokronosov,3,Russian
Agoev,3,Russian
Janishevsky,3,Russian
Mikhail,3,Arabic
Wadhawa,3,Indian
Bosko,3,Polish
Miheev,3,Russian
Walentowicz,3,Polish
Horoshavtsev,3,Russian
Tchapko,3,Russian
Dey,3,Indian
Kamiński,3,Polish
Davydchenko,3,Russian
Gribachev,3,Russian
Kher,3,Indian
Chepasov,3,Russian
Elesin,3,Russian
Khouri,3,Arabic
Haziahmetov,3,Russian
Bishara,3,Arabic
Starek,3,Polish
Maitra,3,Indian
Nakhate,3,Indian
Górski,3,Polish
Baz,3,Arabic
Zogby,3,Arabic
Kasprzak,3,Polish
Vaish,3,Indian
Zawisza,3,Polish
Hussainl,3,Indian
Bakunoff,3,Russian
Abylgaziev,3,Russian
Sarkis,3,Arabic
Balaguroff,3,Russian
Chauhan,3,Indian
Adamczak,3,Polish
Lote,3,Indian
Jaskolski,3,Polish
Upponi,2,Indian
Jinkin,2,Russian
Waradpande,2,Indian
Upadhye,2,Indian
Tamang,2,Indian
Abzyaparov,2,Russian
"Doifode, doiphode",2,Indian
Gorskov,2,Russian
Gohad,2,Indian
Maly,2,Polish
Gordov,2,Russian
Swarup,2,Indian
Tuganov,2,Russian
Jez,2,Polish
Kozlow,2,Polish
Uhov,2,Russian
Emyshev,2,Russian
Kapre,2,Indian
Gowda,2,Indian
Watane,2,Indian
Tanti,2,Indian
Zheludev,2,Russian
Sabbagh,2,Arabic
Dhawan,2,Indian
Shah,2,Indian
Ingle,2,Indian
Neverovsky,2,Russian
Elentuh,2,Russian
Sówka,2,Polish
Bakaleiko,2,Russian
Patil,2,Indian
Vypolzov,2,Russian
Abramtchikoff,2,Russian
Ivanov,2,Russian
Sokolofsky,2,Polish
Jikin,2,Russian
Babeshkin,2,Russian
Nerurkar,2,Indian
Turkin,2,Russian
Tchekmarev,2,Russian
Andreevsky,2,Russian
Ghai,2,Indian
Vingilevsky,2,Russian
Chintawar,2,Indian
Tseiner,2,Russian
Yuhotsky,2,Russian
Szczepanski,2,Polish
Yaikbaev,2,Russian
Ruzhnikov,2,Russian
Imanov,2,Russian
Król,2,Polish
Zdunowski,2,Polish
Chaurasiya,2,Indian
Hansraj,2,Indian
Skala,2,Polish
Tiwari,2,Indian
Rahman,2,Indian
Gomolka,2,Polish
Kozlowski,2,Polish
Vilgelminin,2,Russian
Shendel,2,Russian
Belotserkovets,2,Russian
Pismichenko,2,Russian
Alkov,2,Russian
Marek,2,Polish
Daher,2,Arabic
Hadad,2,Arabic
Jikov,1,Russian
Yagnik,1,Indian
Eidelman,1,Russian
Emelianov,1,Russian
Naser,1,Arabic
Shamoun,1,Arabic
Gachinsky,1,Russian
Granikov,1,Russian
Vakulenko,1,Russian
Wadhva,1,Indian
Juhimenko,1,Russian
Martyushev,1,Russian
Ruzsky,1,Russian
Kachainik,1,Russian
Bobienski,1,Polish
Pandhripande,1,Indian
Abdulhabirov,1,Russian
Bakhturin,1,Russian
Smolák,1,Polish
Uzhentsev,1,Russian
Thuse,1,Indian
Shalko,1,Russian
Parekh,1,Indian
Piatek,1,Polish
Gupte,1,Indian
Essa,1,Arabic
Nezvigin,1,Russian
Bajwa,1,Indian
Beilis,1,Russian
Ryjkin,1,Russian
Kalimakhi,1,Russian
Gulidov,1,Russian
Gramenitsky,1,Russian
Amari,1,Arabic
Danichkin,1,Russian
Ambulkar,1,Indian
Walawalakar,1,Indian
Fingrut,1,Russian
Valecha,1,Indian
Sawji,1,Indian
Abadi,1,Arabic
Tulaikov,1,Russian
Ryjko,1,Russian
Amin,1,Indian
Vijayrania,1,Indian
Satija,1,Indian
Jankilevsky,1,Russian
Huranov,1,Russian
Koziol,1,Polish
Haik,1,Arabic
Awad,1,Arabic
Martsenkov,1,Russian
Kuchibhotla,1,Indian
Djeladze,1,Russian
Khatri,1,Indian
Chuhlov,1,Russian
Fistal,1,Russian
Abramtchuk,1,Russian
Dijin,1,Russian
Tugushev,1,Russian
Baturov,1,Russian
Balabas,1,Russian
Zhukov,1,Russian
Patni,1,Indian
Wazalwar,1,Indian
Gavaskar,1,Indian
Shahane,1,Indian
Ajgaonkar,1,Indian
Wargantiwar,1,Indian
Ameer,1,Indian
Zate,1,Indian
Hiwre,1,Indian
Tufchi,1,Indian
Dedhia,1,Indian
Eknath,1,Indian
Sen,1,Indian
Nawre,1,Indian
Rungta,1,Indian
Khadse,1,Indian
Deora,1,Indian
Tomashenko,1,Russian
Agaltsov,1,Russian
Eihe,1,Russian
Zhegin,1,Russian
Abdrahmanoff,1,Russian
Jakunichev,1,Russian
Likhosherstov,1,Russian
Abaziev,1,Russian
Badyagin,1,Russian
Tikhy,1,Russian
Denisov,1,Russian
Yanibekov,1,Russian
Gorbach,1,Russian
Agadjanyan,1,Russian
Ligorner,1,Russian
Jakunchikov,1,Russian
Lysyh,1,Russian
Lewitckyj,1,Russian
Yambaev,1,Russian
Rzhavinsky,1,Russian
Jadkevich,1,Russian
Kachanov,1,Russian
Mikhailichenko,1,Russian
Lichkus,1,Russian
Zimin,1,Russian
Awgustoff,1,Russian
Asylmuratov,1,Russian
Likhanov,1,Russian
Rempler,1,Russian
Uchaikin,1,Russian
Turno,1,Russian
Zastavsky,1,Russian
Hairov,1,Russian
Bakurov,1,Russian
Muzykantsky,1,Russian
Jirov,1,Russian
Pitaevsky,1,Russian
Hanzhin,1,Russian
Teteruk,1,Russian
Drozdovsky,1,Russian
Bakanov,1,Russian
Tchekhlakovsky,1,Russian
Gultyaev,1,Russian
Zhilov,1,Russian
Martzenkov,1,Russian
Kalinko,1,Russian
Auttenberg,1,Polish
