Surname,Count,Nationality
Veeranna,1483,Indian
Chahal,1456,Indian
Rakhletzky,712,Russian
Sahai,699,Indian
Mencher,624,Polish
Gassiy,622,Russian
Ruhlyada,334,Russian
Wasem,298,Arabic
Gniewek,296,Polish
Niemec,296,Polish
Dubatolov,276,Russian
Golani,199,Indian
Malouf,180,Arabic
Koury,180,Arabic
Winogrodzki,171,Polish
Stawski,171,Polish
Pakulski,127,Polish
Darevsky,114,Russian
Kaczka,107,Polish
Pimparkar,103,Indian
Yakushkin,101,Russian
Rusnak,96,Polish
Jvirblis,95,Russian
Uppal,95,Indian
Jupikov,91,Russian
Atanasyan,87,Russian
Botros,86,Arabic
Bhargav,74,Indian
Ullal,72,Indian
Esmansky,67,Russian
Nader,60,Arabic
Tagore,59,Indian
Rahal,54,Arabic
Mokrinsky,52,Russian
Anikushin,52,Russian
Sokal,51,Polish
Naifeh,50,Arabic
Jakushev,47,Russian
Ryzhankov,47,Russian
Hadas,45,Indian
Astrahankin,45,Russian
Zhohin,43,Russian
Chlebek,41,Polish
Talari,41,Indian
Abboud,38,Arabic
Haladzhan,38,Russian
Muttemwar,37,Indian
Zabek,35,Polish
Hanania,34,Arabic
Vyas,34,Indian
Danyarov,32,Russian
Touma,30,Arabic
Glezarov,30,Russian
Tannous,30,Arabic
Ślusarski,26,Polish
Wojewódzki,26,Polish
Yudovich,24,Russian
Chmiel,24,Polish
Winograd,24,Polish
Jaskulski,24,Polish
Asfour,22,Arabic
Malinowski,19,Polish
Mollo,19,Russian
Bakikhanov,19,Russian
Atri,18,Indian
Chakravarthy,18,Indian
Tijori,18,Indian
Saksagansky,18,Russian
Gribanovsky,16,Russian
Dubanowski,16,Polish
Guldreih,16,Russian
Zaantye,16,Indian
Vaze,16,Indian
Yudkovich,15,Russian
Durylin,15,Russian
Lupichev,15,Russian
Kathiriya,15,Indian
Budny,14,Polish
Das,14,Indian
Majumdar,14,Indian
Shamon,14,Arabic
Haidurov,13,Russian
Siripurapu,13,Indian
Shalabanov,13,Russian
Thakran,12,Indian
"Kundra, kunder",12,Indian
Broż,12,Polish
Baweja,12,Indian
Beh,11,Russian
Jekulin,11,Russian
Gulevsky,11,Russian
Zhigalin,11,Russian
Klimek,10,Polish
Guirguis,10,Arabic
Wyrzyk,9,Polish
Jahaev,9,Russian
Hatskevich,9,Russian
Gwozdek,9,Polish
Paul,9,Indian
Attal,8,Indian
Guzenkov,8,Russian
Mansour,8,Arabic
Adamczyk,7,Polish
Qureshi,7,Arabic
Ślusarczyk,7,Polish
Kukkar,7,Indian
Robustov,7,Russian
Gaganov,7,Russian
Gera,7,Indian
Said,7,Arabic
Somayajulu,7,Indian
Saliba,7,Arabic
Uchitel,6,Russian
Halabi,6,Arabic
Baz,6,Arabic
Najjar,6,Arabic
Poplawski,6,Polish
Mukke,6,Russian
Lokhande,6,Indian
Cham,6,Arabic
Vasudevan,6,Indian
Mokronosov,5,Russian
Pokhlebkin,5,Russian
Nosek,5,Polish
Grigorchikov,5,Russian
Vij,5,Indian
Andruhovich,5,Russian
Agoev,5,Russian
Ślązak,5,Polish
Bernard,5,Polish
Andryukov,5,Russian
Sachan,5,Indian
Watane,5,Indian
Chepasov,5,Russian
Peltsman,5,Russian
Chuhman,5,Russian
Kaluza,5,Polish
Kaloshin,5,Russian
Jaskolski,5,Polish
Maslanka,5,Polish
Sarkis,5,Arabic
Krakowski,5,Polish
Stolarz,5,Polish
Zogby,4,Arabic
Filipek,4,Polish
Shah,4,Indian
Mule,4,Indian
Mikhail,4,Arabic
Udyavar,4,Indian
Tahilramani,4,Indian
Arian,4,Arabic
Wadhawa,4,Indian
Kapre,4,Indian
Ghai,4,Indian
Kamiński,4,Polish
Adonts,4,Russian
Davydchenko,4,Russian
Bukoski,4,Polish
Bhushan,4,Indian
Hooda,4,Indian
Górski,4,Polish
Tsalaban,4,Russian
Sokolowski,4,Polish
Lallad,4,Indian
Miheev,4,Russian
Ryjko,4,Russian
Horkin,4,Russian
Kassis,4,Arabic
Munje,4,Indian
Wojewódka,4,Polish
Lyskin,4,Russian
Chuho,4,Russian
Zheludev,4,Russian
Andrysiak,4,Polish
Abulmambetoff,3,Russian
Skala,3,Polish
Zawisza,3,Polish
Gulichev,3,Russian
Zhilov,3,Russian
Wazalwar,3,Indian
Nakhate,3,Indian
Habibulaev,3,Russian
Kozlowski,3,Polish
Abylgaziev,3,Russian
Horoshavtsev,3,Russian
Shalko,3,Russian
Upponi,3,Indian
Shendel,3,Russian
Jikin,3,Russian
Sobol,3,Polish
Imanov,3,Russian
Chintawar,3,Indian
Piatek,3,Polish
Tak,3,Indian
Uhov,3,Russian
Parekh,3,Indian
Baburin,3,Russian
Kansal,3,Indian
Grotus,3,Russian
Szwarc,3,Polish
Kasprzak,3,Polish
Samaha,3,Arabic
Kher,3,Indian
Gulidov,3,Russian
Jadkevich,3,Russian
Shalavin,3,Russian
Gomolka,3,Polish
Warsi,3,Indian
Yakhimovich,3,Russian
Zaskanov,3,Russian
Haddad,3,Arabic
Tamang,2,Indian
Chehluev,2,Russian
Nerurkar,2,Indian
Dijin,2,Russian
Swarup,2,Indian
Likhanov,2,Russian
Likhosherstov,2,Russian
Hanzhin,2,Russian
Rungta,2,Indian
Abramtchikoff,2,Russian
Ambulkar,2,Indian
Khouri,2,Arabic
Vaish,2,Indian
Belotserkovets,2,Russian
Yagnik,2,Indian
Babeshkin,2,Russian
Agadjanyan,2,Russian
Muzhdabaev,2,Russian
Ingle,2,Indian
Ganim,2,Arabic
Sabbagh,2,Arabic
Bajwa,2,Indian
Daher,2,Arabic
Uchaikin,2,Russian
Dhawan,2,Indian
Talgeri,2,Indian
Kalinko,2,Russian
Gopalan,2,Indian
Hadad,2,Arabic
Zastavsky,2,Russian
Gordov,2,Russian
Tchapko,2,Russian
Gorskov,2,Russian
Marek,2,Polish
Grzeskiewicz,2,Polish
Walawalakar,2,Indian
Adamczak,2,Polish
Yambaev,2,Russian
Horanov,2,Russian
Kachanov,2,Russian
Piontek,2,Polish
Szczepanski,2,Polish
Upadhye,2,Indian
Avksentiev,2,Russian
Janishevsky,2,Russian
