Surname,Count,Nationality
Veeranna,1534,Indian
Chahal,1409,Indian
Rakhletzky,778,Russian
Sahai,736,Indian
Mencher,676,Polish
Gassiy,667,Russian
Ruhlyada,335,Russian
Dubatolov,306,Russian
Gniewek,295,Polish
Wasem,295,Arabic
Niemec,236,Polish
Malouf,208,Arabic
Stawski,196,Polish
Golani,196,Indian
Winogrodzki,192,Polish
Koury,134,Arabic
Yakushkin,126,Russian
Pimparkar,119,Indian
Uppal,117,Indian
Darevsky,104,Russian
Pakulski,102,Polish
Botros,101,Arabic
Atanasyan,98,Russian
Kaczka,93,Polish
Jvirblis,80,Russian
Zhohin,74,Russian
Esmansky,74,Russian
Rusnak,73,Polish
Ryzhankov,71,Russian
Anikushin,66,Russian
Rahal,65,Arabic
Bhargav,63,Indian
Naifeh,63,Arabic
Jupikov,58,Russian
Astrahankin,51,Russian
Ullal,45,Indian
Zabek,45,Polish
Hadas,43,Indian
Sokal,43,Polish
Tagore,42,Indian
Muttemwar,41,Indian
Talari,40,Indian
Wojewódzki,40,Polish
Jakushev,38,Russian
Danyarov,38,Russian
Chlebek,36,Polish
Nader,35,Arabic
Tannous,34,Arabic
Mokrinsky,33,Russian
Winograd,33,Polish
Chmiel,31,Polish
Thakran,31,Indian
Hanania,30,Arabic
Lupichev,28,Russian
Paul,28,Indian
Haladzhan,27,Russian
Chakravarthy,25,Indian
Dubanowski,24,Polish
Ślusarski,24,Polish
Najjar,22,Arabic
Vyas,22,Indian
Jaskulski,21,Polish
Durylin,20,Russian
Bakikhanov,19,Russian
Baweja,19,Indian
Abboud,18,Arabic
Gwozdek,18,Polish
Asfour,18,Arabic
Mansour,17,Arabic
Miheev,16,Russian
Yudovich,16,Russian
Broż,16,Polish
Gulevsky,15,Russian
Siripurapu,15,Indian
Shamon,15,Arabic
Wyrzyk,14,Polish
Kaluza,14,Polish
Touma,14,Arabic
Krakowski,14,Polish
Lokhande,13,Indian
Atri,13,Indian
Malinowski,13,Polish
Saliba,12,Arabic
Adamczyk,12,Polish
Alkov,12,Russian
Saksagansky,12,Russian
Gera,11,Indian
Andruhovich,11,Russian
Mollo,11,Russian
Vaze,11,Indian
Das,11,Indian
Glezarov,11,Russian
Tijori,10,Indian
Bukoski,10,Polish
Guzenkov,10,Russian
Majumdar,10,Indian
Lallad,10,Indian
Piontek,9,Polish
Habibulaev,9,Russian
Pokhlebkin,8,Russian
Guirguis,8,Arabic
Halabi,8,Arabic
Gomolka,8,Polish
Sokolowski,8,Polish
Zdunowski,8,Polish
Budny,8,Polish
Murtazin,8,Russian
Gribanovsky,8,Russian
Baburin,7,Russian
Shalavin,7,Russian
Doino,7,Russian
Watane,7,Indian
Sen,7,Indian
Kathiriya,7,Indian
Grotus,7,Russian
Klimek,7,Polish
Zaantye,6,Indian
Ślusarczyk,6,Polish
Abadi,6,Arabic
Jekulin,6,Russian
Hatskevich,6,Russian
Koziol,6,Polish
Vilgelminin,6,Russian
Omkareshwar,6,Indian
Chuhman,6,Russian
Bakurov,6,Russian
Eihe,6,Russian
Sachan,5,Indian
Gulichev,5,Russian
Barua,5,Indian
Gukovsky,5,Russian
Shendel,5,Russian
Jadkevich,5,Russian
Attal,5,Indian
Mule,5,Indian
Mittal,5,Indian
Skala,5,Polish
Zaskanov,5,Russian
Bakaleiko,5,Russian
Shalhoub,5,Arabic
Adamczak,5,Polish
Andryukov,5,Russian
Grigorchikov,5,Russian
Chopra,4,Indian
Zawisza,4,Polish
Yakhimovich,4,Russian
Khanolkar,4,Indian
Udyavar,4,Indian
Gribanov,4,Russian
