Surname,Count,Nationality
Chahal,1463,Indian
Veeranna,1402,Indian
Sahai,744,Indian
Rakhletzky,694,Russian
Gassiy,622,Russian
Mencher,579,Polish
Dubatolov,338,Russian
Ruhlyada,337,Russian
Gniewek,330,Polish
Wasem,307,Arabic
Niemec,281,Polish
Malouf,193,Arabic
Golani,192,Indian
Koury,174,Arabic
Stawski,173,Polish
Winogrodzki,143,Polish
Pakulski,132,Polish
Yakushkin,127,Russian
Darevsky,104,Russian
Jvirblis,96,Russian
Botros,96,Arabic
Atanasyan,90,Russian
Kaczka,87,Polish
Jupikov,84,Russian
Bhargav,83,Indian
Pimparkar,82,Indian
Uppal,81,Indian
Rusnak,79,Polish
Esmansky,63,Russian
Tagore,62,Indian
Anikushin,56,Russian
Nader,54,Arabic
Talari,54,Indian
Naifeh,54,Arabic
Ullal,52,Indian
Mokrinsky,52,Russian
Rahal,48,Arabic
Zhohin,47,Russian
Jakushev,46,Russian
Sokal,45,Polish
Chlebek,45,Polish
Hadas,42,Indian
Astrahankin,42,Russian
Zabek,41,Polish
Ryzhankov,39,Russian
Muttemwar,39,Indian
Haladzhan,38,Russian
Hanania,35,Arabic
Chmiel,35,Polish
Danyarov,32,Russian
Wojewódzki,30,Polish
Vyas,28,Indian
Malinowski,27,Polish
Yudovich,24,Russian
Abboud,24,Arabic
Tannous,23,Arabic
Touma,22,Arabic
Broż,21,Polish
Glezarov,21,Russian
Gribanovsky,21,Russian
Bakikhanov,21,Russian
Gera,20,Indian
Jaskulski,20,Polish
Das,20,Indian
Durylin,20,Russian
Mansour,20,Arabic
Budny,20,Polish
Majumdar,19,Indian
Ślusarski,18,Polish
Tijori,18,Indian
Guldreih,17,Russian
Winograd,17,Polish
Asfour,17,Arabic
Paul,16,Indian
Chakravarthy,16,Indian
Najjar,15,Arabic
Shamon,15,Arabic
Dubanowski,15,Polish
Saksagansky,14,Russian
Vaze,13,Indian
Yudkovich,13,Russian
Filipek,13,Polish
Lupichev,12,Russian
Thakran,12,Indian
Kathiriya,11,Indian
Beh,11,Russian
Arian,11,Arabic
Lallad,11,Indian
Haidurov,11,Russian
Zhigalin,11,Russian
"Kundra, kunder",11,Indian
Wyrzyk,10,Polish
Zaantye,10,Indian
Guzenkov,10,Russian
Mollo,10,Russian
Atri,10,Indian
Jekulin,9,Russian
Guirguis,9,Arabic
Siripurapu,9,Indian
Lokhande,9,Indian
Adamczyk,9,Polish
Grigorchikov,8,Russian
Shalabanov,8,Russian
Baburin,8,Russian
Klimek,8,Polish
Shalavin,8,Russian
Saliba,7,Arabic
Qureshi,7,Arabic
Said,7,Arabic
Andryukov,7,Russian
Halabi,7,Arabic
Gulevsky,7,Russian
Kukkar,7,Indian
Ślusarczyk,7,Polish
Bukoski,7,Polish
"Doifode, doiphode",6,Indian
Udyavar,6,Indian
Chuhman,6,Russian
Gribanov,6,Russian
Kaloshin,6,Russian
Zaskanov,6,Russian
Piontek,6,Polish
Zdunowski,6,Polish
Adonts,6,Russian
Kurup,6,Indian
Baweja,6,Indian
Gwozdek,6,Polish
Gerasimovsky,6,Russian
Bernard,6,Polish
Abulmambetoff,5,Russian
Mule,5,Indian
Eihe,5,Russian
Grotus,5,Russian
Tanti,5,Indian
Gramenitsky,5,Russian
Horkin,5,Russian
Walentowicz,5,Polish
Peltsman,5,Russian
Habibulaev,5,Russian
Sobol,5,Polish
Robustov,5,Russian
Gulichev,5,Russian
Stolarz,5,Polish
Sabbagh,5,Arabic
Andrysiak,4,Polish
Ghai,4,Indian
Uchitel,4,Russian
Szwarc,4,Polish
Chuho,4,Russian
Turkin,4,Russian
Horanov,4,Russian
Swarup,4,Indian
Mikhail,4,Arabic
Jahaev,4,Russian
Pokhlebkin,4,Russian
Horoshavtsev,4,Russian
Tsalaban,4,Russian
Barua,4,Indian
Thuse,4,Indian
Bajwa,4,Indian
Ślązak,4,Polish
Chehluev,4,Russian
Vaish,4,Indian
Alkov,4,Russian
Krakowski,4,Polish
Mukke,4,Russian
Agoev,4,Russian
Maslanka,4,Polish
Somayajulu,4,Indian
Vij,4,Indian
Kher,4,Indian
Murtazin,4,Russian
Tahilramani,4,Indian
Ryjko,4,Russian
Baz,4,Arabic
Andreevsky,3,Russian
Bhushan,3,Indian
Janishevsky,3,Russian
Upponi,3,Indian
Poplawski,3,Polish
Adamczak,3,Polish
Munje,3,Indian
Ganim,3,Arabic
Andruhovich,3,Russian
Sachan,3,Indian
Mozdzierz,3,Polish
Lote,3,Indian
Bakhturin,3,Russian
Bosko,3,Polish
Gordov,3,Russian
Mokronosov,3,Russian
Essa,3,Arabic
Lyskin,3,Russian
Awalishwili,3,Russian
