Surname,Count,Nationality
Veeranna,1397,Indian
Chahal,1378,Indian
Sahai,741,Indian
Rakhletzky,695,Russian
Gassiy,625,Russian
Mencher,580,Polish
Gniewek,338,Polish
Ruhlyada,332,Russian
Wasem,319,Arabic
Dubatolov,312,Russian
Niemec,276,Polish
Golani,201,Indian
Malouf,195,Arabic
Stawski,182,Polish
Koury,150,Arabic
Winogrodzki,146,Polish
Pakulski,135,Polish
Yakushkin,123,Russian
Jvirblis,117,Russian
Darevsky,105,Russian
Atanasyan,98,Russian
Pimparkar,94,Indian
Botros,91,Arabic
Jupikov,85,Russian
Rusnak,80,Polish
Bhargav,78,Indian
Kaczka,77,Polish
Uppal,70,Indian
Ullal,66,Indian
Anikushin,66,Russian
Tagore,60,Indian
Esmansky,59,Russian
Nader,59,Arabic
Astrahankin,56,Russian
Zabek,53,Polish
Hadas,52,Indian
Mokrinsky,51,Russian
Jakushev,50,Russian
Chlebek,49,Polish
Talari,49,Indian
Sokal,48,Polish
Zhohin,46,Russian
Rahal,44,Arabic
Haladzhan,41,Russian
Muttemwar,41,Indian
Ryzhankov,38,Russian
Naifeh,36,Arabic
Hanania,32,Arabic
Chmiel,31,Polish
Tannous,28,Arabic
Danyarov,27,Russian
Wojewódzki,26,Polish
Abboud,26,Arabic
Bakikhanov,26,Russian
Malinowski,25,Polish
Gera,25,Indian
Broż,25,Polish
Vyas,24,Indian
Winograd,23,Polish
Touma,22,Arabic
Ślusarski,22,Polish
Majumdar,21,Indian
Durylin,21,Russian
Asfour,19,Arabic
Glezarov,19,Russian
Paul,18,Indian
Guldreih,18,Russian
Chakravarthy,18,Indian
Gribanovsky,18,Russian
Siripurapu,17,Indian
Kathiriya,17,Indian
Saksagansky,17,Russian
Yudovich,16,Russian
Shamon,16,Arabic
Lupichev,16,Russian
Thakran,15,Indian
Filipek,15,Polish
Vaze,15,Indian
Budny,14,Polish
Bukoski,13,Polish
Guzenkov,13,Russian
Zaantye,13,Indian
Das,12,Indian
Arian,12,Arabic
Dubanowski,12,Polish
Tijori,12,Indian
Lallad,11,Indian
Yudkovich,11,Russian
Jaskulski,11,Polish
Halabi,11,Arabic
"Doifode, doiphode",10,Indian
Beh,10,Russian
Kaloshin,10,Russian
Zhigalin,10,Russian
Mansour,9,Arabic
Guirguis,9,Arabic
Adamczyk,9,Polish
Najjar,9,Arabic
Eihe,9,Russian
"Kundra, kunder",9,Indian
Ganim,9,Arabic
Shendel,8,Russian
Baweja,8,Indian
Andryukov,8,Russian
Atri,8,Indian
Wyrzyk,8,Polish
Gulichev,8,Russian
Gulevsky,7,Russian
Ryjko,7,Russian
Mollo,7,Russian
Haidurov,7,Russian
Saliba,7,Arabic
Gribanov,7,Russian
Jekulin,6,Russian
Chuhman,6,Russian
Krakowski,6,Polish
Udyavar,6,Indian
Kukkar,6,Indian
Zdunowski,6,Polish
Shalabanov,6,Russian
Baburin,6,Russian
Zaskanov,6,Russian
Piontek,6,Polish
Maslanka,6,Polish
Klimek,6,Polish
Said,5,Arabic
Lokhande,5,Indian
Qureshi,5,Arabic
Walentowicz,5,Polish
Habibulaev,5,Russian
Jaskolski,5,Polish
Ślusarczyk,5,Polish
Shalavin,5,Russian
Grotus,5,Russian
Alkov,5,Russian
Sabbagh,5,Arabic
Watane,4,Indian
Vaish,4,Indian
Stolarz,4,Polish
Shah,4,Indian
Bernard,4,Polish
Sachan,4,Indian
Gau,4,Russian
Gupte,4,Indian
Barua,4,Indian
Upadhye,4,Indian
Hamikoev,4,Russian
Janishevsky,4,Russian
Sówka,4,Polish
Koziol,4,Polish
Andrysiak,4,Polish
Gerasimovsky,4,Russian
Andreevsky,4,Russian
Chuho,4,Russian
Mule,4,Indian
Gopalan,4,Indian
Vij,4,Indian
Grigorchikov,4,Russian
Sitko,4,Polish
Essa,4,Arabic
Adonts,4,Russian
Somayajulu,4,Indian
Babeshkin,4,Russian
Tanti,4,Indian
Yaburov,4,Russian
Horoshavtsev,4,Russian
Gwozdek,4,Polish
Peltsman,3,Russian
Nerurkar,3,Indian
Omkareshwar,3,Indian
Kapre,3,Indian
Mikhail,3,Arabic
Davydchenko,3,Russian
Gramenitsky,3,Russian
Gomolka,3,Polish
Ślązak,3,Polish
Skala,3,Polish
Baz,3,Arabic
Wojewódka,3,Polish
Zogby,3,Arabic
Bakaleiko,3,Russian
Elesin,3,Russian
Hussainl,3,Indian
Lyskin,3,Russian
Jahaev,3,Russian
Tchapko,3,Russian
Toshniwal,3,Indian
Gukovsky,3,Russian
Pokhlebkin,3,Russian
Górski,3,Polish
Ryjkin,3,Russian
Jez,3,Polish
Nakhate,3,Indian
Thuse,3,Indian
Bangre,3,Indian
Vasserman,3,Russian
Balaguroff,3,Russian
Hooda,3,Indian
Dashmunshi,3,Indian
Horkin,3,Russian
Robustov,3,Russian
Vindman,3,Russian
Agoev,3,Russian
Kurup,2,Indian
Tchekhlakovsky,2,Russian
Kalwani,2,Indian
Muzhdabaev,2,Russian
Bajev,2,Russian
Tugushev,2,Russian
Yachikov,2,Russian
Uchitel,2,Russian
Zhukov,2,Russian
Nahas,2,Arabic
Murtazin,2,Russian
Nawre,2,Indian
Tchekmarev,2,Russian
Talgeri,2,Indian
Pandher,2,Indian
Altshuller,2,Russian
Kaluza,2,Polish
Parekh,2,Indian
Gachinsky,2,Russian
Jikin,2,Russian
Tapaniya,2,Indian
Haziahmetov,2,Russian
Upponi,2,Indian
Poplawski,2,Polish
Baboshin,2,Russian
Fabian,2,Polish
Uppalapati,2,Indian
Emelianov,2,Russian
Rahman,2,Indian
Bosko,2,Polish
Szczepanski,2,Polish
Mukke,2,Russian
Maroun,2,Arabic
Bishara,2,Arabic
Daher,2,Arabic
Babariya,2,Indian
Renzyaev,2,Russian
Agaltsov,2,Russian
Rudawski,2,Polish
Lote,2,Indian
Granikov,2,Russian
Miheev,2,Russian
Jagoda,2,Polish
Chepasov,2,Russian
Wadhawa,2,Indian
Balabas,2,Russian
Drozdovsky,2,Russian
Bhushan,2,Indian
Gohad,2,Indian
Abulmambetoff,2,Russian
Endzelin,2,Russian
Vasudevan,2,Indian
Chehluev,2,Russian
Sekhri,2,Indian
Uhov,2,Russian
Adamczak,2,Polish
Pismichenko,2,Russian
Kuchibhotla,2,Indian
Kasprzak,2,Polish
Abadi,2,Arabic
Abylgaziev,2,Russian
The,2,Russian
Mokronosov,2,Russian
Bajwa,2,Indian
Jornyak,2,Russian
Szwarc,2,Polish
Kassis,2,Arabic
Tahilramani,2,Indian
Uzhentsev,2,Russian
Vijayrania,2,Indian
Sokolofsky,2,Polish
Jankilevsky,2,Russian
Bakhturin,2,Russian
Kher,2,Indian
Zawisza,2,Polish
Mozdzierz,2,Polish
Gorskov,2,Russian
Sobol,2,Polish
Auttenberg,2,Polish
Khopkar,2,Indian
Dijin,2,Russian
Yaikbaev,2,Russian
Walia,2,Indian
Shahane,2,Indian
Munje,2,Indian
Ghai,2,Indian
Andruhovich,2,Russian
Martyuk,2,Russian
Swarup,2,Indian
Satija,2,Indian
Pandhripande,2,Indian
Awalishwili,2,Russian
Gordov,2,Russian
Agadjanyan,2,Russian
Yuhotsky,2,Russian
Nosek,2,Polish
Baglanoff,1,Russian
Tiwari,1,Indian
Abramtchikoff,1,Russian
Naser,1,Arabic
Kava,1,Polish
Filipowski,1,Polish
Ingle,1,Indian
Mongia,1,Indian
Marholenko,1,Russian
Safar,1,Arabic
Brzezicki,1,Polish
Gowda,1,Indian
Huranov,1,Russian
Cham,1,Arabic
Imendaev,1,Russian
Ruzsky,1,Russian
Ghannam,1,Arabic
Assaf,1,Arabic
Martyushev,1,Russian
Sokoloff,1,Polish
Boutros,1,Arabic
Bektimirov,1,Russian
Khouri,1,Arabic
Likhodei,1,Russian
Tak,1,Indian
Hatskevich,1,Russian
Makushkin,1,Russian
Kachainik,1,Russian
Bobienski,1,Polish
Amari,1,Arabic
Granov,1,Russian
Abaziev,1,Russian
Myatishkin,1,Russian
Yanibekov,1,Russian
Nambiar,1,Indian
Jinkin,1,Russian
Emyshev,1,Russian
Seif,1,Arabic
Borgaonkar,1,Indian
Djanashiya,1,Russian
Kamiński,1,Polish
Waradpande,1,Indian
Chauhan,1,Indian
Gaganov,1,Russian
Vypolzov,1,Russian
Attal,1,Indian
Valecha,1,Indian
Vilgelminin,1,Russian
Teteruk,1,Russian
Pazi,1,Russian
Ghui,1,Indian
Paradjanov,1,Russian
Avinov,1,Russian
Danisevich,1,Russian
Haddad,1,Arabic
Gadde,1,Indian
Ghate,1,Indian
Vidyarthi,1,Indian
Ambulkar,1,Indian
Mundi,1,Indian
Faye,1,Indian
Kottarakkara,1,Indian
