Surname,Count,Nationality
Veeranna,1544,Indian
Chahal,1383,Indian
Rakhletzky,817,Russian
Sahai,771,Indian
Gassiy,693,Russian
Mencher,659,Polish
Ruhlyada,355,Russian
Wasem,308,Arabic
Gniewek,296,Polish
Dubatolov,293,Russian
Niemec,287,Polish
Malouf,197,Arabic
Stawski,193,Polish
Golani,191,Indian
Koury,149,Arabic
Winogrodzki,148,Polish
Uppal,135,Indian
Darevsky,120,Russian
Jvirblis,119,Russian
Pimparkar,117,Indian
Pakulski,111,Polish
Yakushkin,104,Russian
Atanasyan,99,Russian
Kaczka,95,Polish
Botros,84,Arabic
Jupikov,83,Russian
Rusnak,81,Polish
Zhohin,80,Russian
Bhargav,79,Indian
Muttemwar,64,Indian
Ryzhankov,62,Russian
Anikushin,61,Russian
Rahal,61,Arabic
Esmansky,60,Russian
Ullal,57,Indian
Astrahankin,56,Russian
Naifeh,51,Arabic
Talari,46,Indian
Jakushev,46,Russian
Tagore,43,Indian
Nader,41,Arabic
Mokrinsky,40,Russian
Winograd,39,Polish
Zabek,38,Polish
Sokal,35,Polish
Wojewódzki,35,Polish
Hanania,34,Arabic
Chlebek,33,Polish
Haladzhan,33,Russian
Danyarov,31,Russian
Vyas,31,Indian
Chmiel,30,Polish
Jaskulski,29,Polish
Tannous,29,Arabic
Adamczyk,28,Polish
Mansour,27,Arabic
Baweja,27,Indian
Bakikhanov,24,Russian
Hadas,23,Indian
Dubanowski,23,Polish
Asfour,21,Arabic
Thakran,20,Indian
Lupichev,18,Russian
Abboud,18,Arabic
Mollo,17,Russian
Saliba,17,Arabic
Durylin,16,Russian
Broż,16,Polish
Ślusarski,15,Polish
Touma,15,Arabic
Shamon,15,Arabic
Gera,15,Indian
Gulevsky,15,Russian
Krakowski,15,Polish
Wyrzyk,15,Polish
Yudovich,15,Russian
Grigorchikov,14,Russian
Vaze,14,Indian
Glezarov,14,Russian
Paul,13,Indian
Zaantye,13,Indian
Jez,13,Polish
Chakravarthy,12,Indian
Das,12,Indian
Najjar,12,Arabic
Guldreih,12,Russian
Kaluza,11,Polish
Andreevsky,11,Russian
Zaskanov,11,Russian
Tijori,11,Indian
Stolarz,11,Polish
Guirguis,10,Arabic
Klimek,10,Polish
Majumdar,10,Indian
Mule,9,Indian
Bukoski,9,Polish
Zogby,9,Arabic
Zdunowski,9,Polish
Atri,8,Indian
Ślązak,8,Polish
Barua,8,Indian
Lokhande,8,Indian
Saksagansky,8,Russian
Chuhman,8,Russian
Gribanovsky,8,Russian
Piontek,8,Polish
"Doifode, doiphode",7,Indian
Jadkevich,7,Russian
Alkov,7,Russian
Siripurapu,7,Indian
Baburin,7,Russian
Kalb,7,Arabic
Pokhlebkin,7,Russian
Shalavin,7,Russian
Ślusarczyk,6,Polish
Gukovsky,6,Russian
Fabian,6,Polish
Eihe,6,Russian
Andruhovich,6,Russian
Sen,6,Indian
Abadi,6,Arabic
Bernard,6,Polish
Malinowski,6,Polish
Likhodei,6,Russian
Tanti,6,Indian
Gowda,6,Indian
Murtazin,6,Russian
Grotus,6,Russian
Jaskolski,6,Polish
Maslanka,5,Polish
Kaloshin,5,Russian
Andryukov,5,Russian
Dubicki,5,Polish
Bora,5,Indian
Kathiriya,5,Indian
Haidurov,5,Russian
Tsalko,5,Russian
Abulmambetoff,5,Russian
