Surname,Count,Nationality
Veeranna,1496,Indian
Chahal,1339,Indian
Rakhletzky,750,Russian
Sahai,727,Indian
Gassiy,661,Russian
Mencher,563,Polish
Ruhlyada,347,Russian
Dubatolov,316,Russian
Wasem,304,Arabic
Gniewek,303,Polish
Niemec,247,Polish
Malouf,227,Arabic
Koury,182,Arabic
Stawski,182,Polish
Golani,175,Indian
Winogrodzki,160,Polish
Atanasyan,132,Russian
Jvirblis,124,Russian
Yakushkin,120,Russian
Uppal,118,Indian
Kaczka,118,Polish
Darevsky,111,Russian
Pakulski,100,Polish
Botros,99,Arabic
Rusnak,99,Polish
Pimparkar,81,Indian
Jupikov,75,Russian
Naifeh,65,Arabic
Astrahankin,63,Russian
Ullal,61,Indian
Esmansky,61,Russian
Ryzhankov,60,Russian
Danyarov,60,Russian
Zhohin,59,Russian
Bhargav,58,Indian
Rahal,56,Arabic
Tagore,52,Indian
Anikushin,51,Russian
Muttemwar,51,Indian
Nader,50,Arabic
Sokal,48,Polish
Hadas,44,Indian
Chmiel,44,Polish
Mokrinsky,43,Russian
Zabek,41,Polish
Tannous,41,Arabic
Jakushev,39,Russian
Thakran,36,Indian
Haladzhan,35,Russian
Vyas,34,Indian
Winograd,32,Polish
Talari,30,Indian
Wojewódzki,29,Polish
Chlebek,28,Polish
Najjar,26,Arabic
Jaskulski,25,Polish
Majumdar,23,Indian
Lupichev,22,Russian
Gera,22,Indian
Zaantye,21,Indian
Guldreih,21,Russian
Touma,21,Arabic
Hanania,21,Arabic
Paul,20,Indian
Gulevsky,20,Russian
Chakravarthy,19,Indian
Glezarov,19,Russian
Ślusarski,19,Polish
Shamon,18,Arabic
Siripurapu,18,Indian
Adamczyk,17,Polish
Broż,17,Polish
Tijori,16,Indian
Asfour,16,Arabic
Bakikhanov,16,Russian
Malinowski,15,Polish
Kathiriya,15,Indian
Shalavin,14,Russian
Saliba,14,Arabic
Dubanowski,14,Polish
Shendel,13,Russian
Mollo,13,Russian
Krakowski,13,Polish
Mansour,13,Arabic
Wyrzyk,12,Polish
Halabi,12,Arabic
Yudovich,12,Russian
Durylin,11,Russian
Budny,11,Polish
Baweja,11,Indian
Zhegin,11,Russian
Abboud,11,Arabic
Lokhande,11,Indian
Jadkevich,10,Russian
Murtazin,10,Russian
Alkov,10,Russian
Grigorchikov,10,Russian
Andreevsky,10,Russian
Vaze,9,Indian
Miheev,9,Russian
Doino,8,Russian
Gwozdek,8,Polish
Guirguis,8,Arabic
Saksagansky,8,Russian
Klimek,8,Polish
Gribanovsky,7,Russian
Sarkis,7,Arabic
Zhigalin,7,Russian
Peltsman,7,Russian
Lallad,7,Indian
Haidurov,6,Russian
Vijayrania,6,Indian
"Doifode, doiphode",6,Indian
Das,6,Indian
Król,6,Polish
Piontek,6,Polish
Gukovsky,6,Russian
Bernard,6,Polish
Arian,6,Arabic
Zaskanov,6,Russian
Tempalli,6,Indian
Gomolka,6,Polish
Pokhlebkin,6,Russian
Shalhoub,5,Arabic
Chepurnoy,5,Russian
Pitaevsky,5,Russian
Bakaleiko,5,Russian
Abulmambetoff,5,Russian
Bukoski,5,Polish
Zhukov,5,Russian
Liverovsky,5,Russian
Shalabanov,5,Russian
Auttenberg,5,Polish
Grotus,5,Russian
Adamczak,5,Polish
Watane,5,Indian
Tuganov,5,Russian
Gowda,5,Indian
Assaf,4,Arabic
Adonts,4,Russian
Shamoun,4,Arabic
Jekulin,4,Russian
Babeshkin,4,Russian
Omkareshwar,4,Indian
Yanibekov,4,Russian
Beh,4,Russian
Dubicki,4,Polish
Starek,4,Polish
Yudkovich,4,Russian
Stolarz,4,Polish
Abadi,4,Arabic
Kaluza,4,Polish
Daher,4,Arabic
Smolák,4,Polish
Atri,4,Indian
Sabbagh,4,Arabic
Zimnuhov,4,Russian
Gulichev,4,Russian
Abylgaziev,4,Russian
Tanti,4,Indian
Maslanka,4,Polish
Huranov,4,Russian
Absalyamov,4,Russian
Eihe,4,Russian
Jahaev,3,Russian
Sachan,3,Indian
Baz,3,Arabic
Sierzant,3,Polish
Tak,3,Indian
Sadowski,3,Polish
Andryukov,3,Russian
Bahtiev,3,Russian
Wadhawa,3,Indian
Abelyan,3,Russian
Matsuev,3,Russian
Poplawski,3,Polish
Tuma,3,Arabic
Vasudevan,3,Indian
To,3,Russian
Chauhan,3,Indian
Anchan,3,Indian
Jez,3,Polish
Ryjko,3,Russian
Kaloshin,3,Russian
Bakhturin,3,Russian
Yakhimovich,3,Russian
Zheludev,3,Russian
Skala,3,Polish
Cham,3,Arabic
Gaganov,2,Russian
Shah,2,Indian
Chuhman,2,Russian
Uhanov,2,Russian
Chershintsev,2,Russian
Gohad,2,Indian
Vaish,2,Indian
Maroun,2,Arabic
Ryjkin,2,Russian
Kale,2,Indian
Vashisth,2,Indian
Chopra,2,Indian
Ruhimovich,2,Russian
Pandey,2,Indian
Karwande,2,Indian
Gorskov,2,Russian
Pokhlebaev,2,Russian
Koziol,2,Polish
Filipowski,2,Polish
Dixit,2,Indian
Unhale,2,Indian
Kukkar,2,Indian
Gorchakovsky,2,Russian
Zawisza,2,Polish
Thombre,2,Indian
Wangdu,2,Indian
Endzelin,2,Russian
Zdunowski,2,Polish
Paszek,2,Polish
Ray,2,Indian
Ambekar,2,Indian
Likhodei,2,Russian
Bhushan,2,Indian
Gau,2,Russian
Dzhisev,2,Russian
Yambaev,2,Russian
Mihalkin,2,Russian
Tapaniya,2,Indian
Gerges,2,Arabic
Mehra,2,Indian
Pliev,2,Russian
Baidukov,2,Russian
Dijin,2,Russian
Emelianov,2,Russian
Jaimov,2,Russian
Agoev,2,Russian
Avksentiev,2,Russian
Ślązak,2,Polish
Ślusarczyk,2,Polish
Khadse,2,Indian
Nawre,2,Indian
Lote,2,Indian
Badyin,2,Russian
Boutros,2,Arabic
Gerasimovsky,2,Russian
Azhogin,2,Russian
Jaskolski,2,Polish
Babariya,2,Indian
Shahno,2,Russian
Bobienski,2,Polish
Lyskin,2,Russian
Jagoda,2,Polish
Warsi,2,Indian
Sonowal,2,Indian
Guzenkov,2,Russian
Habibulaev,2,Russian
Gribanov,2,Russian
Haziahmetov,2,Russian
Basyuk,2,Russian
Davydchenko,2,Russian
Górski,2,Polish
Bukowski,2,Polish
Ganim,2,Arabic
Said,2,Arabic
Hadad,2,Arabic
Zogby,2,Arabic
Schepin,1,Russian
Darchiev,1,Russian
Tokarev,1,Russian
Nambiar,1,Indian
Vindman,1,Russian
Zhurov,1,Russian
Gudima,1,Russian
Walia,1,Indian
Vilgelminin,1,Russian
Ghui,1,Indian
Marek,1,Polish
Engver,1,Russian
Yarlagadda,1,Indian
Volsky,1,Russian
Chandani,1,Indian
Fabian,1,Polish
Bakurov,1,Russian
Basara,1,Arabic
Ryjak,1,Russian
Mikheenkov,1,Russian
Abdulhabirov,1,Russian
Barua,1,Indian
Wadhva,1,Indian
Awalishwili,1,Russian
Marszałek,1,Polish
Poogelman,1,Russian
Janowski,1,Polish
Sen,1,Indian
Ambani,1,Indian
Davlyatov,1,Russian
Hooda,1,Indian
Makhankov,1,Russian
Luthra,1,Indian
Janishevsky,1,Russian
Niemczyk,1,Polish
Attal,1,Indian
Gupte,1,Indian
Jikin,1,Russian
Adarchenko,1,Russian
Asker,1,Arabic
Nakhate,1,Indian
Szweda,1,Polish
Vakulenko,1,Russian
Kurup,1,Indian
Nagar,1,Indian
Janardhan,1,Indian
Azhiganov,1,Russian
Marushkin,1,Russian
Prasad,1,Indian
Bakshi,1,Indian
Gomulka,1,Polish
Horkin,1,Russian
Udyavar,1,Indian
Jedynak,1,Polish
Andrysiak,1,Polish
Agaltsov,1,Russian
Dhumale,1,Indian
Samudre,1,Indian
Maitra,1,Indian
Ghai,1,Indian
Bora,1,Indian
Chintawar,1,Indian
Gawande,1,Indian
Motwani,1,Indian
Nischol,1,Indian
Bendre,1,Indian
Chaurasiya,1,Indian
Rahman,1,Indian
Walale,1,Indian
Sheikh,1,Indian
Zate,1,Indian
Indoria,1,Indian
Sawji,1,Indian
Ingle,1,Indian
"Kundra, kunder",1,Indian
Hussainl,1,Indian
Rungta,1,Indian
Tripathi,1,Indian
Gopalan,1,Indian
Thakore,1,Indian
Khopkar,1,Indian
Wagle,1,Indian
Dashmunshi,1,Indian
Valecha,1,Indian
Deora,1,Indian
Sekhri,1,Indian
Pasricha,1,Indian
Parekh,1,Indian
Abzyaparov,1,Russian
Uhov,1,Russian
Yaburov,1,Russian
Neverovsky,1,Russian
Jankilevsky,1,Russian
Mujitskih,1,Russian
Agadjanyan,1,Russian
Bakhmetiev,1,Russian
Modestov,1,Russian
Shamaro,1,Russian
Hanzhin,1,Russian
Tchehonin,1,Russian
Babosov,1,Russian
Ebralidze,1,Russian
Rzhevsky,1,Russian
Fadzaev,1,Russian
Yaikbaev,1,Russian
Danichkin,1,Russian
Denisov,1,Russian
Lysyh,1,Russian
Vakulsky,1,Russian
Mokronosov,1,Russian
Tsalko,1,Russian
Tchapko,1,Russian
Lykoshin,1,Russian
Elesin,1,Russian
Zharovtsev,1,Russian
Baburin,1,Russian
Tomashenko,1,Russian
Homutnikov,1,Russian
Horoshavtsev,1,Russian
Yuhotsky,1,Russian
Katsepov,1,Russian
Chukhnovsky,1,Russian
Vakichev,1,Russian
Moschenko,1,Russian
Uchitel,1,Russian
Eidelman,1,Russian
Beilis,1,Russian
Granikov,1,Russian
Wronski,1,Polish
Sokolowski,1,Polish
Bosko,1,Polish
Lis,1,Polish
Zielinski,1,Polish
Grzeskiewicz,1,Polish
Rutkowski,1,Polish
Wojewódka,1,Polish
Sitko,1,Polish
Czajkowski,1,Polish
Kamiński,1,Polish
Kassab,1,Arabic
Sayegh,1,Arabic
Qureshi,1,Arabic
Kassis,1,Arabic
Mikhail,1,Arabic
