Surname,Count,Nationality
Veeranna,1068,Indian
Chahal,1011,Indian
Sahai,635,Indian
Rakhletzky,584,Russian
Mencher,528,Polish
Gassiy,454,Russian
Gniewek,240,Polish
Wasem,231,Arabic
Ruhlyada,224,Russian
Dubatolov,217,Russian
Niemec,208,Polish
Malouf,155,Arabic
Golani,135,Indian
Stawski,123,Polish
Winogrodzki,112,Polish
Koury,109,Arabic
Darevsky,105,Russian
Yakushkin,92,Russian
Uppal,89,Indian
Jvirblis,82,Russian
Pimparkar,75,Indian
Pakulski,75,Polish
Jones,69,English
Botros,65,Arabic
Atanasyan,61,Russian
Kaczka,59,Polish
Zhohin,55,Russian
Naifeh,54,Arabic
Smith,53,English
Jupikov,52,Russian
Esmansky,50,Russian
Williams,47,English
Anikushin,47,Russian
Rusnak,43,Polish
Ryzhankov,43,Russian
Bhargav,43,Indian
Danyarov,43,Russian
Hadas,39,Indian
Mokrinsky,39,Russian
Astrahankin,38,Russian
Tagore,37,Indian
Rahal,37,Arabic
Davies,36,English
Jakushev,36,Russian
Muttemwar,35,Indian
Sokal,35,Polish
Chmiel,35,Polish
Evans,34,English
Nader,34,Arabic
Ullal,33,Indian
Zabek,33,Polish
Brown,32,English
Haladzhan,29,Russian
Talari,28,Indian
Roberts,26,English
Wilson,25,English
Tannous,25,Arabic
Clark,24,English
Johnson,24,English
Turner,24,English
Chlebek,24,Polish
Thakran,22,Indian
Hughes,22,English
Wood,21,English
Walker,21,English
Taylor,20,English
Touma,19,Arabic
Vyas,19,Indian
Burton,18,English
Mansour,18,Arabic
Asfour,18,Arabic
Dubanowski,18,Polish
Hanania,17,Arabic
Lewis,17,English
Winograd,17,Polish
Jaskulski,17,Polish
Marshall,17,English
Gulevsky,17,Russian
Bakikhanov,16,Russian
Wojewódzki,16,Polish
Abboud,16,Arabic
Paul,16,Indian
Thomas,16,English
Lokhande,16,Indian
Jackson,15,English
Morris,15,English
Vaze,15,Indian
Young,15,English
Hartley,15,English
Martin,14,English
Price,14,English
Edwards,14,English
Miller,14,English
Harding,14,English
Zaantye,14,Indian
Shamon,14,Arabic
Hall,14,English
Holmes,14,English
Mollo,14,Russian
Baweja,14,Indian
Ward,13,English
Rogers,13,English
Durylin,13,Russian
Zaskanov,13,Russian
Budny,13,Polish
Chakravarthy,13,Indian
Carter,13,English
Robinson,13,English
Thompson,13,English
Ślusarski,13,Polish
Lee,12,English
Yudovich,12,Russian
Majumdar,12,Indian
Davis,12,English
Allen,12,English
Newman,12,English
Simpson,12,English
Harris,12,English
Adamczyk,12,Polish
Day,11,English
Thornton,11,English
Owen,11,English
Cooper,11,English
Alkov,11,Russian
Bennett,11,English
Hunt,11,English
Gera,11,Indian
Lallad,10,Indian
Mason,10,English
Glezarov,10,Russian
Russell,10,English
Gwozdek,10,Polish
Ellis,10,English
Morgan,10,English
Parsons,10,English
Cox,10,English
Lupichev,10,Russian
Butterworth,10,English
Moore,10,English
Hill,9,English
Scott,9,English
Guzenkov,9,Russian
Lambert,9,English
Knight,9,English
Halabi,9,Arabic
Sanders,9,English
White,9,English
Broż,9,Polish
Guirguis,9,Arabic
Najjar,9,Arabic
Gribanovsky,9,Russian
Rowley,8,English
Parker,8,English
Stone,8,English
Bradbury,8,English
Jahaev,8,Russian
Green,8,English
Bowyer,8,English
Berry,8,English
Phillips,8,English
King,8,English
Zogby,8,Arabic
Palmer,8,English
Knowles,8,English
Atkinson,8,English
Briggs,8,English
Whitaker,8,English
Clarke,8,English
Cole,8,English
Lunt,8,English
Dean,8,English
Hart,8,English
Holt,8,English
Atri,8,Indian
Reynolds,7,English
Potts,7,English
Watts,7,English
Baker,7,English
Cross,7,English
Sharp,7,English
Barker,7,English
Rushton,7,English
Drew,7,English
Houghton,7,English
Lomas,7,English
Singleton,7,English
Matthews,7,English
Griffiths,7,English
Hudson,7,English
Doino,7,Russian
Guldreih,7,Russian
Eastwood,7,English
James,7,English
