Surname,Count,Nationality
Veeranna,1619,Indian
Chahal,1412,Indian
Sahai,856,Indian
Rakhletzky,789,Russian
Gassiy,678,Russian
Mencher,647,Polish
Ruhlyada,401,Russian
Wasem,371,Arabic
Gniewek,338,Polish
Niemec,324,Polish
Dubatolov,290,Russian
Malouf,227,Arabic
Golani,200,Indian
Stawski,196,Polish
Winogrodzki,159,Polish
Yakushkin,147,Russian
Koury,144,Arabic
Uppal,140,Indian
Jvirblis,133,Russian
Botros,131,Arabic
Pimparkar,124,Indian
Pakulski,111,Polish
Darevsky,111,Russian
Kaczka,107,Polish
Rusnak,103,Polish
Esmansky,84,Russian
Jupikov,84,Russian
Bhargav,82,Indian
Atanasyan,81,Russian
Jakushev,75,Russian
Ryzhankov,73,Russian
Naifeh,73,Arabic
Ullal,60,Indian
Anikushin,59,Russian
Astrahankin,53,Russian
Mokrinsky,46,Russian
Danyarov,46,Russian
Haladzhan,46,Russian
Tagore,44,Indian
Zabek,43,Polish
Zhohin,42,Russian
Tannous,41,Arabic
Hadas,39,Indian
Chlebek,38,Polish
Talari,38,Indian
Sokal,37,Polish
Zaantye,37,Indian
Chmiel,36,Polish
Nader,35,Arabic
Wyrzyk,35,Polish
Broż,34,Polish
Thakran,34,Indian
Wojewódzki,34,Polish
Vyas,34,Indian
Rahal,32,Arabic
Chakravarthy,31,Indian
Winograd,29,Polish
Muttemwar,29,Indian
Guirguis,26,Arabic
Mollo,24,Russian
Baweja,23,Indian
Touma,23,Arabic
Grigorchikov,22,Russian
Kaluza,22,Polish
Hanania,22,Arabic
Alkov,22,Russian
Saliba,21,Arabic
Ślusarski,20,Polish
Gulevsky,20,Russian
Gribanovsky,20,Russian
Vaze,19,Indian
Paul,19,Indian
Abboud,19,Arabic
Jaskulski,19,Polish
Lupichev,18,Russian
Bakikhanov,17,Russian
Dubanowski,16,Polish
Kamiński,16,Polish
Guldreih,16,Russian
Krakowski,15,Polish
Guzenkov,14,Russian
Budny,14,Polish
Durylin,14,Russian
Gwozdek,14,Polish
Adamczyk,14,Polish
Mansour,14,Arabic
Najjar,13,Arabic
Bernard,13,Polish
Siripurapu,12,Indian
Asfour,11,Arabic
Glezarov,11,Russian
Tijori,11,Indian
Lallad,11,Indian
Yudovich,11,Russian
Halabi,10,Arabic
Klimek,10,Polish
Malinowski,10,Polish
Majumdar,10,Indian
Agadjanyan,10,Russian
Stolarz,9,Polish
Tanti,9,Indian
Atri,9,Indian
Andryukov,9,Russian
Kathiriya,8,Indian
Beh,8,Russian
Sówka,8,Polish
Piontek,8,Polish
Zhegin,8,Russian
Shamon,8,Arabic
Bakhturin,7,Russian
Das,7,Indian
Gera,7,Indian
Górski,7,Polish
Sahastrabuddhe,7,Indian
Zaskanov,7,Russian
Horoshavtsev,7,Russian
Yaikbaev,7,Russian
Lokhande,7,Indian
Attal,7,Indian
Zheludev,7,Russian
Starek,6,Polish
Jadkevich,6,Russian
Sokolowski,6,Polish
Gau,6,Russian
Baburin,6,Russian
D'Arcy,6,English
Rudawski,6,Polish
Warsi,6,Indian
Dubicki,6,Polish
Jahaev,6,Russian
Zhigalin,6,Russian
Turkin,6,Russian
Ellams,5,English
Pandher,5,Indian
Gribanov,5,Russian
Maslanka,5,Polish
Shamoun,5,Arabic
Pokhlebkin,5,Russian
Gopalan,5,Indian
Sarkis,5,Arabic
Udyavar,5,Indian
Wadhva,5,Indian
Watane,5,Indian
Andruhovich,5,Russian
Hadad,5,Arabic
Szweda,5,Polish
Bestuzhev,5,Russian
Adamczak,5,Polish
Zhiharevitch,4,Russian
Amin,4,Indian
Arian,4,Arabic
Saksagansky,4,Russian
Haddad,4,Arabic
Abadi,4,Arabic
Tchapko,4,Russian
Adonts,4,Russian
Horkin,4,Russian
Gowda,4,Indian
Parekh,4,Indian
Ranawat,4,Indian
Samaha,4,Arabic
Yatzyk,4,Russian
Czajka,4,Polish
Zhukov,4,Russian
Shalhoub,4,Arabic
Mule,4,Indian
Filipek,4,Polish
Gaber,4,Arabic
Jagtap,4,Indian
Haidurov,4,Russian
Yanibekov,4,Russian
Neverovsky,4,Russian
Ashley,4,English
Robustov,4,Russian
Barua,4,Indian
Vindman,4,Russian
Daher,4,Arabic
Janovsky,3,Russian
Shalabanov,3,Russian
Chuhman,3,Russian
Bahtiev,3,Russian
Bakunoff,3,Russian
Abulmambetoff,3,Russian
Horanov,3,Russian
Wojewódka,3,Polish
Dashmunshi,3,Indian
Bestujev-ryumin,3,Russian
Emelianov,3,Russian
Kassis,3,Arabic
Hatskevich,3,Russian
Essa,3,Arabic
Mande,3,Indian
Chopra,3,Indian
Rikhter,3,Russian
Chaurasiya,3,Indian
Pandya,3,Indian
Yakobson,3,Russian
Indulkar,3,Indian
Chekhladze,3,Russian
Awalishwili,3,Russian
Absalyamov,3,Russian
Abrosimov,3,Russian
Zogby,3,Arabic
Spence,3,English
"Doifode, doiphode",3,Indian
"Kundra, kunder",3,Indian
Jaskolski,3,Polish
Altshuller,3,Russian
Gukovsky,3,Russian
Denisov,3,Russian
Vij,3,Indian
Unhale,3,Indian
Peltsman,3,Russian
Agoev,3,Russian
Boutros,3,Arabic
Gorchakovsky,3,Russian
Shalavin,3,Russian
Kurup,3,Indian
Somayajulu,3,Indian
Ślusarczyk,3,Polish
Kumiega,2,Polish
Bosko,2,Polish
Zdunowski,2,Polish
Zhigun,2,Russian
Kowalski,2,Polish
Zhivkovich,2,Russian
Bairamukov,2,Russian
Yagudin,2,Russian
Tahil,2,Indian
Kosmatka,2,Polish
Rawat,2,Indian
Lis,2,Polish
Ghannam,2,Arabic
Khandelwal,2,Indian
Ilyutenko,2,Russian
Lagadapati,2,Indian
Bossley,2,English
Anuriev,2,Russian
Hudik,2,Russian
Zate,2,Indian
Lewitckyj,2,Russian
Yudkovich,2,Russian
Tope,2,Indian
Janda,2,Polish
Troinitsky,2,Russian
Venkat,2,Indian
Auttenberg,2,Polish
Eihe,2,Russian
Adams,2,English
Ryjko,2,Russian
Hardas,2,Indian
Paling,2,English
Awrorin,2,Russian
Mendon,2,Indian
Bobienski,2,Polish
Luthra,2,Indian
Shelyakin,2,Russian
Kale,2,Indian
Kanojiya,2,Indian
Ślązak,2,Polish
Gohad,2,Indian
Gaganov,2,Russian
Andreevsky,2,Russian
Guha,2,Indian
Fabrikant,2,Russian
Emyshev,2,Russian
Yaburov,2,Russian
Chintawar,2,Indian
Antar,2,Arabic
Mukke,2,Russian
Thorn,2,English
Bakurov,2,Russian
Kalb,2,Arabic
Sandhu,2,Indian
Barnes,2,English
Katsepov,2,Russian
Czajkowski,2,Polish
Pazi,2,Russian
Jakimychev,2,Russian
Gomolka,2,Polish
Chalykh,2,Russian
Swarup,2,Indian
Warraich,2,Indian
Gerasimovsky,2,Russian
Pasternack,2,Polish
Grotus,2,Russian
Laughton,2,English
Toshniwal,2,Indian
Elesin,2,Russian
Sekhri,2,Indian
Raykantiwar,2,Indian
Omkareshwar,2,Indian
Vasudevan,2,Indian
Abzyaparov,2,Russian
Davydchenko,2,Russian
Tsalaban,2,Russian
Jekulin,2,Russian
Smolák,2,Polish
Skala,2,Polish
Sitko,2,Polish
Janowski,2,Polish
Maroun,2,Arabic
Mikhail,2,Arabic
Kozlow,1,Polish
Chowdhury,1,Indian
Marek,1,Polish
Sonowal,1,Indian
Kedzierski,1,Polish
Jeleznikov,1,Russian
Kachanov,1,Russian
Pismichenko,1,Russian
Kalachov,1,Russian
Handirov,1,Russian
Evans,1,English
Lobo,1,Indian
Mifsud,1,Arabic
Grzeskiewicz,1,Polish
Rempler,1,Russian
Nischol,1,Indian
Marholenko,1,Russian
Janmeja,1,Indian
Bazyuta,1,Russian
Tamarchenko,1,Russian
Matsuev,1,Russian
Murtazin,1,Russian
Dharashiokar,1,Indian
Ramachandran,1,Indian
Kachin,1,Russian
Bakshi,1,Indian
McGwire,1,English
Lote,1,Indian
Shalko,1,Russian
Schepin,1,Russian
Beilis,1,Russian
Agrenev,1,Russian
Kannaujiya,1,Indian
Rutman,1,Russian
Uchitel,1,Russian
Sleiman,1,Arabic
Moshkunov,1,Russian
Deora,1,Indian
Muzhdabaev,1,Russian
Bardia,1,Indian
Mikheenkov,1,Russian
Qureshi,1,Arabic
Maitra,1,Indian
Wronski,1,Polish
Maly,1,Polish
Sabbagh,1,Arabic
Bhoite,1,Indian
Sachan,1,Indian
Bukowski,1,Polish
Unnithan,1,Indian
Mstislavets,1,Russian
Bagmewski,1,Russian
Sobol,1,Polish
Rahov,1,Russian
Tak,1,Indian
Rastogi,1,Indian
Karia,1,Indian
Dhameja,1,Indian
Harode,1,Indian
Sheikh,1,Indian
Bodhankar,1,Indian
Bhupathi,1,Indian
Sarda,1,Indian
Pandhripande,1,Indian
Patil,1,Indian
Chandel,1,Indian
Malhotra,1,Indian
Babbar,1,Indian
Ingle,1,Indian
Uppalapati,1,Indian
Sen,1,Indian
Kottarakkara,1,Indian
Waradpande,1,Indian
Jha,1,Indian
Bhatia,1,Indian
Tejwani,1,Indian
Ajgaonkar,1,Indian
Sawji,1,Indian
Nambiar,1,Indian
Hooda,1,Indian
Bora,1,Indian
Gorskov,1,Russian
Lojchenko,1,Russian
Durdin,1,Russian
Vyborov,1,Russian
Pelih,1,Russian
Zenzinov,1,Russian
Habibulaev,1,Russian
Vilgelminin,1,Russian
Timashov,1,Russian
Lezhankin,1,Russian
Miheev,1,Russian
Chalovsky,1,Russian
Zhirdetsky,1,Russian
Dovjuk,1,Russian
Versan,1,Russian
Lichkus,1,Russian
Yablovsky,1,Russian
Granikov,1,Russian
Baitoff,1,Russian
Chuho,1,Russian
Dankov,1,Russian
Vakulsky,1,Russian
Kaloshin,1,Russian
Belotserkovets,1,Russian
Zhilov,1,Russian
Gulidov,1,Russian
Ebralidze,1,Russian
Poogelman,1,Russian
Kalinko,1,Russian
Bachmanoff,1,Russian
Ens,1,Russian
