Surname,Count,Nationality
Chahal,1513,Indian
Veeranna,1482,Indian
Sahai,792,Indian
Rakhletzky,767,Russian
Gassiy,699,Russian
Mencher,645,Polish
Ruhlyada,367,Russian
Dubatolov,335,Russian
Niemec,327,Polish
Gniewek,311,Polish
Wasem,291,Arabic
Malouf,241,Arabic
Golani,210,Indian
Stawski,164,Polish
Winogrodzki,162,Polish
Koury,149,Arabic
Uppal,129,Indian
Pimparkar,122,Indian
Jvirblis,113,Russian
Yakushkin,113,Russian
Darevsky,110,Russian
Pakulski,106,Polish
Kaczka,101,Polish
Botros,100,Arabic
Atanasyan,95,Russian
Jupikov,82,Russian
Rusnak,77,Polish
Bhargav,64,Indian
Astrahankin,63,Russian
Ryzhankov,61,Russian
Zhohin,61,Russian
Muttemwar,60,Indian
Esmansky,57,Russian
Ullal,55,Indian
Naifeh,54,Arabic
Rahal,52,Arabic
Anikushin,49,Russian
Jakushev,49,Russian
Tagore,48,Indian
Talari,46,Indian
Nader,45,Arabic
Mokrinsky,44,Russian
Chmiel,44,Polish
Chlebek,43,Polish
Zabek,43,Polish
Hadas,41,Indian
Sokal,40,Polish
Haladzhan,36,Russian
Adamczyk,32,Polish
Wojewódzki,30,Polish
Glezarov,30,Russian
Winograd,28,Polish
Danyarov,27,Russian
Bakikhanov,26,Russian
Broż,25,Polish
Saliba,25,Arabic
Shamon,24,Arabic
Hanania,23,Arabic
Lupichev,23,Russian
Tannous,22,Arabic
Jaskulski,22,Polish
Krakowski,22,Polish
Durylin,22,Russian
Abboud,21,Arabic
Vyas,21,Indian
Gribanovsky,21,Russian
Atri,20,Indian
Asfour,20,Arabic
Wyrzyk,19,Polish
Grigorchikov,19,Russian
Thakran,19,Indian
Ślusarski,19,Polish
Alkov,18,Russian
Dubanowski,18,Polish
Guirguis,18,Arabic
Saksagansky,18,Russian
Lokhande,18,Indian
Najjar,18,Arabic
Mansour,18,Arabic
Baweja,18,Indian
Chakravarthy,18,Indian
Guldreih,17,Russian
Siripurapu,17,Indian
Udyavar,16,Indian
Zaantye,16,Indian
Gulevsky,15,Russian
Majumdar,14,Indian
Vaze,14,Indian
Mollo,13,Russian
Zaskanov,13,Russian
Kaluza,11,Polish
Bukoski,11,Polish
Gomolka,11,Polish
Gera,10,Indian
Mule,10,Indian
Budny,10,Polish
Yudovich,10,Russian
Guzenkov,10,Russian
Lallad,10,Indian
Zogby,10,Arabic
"Doifode, doiphode",9,Indian
Paul,9,Indian
Touma,9,Arabic
Gowda,9,Indian
Tanti,8,Indian
Górski,8,Polish
Kathiriya,8,Indian
Das,8,Indian
Bernard,8,Polish
Shalabanov,8,Russian
Eihe,8,Russian
Kalb,8,Arabic
Andreevsky,8,Russian
Barua,7,Indian
Klimek,7,Polish
Halyapin,7,Russian
Sachan,7,Indian
Getta,7,Russian
Jahaev,6,Russian
Pokhlebkin,6,Russian
Kamiński,6,Polish
Halabi,6,Arabic
Parekh,6,Indian
Horkin,6,Russian
Beh,6,Russian
Gulichev,6,Russian
Malinowski,6,Polish
Jadkevich,5,Russian
Samaha,5,Arabic
Swarup,5,Indian
Abulmambetoff,5,Russian
Venkat,5,Indian
Marievsky,5,Russian
Cham,5,Arabic
Habibulaev,5,Russian
Maslanka,5,Polish
Turkin,5,Russian
Zientek,5,Polish
Raykantiwar,5,Indian
Gramenitsky,5,Russian
Stolarz,5,Polish
Jekulin,5,Russian
Tijori,5,Indian
Zdunowski,5,Polish
Yudkovich,5,Russian
Sówka,4,Polish
Sokolowski,4,Polish
Jez,4,Polish
Gorfunkel,4,Russian
Andruhovich,4,Russian
Chopra,4,Indian
Likhodei,4,Russian
Gribanov,4,Russian
Maroun,4,Arabic
Skala,4,Polish
Andrushkevich,4,Russian
Yederi,4,Indian
Gopalan,4,Indian
Król,4,Polish
Adonts,4,Russian
Dashmunshi,4,Indian
Sahastrabuddhe,4,Indian
Vingilevsky,4,Russian
Amari,4,Arabic
Adabash,4,Russian
Dhameja,4,Indian
Rutkowski,4,Polish
Grotus,4,Russian
Zhukov,4,Russian
Smolák,4,Polish
Robustov,4,Russian
Gwozdek,4,Polish
Attal,4,Indian
Agadjanyan,3,Russian
Omkareshwar,3,Indian
Maheshwari,3,Indian
Bestujev-ryumin,3,Russian
Filipek,3,Polish
Vindman,3,Russian
Abadi,3,Arabic
Bektimirov,3,Russian
Toshniwal,3,Indian
Gau,3,Russian
Rudawski,3,Polish
Kansal,3,Indian
Tak,3,Indian
Doino,3,Russian
Khouri,3,Arabic
Mikhail,3,Arabic
Marholenko,3,Russian
Pasternack,3,Polish
Yakhimovich,3,Russian
Dijin,3,Russian
Kukkar,3,Indian
Piontek,3,Polish
Kurup,3,Indian
Piatek,3,Polish
Szewc,3,Polish
Sitko,3,Polish
Murtazin,3,Russian
Paling,3,English
Andryukov,3,Russian
Ryjkin,3,Russian
Shalavin,3,Russian
Sekhri,3,Indian
Ślązak,3,Polish
Bora,3,Indian
Hadad,3,Arabic
Valendik,3,Russian
Agoev,3,Russian
