Surname,Count,Nationality
Chahal,1503,Indian
Veeranna,1493,Indian
Sahai,824,Indian
Rakhletzky,821,Russian
Gassiy,701,Russian
Mencher,646,Polish
Niemec,368,Polish
Gniewek,336,Polish
Ruhlyada,333,Russian
Wasem,329,Arabic
Dubatolov,327,Russian
Malouf,207,Arabic
Stawski,196,Polish
Golani,191,Indian
Winogrodzki,182,Polish
Koury,178,Arabic
Yakushkin,159,Russian
Botros,132,Arabic
Pimparkar,123,Indian
Uppal,114,Indian
Pakulski,106,Polish
Jvirblis,106,Russian
Kaczka,99,Polish
Jupikov,98,Russian
Ryzhankov,83,Russian
Darevsky,83,Russian
Atanasyan,82,Russian
Esmansky,79,Russian
Bhargav,78,Indian
Rusnak,70,Polish
Rahal,65,Arabic
Anikushin,63,Russian
Zhohin,58,Russian
Tagore,58,Indian
Mokrinsky,57,Russian
Jakushev,57,Russian
Sokal,55,Polish
Astrahankin,55,Russian
Naifeh,54,Arabic
Haladzhan,54,Russian
Ullal,51,Indian
Hadas,49,Indian
Chlebek,43,Polish
Talari,43,Indian
Muttemwar,43,Indian
Zabek,43,Polish
Chmiel,42,Polish
Danyarov,40,Russian
Tannous,36,Arabic
Vyas,36,Indian
Nader,35,Arabic
Thakran,34,Indian
Broż,34,Polish
Saliba,33,Arabic
Wojewódzki,30,Polish
Winograd,30,Polish
Zaantye,27,Indian
Baweja,26,Indian
Wyrzyk,25,Polish
Guldreih,25,Russian
Asfour,24,Arabic
Bakikhanov,23,Russian
Vaze,22,Indian
Gribanovsky,22,Russian
Yudovich,22,Russian
Abboud,21,Arabic
Jaskulski,20,Polish
Mansour,20,Arabic
Paul,19,Indian
Chakravarthy,19,Indian
Ślusarski,18,Polish
Durylin,18,Russian
Dubanowski,18,Polish
Touma,18,Arabic
Guirguis,18,Arabic
Adamczyk,18,Polish
Atri,17,Indian
Krakowski,17,Polish
Alkov,16,Russian
Tanti,16,Indian
Gulevsky,16,Russian
Hanania,16,Arabic
Lupichev,15,Russian
Glezarov,15,Russian
