Surname,Count,Nationality
Chahal,1376,Indian
Veeranna,1342,Indian
Sahai,769,Indian
Rakhletzky,706,Russian
Gassiy,629,Russian
Mencher,587,Polish
Gniewek,334,Polish
Ruhlyada,315,Russian
Wasem,310,Arabic
Dubatolov,301,Russian
Niemec,268,Polish
Malouf,200,Arabic
Golani,192,Indian
Stawski,182,Polish
Winogrodzki,151,Polish
Koury,146,Arabic
Pakulski,136,Polish
Atanasyan,119,Russian
Jvirblis,114,Russian
Yakushkin,112,Russian
Darevsky,106,Russian
Pimparkar,101,Indian
Rusnak,91,Polish
Botros,86,Arabic
Kaczka,85,Polish
Uppal,81,Indian
Bhargav,77,Indian
Jupikov,73,Russian
Ullal,65,Indian
Tagore,62,Indian
Esmansky,60,Russian
Anikushin,55,Russian
Nader,54,Arabic
Hadas,53,Indian
Mokrinsky,52,Russian
Rahal,51,Arabic
Ryzhankov,50,Russian
Muttemwar,47,Indian
Zhohin,45,Russian
Zabek,44,Polish
Jakushev,42,Russian
Astrahankin,41,Russian
Sokal,41,Polish
Haladzhan,40,Russian
Chlebek,40,Polish
Talari,38,Indian
Chmiel,37,Polish
Danyarov,36,Russian
Naifeh,36,Arabic
Wojewódzki,30,Polish
Hanania,27,Arabic
Abboud,27,Arabic
Winograd,26,Polish
Broż,24,Polish
Glezarov,24,Russian
Tannous,24,Arabic
Gera,24,Indian
Malinowski,23,Polish
Bakikhanov,23,Russian
Vyas,22,Indian
Durylin,22,Russian
Yudovich,21,Russian
Ślusarski,21,Polish
Majumdar,20,Indian
Kathiriya,20,Indian
Thakran,19,Indian
Asfour,19,Arabic
Guldreih,19,Russian
Touma,19,Arabic
Chakravarthy,18,Indian
Saksagansky,18,Russian
Paul,16,Indian
Siripurapu,15,Indian
Vaze,15,Indian
Gribanovsky,14,Russian
Halabi,13,Arabic
Mansour,13,Arabic
Guirguis,13,Arabic
Zaantye,12,Indian
Baweja,12,Indian
Lupichev,11,Russian
Lallad,11,Indian
Gulevsky,11,Russian
Filipek,11,Polish
Budny,11,Polish
Tijori,11,Indian
Shamon,11,Arabic
Jaskulski,11,Polish
Eihe,10,Russian
Guzenkov,10,Russian
Adamczyk,10,Polish
