Name,Soundex,Frequency
Fiander,F536,2
Fieldhouse,F432,2
Fieldsend,F432,2
Filer,F460,2
Fillery,F460,2
Filmer,F456,2
Findon,F535,2
Finlayson,F542,2
Finley,F540,2
Firmin,F655,2
Fitz,F320,2
Fitzgibbon,F321,2
Fitzjohn,F325,2
Flaherty,F463,2
Flatman,F435,2
Flemming,F455,2
Flew,F400,2
Flight,F423,2
Flinn,F450,2
Flux,F420,2
Fogarty,F263,2
Folkard,F426,2
Folkes,F422,2
Folly,F400,2
Forman,F655,2
Forsdike,F623,2
Forty,F630,2
Forward,F663,2
Fossett,F230,2
Fotheringham,F365,2
Fountain,F535,2
Fourney,F650,2
Fowkes,F220,2
Fowle,F400,2
Foxon,F250,2
Francies,F652,2
Frank,F652,2
Frankling,F652,2
Frape,F610,2
Frazer,F626,2
Frear,F660,2
Fricker,F626,2
Friclot,F624,2
Frodsham,F632,2
Froggatt,F623,2
Froom,F650,2
Fuell,F400,2
Fuge,F200,2
Fulbrook,F416,2
Fullalove,F441,2
Fullbrook,F416,2
Furlong,F645,2
Furnell,F654,2
Furniss,F652,2
Furse,F620,2
Gabb,G100,2
Gager,G260,2
Gaines,G520,2
Galbraith,G416,2
Gambier,G516,2
Gannon,G550,2
Garey,G600,2
Garrick,G620,2
Garrod,G630,2
Garton,G635,2
Gartrell,G636,2
Gaskill,G240,2
Gaskin,G250,2
Gass,G200,2
Gastall,G234,2
Gatehouse,G320,2
Gathercole,G362,2
Gatley,G340,2
Gauge,G200,2
Gaukrodger,G263,2
Gaulde,G430,2
Gaynor,G560,2
Gaze,G200,2
Geake,G200,2
Geard,G630,2
Geddes,G320,2
Gedge,G320,2
Geen,G500,2
Geering,G652,2
Geldart,G436,2
Gelder,G436,2
Gelling,G452,2
German,G655,2
Germany,G655,2
Gething,G352,2
Gibbard,G163,2
Gigney,G250,2
Gilder,G436,2
Gilks,G420,2
Gillam,G450,2
Gillard,G463,2
Gillatt,G430,2
Gilligan,G425,2
Gillman,G455,2
Gipson,G125,2
Gittens,G352,2
Gladwin,G435,2
Glanvill,G451,2
Glasscock,G422,2
Glasson,G425,2
Glassup,G421,2
Gleaves,G412,2
Gleed,G430,2
Glenton,G453,2
Glew,G400,2
Goding,G352,2
Goffee,G100,2
Golby,G410,2
Gold,G430,2
Goodwins,G352,2
Goose,G200,2
Goozee,G200,2
Gorse,G620,2
Gorst,G623,2
Gosden,G235,2
Gosney,G250,2
Goswell,G240,2
Gothard,G363,2
Gotsell,G324,2
Gotts,G320,2
Goulton,G435,2
Gowens,G520,2
Gowers,G620,2
Gown,G500,2
Gratton,G635,2
Greener,G656,2
Greenham,G655,2
Greenoff,G651,2
Greep,G610,2
Greetham,G635,2
Grenfell,G651,2
Grieve,G610,2
Griggs,G620,2
Grimmer,G656,2
Grimsley,G652,2
Grinyer,G656,2
Grisdale,G623,2
Groocock,G622,2
Groome,G650,2
Gross,G620,2
Grossmith,G625,2
Growcott,G623,2
Gudgeon,G325,2
Guilford,G416,2
Gulley,G400,2
Gullick,G420,2
Gulliford,G416,2
Gummow,G500,2
Gunton,G535,2
Gurnett,G653,2
Guthrie,G360,2
Gutteridge,G363,2
Guymer,G560,2
Gwyn,G500,2
Gwynne,G500,2
Gwyther,G360,2
Gyton,G350,2
Hacker,H260,2
Hacket,H230,2
Hackney,H250,2
Hadden,H350,2
Haddock,H320,2
Hailey,H400,2
Hails,H420,2
Hakin,H250,2
Halfpenny,H415,2
Haliday,H430,2
Hallmark,H456,2
Halpin,H415,2
Hambling,H514,2
Hamblyn,H514,2
Hames,H520,2
Hammett,H530,2
Hanaway,H500,2
Handforth,H531,2
Hanger,H526,2
Hanly,H540,2
Hanning,H552,2
Harber,H616,2
Harbert,H616,2
Harbin,H615,2
Harcourt,H626,2
Hardisty,H632,2
Hargraves,H626,2
Hargreave,H626,2
Harling,H645,2
Harlow,H640,2
Harpham,H615,2
Harpur,H616,2
Harrod,H630,2
Harston,H623,2
Hartwright,H636,2
Hasler,H246,2
Hassell,H240,2
Hatchett,H323,2
Havelock,H142,2
Haw,H000,2
Hawkens,H252,2
Hawkings,H252,2
Hawthorn,H365,2
Hawtin,H350,2
Haydock,H320,2
Haylett,H430,2
Hazeldine,H243,2
Hazelwood,H243,2
Hazlehurst,H246,2
Heale,H400,2
Heaney,H500,2
Hearnden,H653,2
Hearsey,H620,2
Heathfield,H314,2
Heaverside,H162,2
Hebden,H135,2
Heberdon,H163,2
Hellewell,H440,2
Helliar,H460,2
Hellier,H460,2
Helm,H450,2
Heming,H552,2
Hempson,H512,2
Hempstead,H512,2
Hemsworth,H526,2
Henbest,H512,2
Henbrey,H516,2
Henshall,H524,2
Henzell,H524,2
Hepple,H140,2
Herdman,H635,2
Herod,H630,2
Herron,H650,2
Hersey,H620,2
Heseltine,H243,2
Hesmondhalgh,H255,2
Hessey,H200,2
Hetter,H360,2
Hettey,H300,2
Hewer,H600,2
Hewlings,H452,2
Hextall,H234,2
Heyward,H630,2
Heyworth,H630,2
Hiatt,H300,2
Hibbertt,H163,2
Hibbs,H120,2
Hickinbotham,H251,2
Hides,H320,2
Higgin,H250,2
Highfield,H214,2
Highley,H240,2
Highton,H235,2
Hilder,H436,2
Hillard,H463,2
Hillas,H420,2
Hillay,H400,2
Hilman,H455,2
Hilyard,H463,2
Hinchcliffe,H522,2
Hindmarch,H535,2
Hindmarsh,H535,2
Hinkly,H524,2
Hinks,H520,2
Hinsley,H524,2
Hinson,H525,2
Hipkins,H125,2
Hislop,H241,2
Histon,H235,2
Hitchen,H325,2
Hitchens,H325,2
Hobart,H163,2
Hobday,H130,2
Hobley,H140,2
Hockey,H200,2
Hockin,H250,2
Hodder,H360,2
Hoddy,H300,2
Hodgkins,H325,2
Hodgman,H325,2
Hoggarth,H263,2
Hogget,H230,2
Hogin,H250,2
Holdfield,H431,2
Hollier,H460,2
Holling,H452,2
Hollins,H452,2
Holly,H400,2
Holness,H452,2
Holwell,H440,2
Honeyman,H555,2
Hooley,H400,2
Hopes,H120,2
Hopking,H125,2
Hopperton,H163,2
Hopton,H135,2
Horan,H650,2
Horden,H635,2
Horniblow,H651,2
Hornsey,H652,2
Horsefield,H621,2
Horsey,H620,2
Hoskinson,H252,2
Houlday,H430,2
Hounslow,H524,2
Houseman,H255,2
Hovington,H152,2
Howdall,H340,2
Howden,H350,2
Howfield,H143,2
Howkins,H252,2
Howles,H420,2
Hoye,H000,2
Hoyte,H300,2
Hucker,H260,2
Huddy,H300,2
Hudgell,H324,2
Hulbert,H416,2
Hullah,H400,2
Hulls,H420,2
Hulston,H423,2
Humby,H510,2
Humpage,H512,2
Humphery,H516,2
Humphriss,H516,2
Humphry,H516,2
Humphrys,H516,2
Hunn,H500,2
Hunwick,H520,2
Hurll,H640,2
Hurren,H650,2
Huskisson,H225,2
Hutcheson,H322,2
Hutley,H340,2
Huxley,H240,2
Hyatt,H300,2
Hydes,H320,2
Hyland,H453,2
Hyne,H500,2
Iceton,I235,2
Ikin,I250,2
Illston,I423,2
Ind,I530,2
Ingledew,I524,2
Ingleton,I524,2
Inkley,I524,2
Ins,I520,2
Ions,I520,2
Ireson,I625,2
Irvine,I615,2
Isom,I250,2
Ivison,I125,2
Ivy,I100,2
Izod,I230,2
Jacques,J220,2
Jago,J200,2
Jarratt,J630,2
Jeal,J400,2
Jeanes,J520,2
Jeavons,J152,2
Jeffcoat,J123,2
Jeffcott,J123,2
Jefford,J163,2
Jeffryes,J162,2
Jephcott,J123,2
Jeremiah,J650,2
Jessep,J210,2
Jessup,J210,2
Jewkes,J220,2
Jiggens,J252,2
Jines,J520,2
Jobbins,J152,2
Johnstone,J523,2
Joiner,J560,2
Joint,J530,2
Jonas,J520,2
Jopson,J125,2
Jordon,J635,2
Joselyne,J245,2
Josephs,J212,2
Joule,J400,2
Joyner,J560,2
Joynes,J520,2
Juggins,J252,2
Jump,J510,2
Jurd,J630,2
Jury,J600,2
Just,J230,2
Kadwell,K340,2
Kain,K500,2
Kane,K500,2
Karslake,K624,2
Kates,K320,2
Kavanagh,K152,2
Keable,K140,2
Keane,K500,2
Kear,K600,2
Kearns,K652,2
Kearsley,K624,2
Keating,K352,2
Keegan,K250,2
Keel,K400,2
Keely,K400,2
Kell,K400,2
Kellet,K430,2
Kellitt,K430,2
Kemsley,K524,2
Kendrew,K536,2
Keogh,K200,2
Kerby,K610,2
Kerfoot,K613,2
Kevern,K165,2
Keyworth,K630,2
Kidney,K350,2
Kilkenny,K425,2
Killen,K450,2
Kilroy,K460,2
Kimble,K514,2
Kimpton,K513,2
Kinder,K536,2
Kinghom,K525,2
Kingman,K525,2
Kirman,K655,2
Kirtlond,K634,2
Kitchingman,K325,2
Knaggs,K520,2
Knapp,K510,2
Knapton,K513,2
Knibbs,K512,2
Knightley,K523,2
Knowlton,K543,2
Kynaston,K523,2
L Estrange,L236,2
Labourn,L165,2
Lack,L200,2
Lacon,L250,2
Ladd,L300,2
Laidler,L346,2
Laight,L230,2
Laing,L520,2
Lait,L300,2
Lakin,L250,2
Lamberth,L516,2
Lambkin,L512,2
Lammiman,L555,2
Lanes,L520,2
Langdale,L523,2
Langdown,L523,2
Langmaid,L525,2
Langman,L525,2
Langworthye,L526,2
Lanham,L550,2
Lansdown,L523,2
Lapish,L120,2
Lapworth,L163,2
Laramy,L650,2
Larby,L610,2
Larke,L620,2
Larner,L656,2
Latus,L320,2
Laven,L150,2
Lawer,L600,2
Lawford,L163,2
Lawler,L460,2
Lawn,L500,2
Layland,L453,2
Leaker,L260,2
Leaman,L550,2
Lean,L500,2
Leathley,L340,2
Leaviss,L120,2
Leckenley,L254,2
Ledsham,L325,2
Leeder,L360,2
Leeman,L550,2
Leeming,L552,2
Leeson,L250,2
Legge,L200,2
Leggett,L230,2
Lelly,L400,2
Lennard,L563,2
Leopard,L163,2
Leslie,L240,2
Levers,L162,2
Leyland,L453,2
Lialter,L436,2
Lichfold,L214,2
Liddiard,L363,2
Lidsey,L320,2
Lidster,L323,2
Liggett,L230,2
Lightowlers,L234,2
Lill,L400,2
Limb,L510,2
Lindsell,L532,2
Lindsley,L532,2
Line,L500,2
Linfoot,L513,2
Linford,L516,2
Linton,L535,2
Lisle,L240,2
Litherland,L364,2
Littlefield,L341,2
Littlewood,L343,2
Liversage,L162,2
Lobley,L140,2
Lockley,L240,2
Locock,L220,2
Lodder,L360,2
Loder,L360,2
London,L535,2
Longfoot,L521,2
Longford,L521,2
Longhurst,L526,2
Looker,L260,2
Looney,L500,2
Lovegrove,L126,2
Lovely,L140,2
Lowdon,L350,2
Lowen,L500,2
Lower,L600,2
Lowery,L600,2
Loweth,L300,2
Lowman,L550,2
Lowrey,L600,2
Lowry,L600,2
Loxton,L235,2
Lucken,L250,2
Luckett,L230,2
Lugg,L200,2
Lumley,L540,2
Lundie,L530,2
Lusty,L230,2
Lutener,L356,2
Luther,L360,2
Lyddon,L350,2
Lye,L000,2
Lyman,L550,2
Lynam,L550,2
Lyndon,L535,2
Lythgoe,L320,2
Macanara,M256,2
Macdonald,M235,2
Mackenzie,M252,2
Mackie,M200,2
Mackness,M252,2
Maclean,M245,2
Maddams,M352,2
Maddon,M350,2
Madgin,M325,2
Magen,M250,2
Magnay,M250,2
Mahon,M500,2
Mahone,M500,2
Mahoney,M500,2
Maile,M400,2
Maines,M520,2
Malam,M450,2
Malbott,M413,2
Malcolm,M424,2
Male,M400,2
Maling,M452,2
Malins,M452,2
Mallalieu,M440,2
Mallet,M430,2
Mallinson,M452,2
Malony,M450,2
Malpas,M412,2
Maltman,M435,2
Malyon,M450,2
Manby,M510,2
Mangan,M525,2
Maplesden,M142,2
Mapleston,M142,2
Mapstone,M123,2
Marcroft,M626,2
Mares,M620,2
Marfleet,M614,2
Margerison,M626,2
Mark,M620,2
Marlborough,M641,2
Marples,M614,2
Marriner,M656,2
Marriot,M630,2
Marten,M635,2
Maskill,M240,2
Massam,M250,2
Mathers,M362,2
Mathling,M345,2
Matthewman,M355,2
Matthewson,M325,2
Mattock,M320,2
Maudsley,M324,2
Maunder,M536,2
Maxey,M200,2
Mayor,M600,2
Mays,M200,2
Maytum,M350,2
McArthy,M263,2
McAvoy,M210,2
McCann,M250,2
McClean,M245,2
McConnell,M254,2
McCrory,M266,2
McDonough,M235,2
McDowell,M234,2
McElroy,M246,2
McGarrell,M264,2
McHale,M240,2
McIntyre,M253,2
McKena,M250,2
McKie,M200,2
McLaurin,M246,2
McLoughlan,M242,2
McLuckie,M242,2
McMurray,M256,2
McNeill,M254,2
McNevin,M251,2
McQuin,M250,2
McWilliam,M245,2
Meadham,M350,2
Meager,M260,2
Meanwell,M540,2
Meeke,M200,2
Meer,M600,2
Meere,M600,2
Meggs,M200,2
Melrose,M462,2
Melton,M435,2
Melville,M414,2
Meyer,M600,2
Meyrick,M620,2
Micklethwaite,M243,2
Micklewright,M246,2
Midford,M316,2
Millett,M430,2
Millman,M455,2
Millns,M452,2
Mincher,M526,2
Miners,M562,2
Mingay,M520,2
Minney,M500,2
Minshall,M524,2
Minter,M536,2
Mitchelmore,M324,2
Mitton,M350,2
Mockridge,M263,2
Moffat,M130,2
Moger,M260,2
Mogridge,M263,2
Moisey,M200,2
Molland,M453,2
Montgomery,M532,2
Mooney,M500,2
Morcom,M625,2
Mordue,M630,2
Morey,M600,2
Moriarty,M663,2
Morrisson,M625,2
Morss,M620,2
Mortimore,M635,2
Mortlock,M634,2
Mosby,M210,2
Mossop,M210,2
Mottram,M365,2
Mouchablon,M214,2
Mouland,M453,2
Moulding,M435,2
Moulds,M432,2
Mousley,M240,2
Mowat,M300,2
Mowthorpe,M361,2
Moxam,M250,2
Moxham,M250,2
Moy,M000,2
Moyes,M200,2
Moyser,M260,2
Mudd,M300,2
Mudge,M320,2
Muir,M600,2
Mulford,M416,2
Mullard,M463,2
Mullens,M452,2
Mullett,M430,2
Mulliner,M456,2
Mullinger,M452,2
Murch,M620,2
Murphey,M610,2
Muse,M200,2
Mussell,M240,2
Mutch,M320,2
Myatt,M300,2
Myhill,M400,2
Nancarrow,N526,2
Nance,N520,2
Neall,N400,2
Neary,N600,2
Neighbour,N216,2
Neilson,N425,2
Netting,N352,2
Nettle,N340,2
Nettleship,N342,2
Nettleton,N343,2
Nevit,N130,2
Newbould,N143,2
Newlove,N410,2
Newnham,N550,2
Newrick,N620,2
Newson,N250,2
Newstead,N233,2
Nice,N200,2
Nicholl,N240,2
Nicklin,N245,2
Nicoll,N240,2
Nieass,N200,2
Nile,N400,2
Nisbet,N213,2
Nix,N200,2
Noake,N200,2
Noall,N400,2
Norgate,N623,2
Normington,N655,2
Northcott,N632,2
Northgraves,N632,2
Northmore,N635,2
Northover,N631,2
Nutland,N345,2
Nutley,N340,2
Nuttal,N340,2
Nuttle,N340,2
Nuttycombe,N325,2
Oborne,O165,2
OConner,O256,2
Odling,O345,2
Offer,O160,2
Offord,O163,2
Ogle,O240,2
OKeefe,O210,2
Old,O430,2
Oliphant,O415,2
Olive,O410,2
Oliverson,O416,2
Olney,O450,2
Olver,O416,2
ONeile,O540,2
Ormson,O652,2
Osbourn,O216,2
Ostler,O234,2
OSullivan,O241,2
Ottaway,O300,2
Otterwell,O364,2
Oughton,O235,2
Ovenden,O153,2
Overend,O165,2
Overy,O160,2
Pace,P200,2
Pacy,P200,2
Padget,P323,2
Pagett,P230,2
Palethorpe,P436,2
Pannell,P540,2
Pape,P100,2
Paradine,P635,2
Paramor,P656,2
Parent,P653,2
Parfitt,P613,2
Parke,P620,2
Parlett,P643,2
Parrock,P620,2
Parslow,P624,2
Parson,P625,2
Partlett,P634,2
Pask,P200,2
Paten,P350,2
Paterson,P362,2
Pavely,P140,2
Pavey,P100,2
Pavier?,P160,2
Pavitt,P130,2
Peachey,P200,2
Peard,P630,2
Pearl,P640,2
Pears,P620,2
Pearsall,P624,2
Peckham,P250,2
Peckover,P216,2
Peddle,P340,2
Pedler,P346,2
Peek,P200,2
Pemble,P514,2
Penaluna,P545,2
Penberthy,P516,2
Penlington,P545,2
Penrose,P562,2
Perham,P650,2
Perrins,P652,2
Pestell,P234,2
Pester,P236,2
Petch,P320,2
Peter,P360,2
Pethick,P320,2
Pethybridge,P316,2
Pettett,P330,2
Pettinger,P352,2
Philp,P410,2
Phythian,P350,2
Pickburn,P216,2
Pickett,P230,2
Pickford,P216,2
Picking,P252,2
Pickthall,P234,2
Pickworth,P263,2
Pidd,P300,2
Pidgeon,P325,2
Pidler,P346,2
Pierpoint,P615,2
Pigott,P230,2
Pilbeam,P415,2
Pilcher,P426,2
Pilsworth,P426,2
Pim,P500,2
Pimm,P500,2
Pincombe,P525,2
Pine,P500,2
Pinion,P550,2
Pinkham,P525,2
Pinnell,P540,2
Pinner,P560,2
Pinson,P525,2
Pipes,P120,2
Pitchers,P326,2
Pither,P360,2
Pittard,P363,2
Platten,P435,2
Plaxton,P423,2
Pleasance,P425,2
Plested,P423,2
Plum,P450,2
Plumb,P451,2
Plumbley,P451,2
Plumer,P456,2
Plumley,P454,2
Pole,P400,2
Polkinghorne,P425,2
Poll,P400,2
Polley,P400,2
Pollit,P430,2
Pond,P530,2
Poolman,P455,2
Poore,P600,2
Poplestone,P142,2
Port,P630,2
Portch,P632,2
Porteous,P632,2
Poundney,P535,2
Poyner,P560,2
Prance,P652,2
Prangnell,P652,2
Prebble,P614,2
Preen,P650,2
Prees,P620,2
Prescot,P623,2
Presley,P624,2
Prest,P623,2
Prestwich,P623,2
Primate,P653,2
Pritt,P630,2
Privett,P613,2
Proberts,P616,2
Prowse,P620,2
Pryer,P660,2
Puckley,P240,2
Puddicombe,P325,2
Pugsley,P240,2
Pulham,P450,2
Pull,P400,2
Pulleyn,P450,2
Punshon,P525,2
Purchase,P622,2
Purser,P626,2
Puttick,P320,2
Puttock,P320,2
Pycroft,P261,2
Pyke,P200,2
Pym,P500,2
Pymer,P560,2
Quaife,Q100,2
Quarmby,Q651,2
Quarry,Q600,2
Quennell,Q540,2
Quigley,Q240,2
Quiney,Q500,2
Rabey,R100,2
Radburn,R316,2
Raindle,R534,2
Raines,R520,2
Rainford,R516,2
Rakins,R252,2
Ram,R500,2
Ramshaw,R520,2
Randles,R534,2
Ranger,R526,2
Ransome,R525,2
Rapson,R125,2
Ratsey,R320,2
Rattenbury,R351,2
Ravenhill,R154,2
Ravenscroft,R152,2
Rawley,R400,2
Rawnsley,R524,2
Raworth,R630,2
Rawsthorn,R236,2
Rayment,R553,2
Raymond,R553,2
Raynes,R520,2
Readhead,R330,2
Reddaway,R300,2
Reddington,R352,2
Redfearn,R316,2
Relph,R410,2
Rendle,R534,2
Renton,R535,2
Renwick,R520,2
Rex,R200,2
Rhead,R300,2
Rhoades,R320,2
Rhoden,R350,2
Richard,R263,2
Richman,R255,2
Rickards,R263,2
Rickerby,R261,2
Ridall,R340,2
Riddick,R320,2
Ridehatch,R332,2
Rideout,R330,2
Ridgewell,R324,2
Riggall,R240,2
Riggs,R200,2
Righton,R235,2
Ringhom,R525,2
Risborough,R216,2
Rishworth,R263,2
Rising,R252,2
Rix,R200,2
Roberton,R163,2
Robey,R100,2
Robotham,R135,2
Roby,R100,2
Rockett,R230,2
Rodda,R300,2
Roddy,R300,2
Roderick,R362,2
Rodwell,R340,2
Roll,R400,2
Rollings,R452,2
Rollins,R452,2
Roome,R500,2
Rope,R100,2
Roscow,R200,2
Rosindale,R253,2
Rossiter,R236,2
Rostorn,R236,2
Rostron,R236,2
Rothera,R360,2
Routledge,R343,2
Rowden,R350,2
Rowles,R420,2
Rowsell,R240,2
Roxby,R210,2
Royal,R400,2
Royce,R200,2
Royds,R320,2
Ruby,R100,2
Ruddle,R340,2
Ruddy,R300,2
Rudland,R345,2
Ruff,R100,2
Rumball,R514,2
Rumbold,R514,2
Rundel,R534,2
Rushby,R210,2
Rushmore,R256,2
Rust,R230,2
Rutland,R345,2
Rutledge,R343,2
Rutterford,R361,2
Ruttle,R340,2
Ryall,R400,2
Ryalls,R420,2
Rycroft,R261,2
Rye,R000,2
Rymill,R540,2
Sach,S200,2
Saffery,S160,2
Safran,S165,2
Sager,S260,2
Sale,S400,2
Sallis,S420,2
Salmons,S455,2
Salomons,S455,2
Samuels,S542,2
Samways,S520,2
Sandercock,S536,2
Sandham,S535,2
Sanford,S516,2
Sanger,S526,2
Sant,S530,2
Sara,S600,2
Satchell,S324,2
Saundercock,S536,2
Saundry,S536,2
Savin,S150,2
Sawyers,S620,2
Saxon,S250,2
Say,S000,2
Sayce,S200,2
Sayles,S420,2
Scarborough,S261,2
Scarff,S261,2
Scarl,S264,2
Scarratt,S263,2
Scoble,S214,2
Scorer,S266,2
Scorey,S260,2
Scotland,S234,2
Scotter,S236,2
Scowcroft,S226,2
Scrivener,S261,2
Scrivens,S261,2
Scruton,S263,2
Scurr,S260,2
Seabright,S162,2
Searles,S642,2
Sedgley,S324,2
Sedman,S355,2
Sefton,S135,2
Selkirk,S426,2
Sell,S400,2
Sellars,S462,2
Sellens,S452,2
Sellors,S462,2
Sells,S420,2
Selwyn,S450,2
Semmens,S552,2
Sercombe,S625,2
Sergeant,S625,2
Serjeant,S625,2
Setterington,S365,2
Severn,S165,2
Seville,S140,2
Sewells,S420,2
Shackell,S240,2
Shackle,S240,2
Shackley,S240,2
Shaddick,S320,2
Shakespear,S221,2
Shakespeare,S221,2
Shank,S520,2
Sharland,S645,2
Sharratt,S630,2
Sharrock,S620,2
Shatwell,S340,2
Shelly,S400,2
Sherer,S660,2
Sherriff,S610,2
Shingler,S524,2
Shingleton,S524,2
Shobrooke,S162,2
Shooter,S360,2
Shreeve,S610,2
Shubrick,S162,2
Shuker,S260,2
Shute,S300,2
Siddon,S350,2
Sidney,S350,2
Silby,S410,2
Silke,S420,2
Silverwood,S416,2
Simister,S523,2
Sincock,S522,2
Sitch,S320,2
Sitton,S350,2
Siveter,S136,2
Skellam,S245,2
Skerry,S260,2
Sladen,S435,2
Slaney,S450,2
Slate,S430,2
Slatter,S436,2
Sleigh,S420,2
Slight,S423,2
Sloan,S450,2
Slocombe,S425,2
Smailes,S542,2
Smallbone,S541,2
Smallbones,S541,2
Smeaton,S535,2
Smee,S500,2
Smurthwaite,S563,2
Sneath,S530,2
Snodin,S535,2
Snowley,S540,2
Sobey,S100,2
Sockett,S230,2
Sollitt,S430,2
Solman,S455,2
Somersall,S562,2
Sousby,S210,2
Southam,S350,2
Sowerbutts,S613,2
Spalding,S143,2
Spargoe,S162,2
Speck,S120,2
Spedding,S135,2
Speddy,S130,2
Speight,S123,2
Spilling,S145,2
Spittle,S134,2
Spoor,S160,2
Spragg,S162,2
Sprague,S162,2
Spreadbury,S163,2
Spriggs,S162,2
Spring,S165,2
Spruce,S162,2
Squirrell,S264,2
Stabbins,S315,2
Stables,S314,2
Stainer,S356,2
Staines,S352,2
Stainsby,S352,2
Stainton,S353,2
Stamford,S351,2
Stanbury,S351,2
Standish,S353,2
Staneland,S354,2
Stanhope,S351,2
Stanier,S356,2
Staniford,S351,2
Staniland,S354,2
Stannard,S356,2
Star,S360,2
Starr,S360,2
Stedman,S335,2
Steedman,S335,2
Steels,S342,2
Steen,S350,2
Steers,S362,2
Stell,S340,2
Stenteford,S353,2
Steptoe,S313,2
Steventon,S315,2
Stillwell,S344,2
Stilwell,S344,2
Stirk,S362,2
Stirzacker,S362,2
StJohn,S325,2
Stoker,S326,2
Stopford,S316,2
Storry,S360,2
Stowe,S300,2
Stoyle,S340,2
Stratten,S363,2
Streeter,S363,2
Streeton,S363,2
Streets,S363,2
Stretch,S363,2
Stribling,S361,2
Strike,S362,2
Stripe,S361,2
Stroud,S363,2
Strutt,S363,2
Strutton,S363,2
Studt,S330,2
Sturgeon,S362,2
Style,S340,2
Suckling,S245,2
Sumerfield,S561,2
Summerscales,S562,2
Sunnian,S550,2
Surfield,S614,2
Surridge,S632,2
Sutcliff,S324,2
Swaby,S100,2
Swainson,S525,2
Swanwick,S520,2
Swarbrick,S616,2
Swatman,S355,2
Sweeney,S500,2
Sweeting,S352,2
Swinborn,S516,2
Swindell,S534,2
Swire,S600,2
Swords,S632,2
Sydenham,S355,2
Sylvester,S412,2
Tabbner,T156,2
Tailor,T460,2
Tallentire,T453,2
Tamblyn,T514,2
Tancock,T522,2
Tandy,T530,2
Tann,T500,2
Targett,T623,2
Tarling,T645,2
Tassell,T240,2
Tattersfield,T362,2
Teague,T200,2
Teal,T400,2
Teall,T400,2
Tearle,T640,2
Teather,T360,2
Tebay,T100,2
Tebbett,T130,2
Tempest,T512,2
Templeman,T514,2
Tetley,T340,2
Tetlow,T340,2
Tevy,T100,2
Thackra,T260,2
Thackray,T260,2
Thickins,T252,2
Thirkettle,T623,2
Thirlby,T641,2
Thirlwell,T644,2
Thomlinson,T545,2
Thornalley,T654,2
Thornber,T651,2
Thornbury,T651,2
Thornicroft,T652,2
Thorrington,T652,2
Thring,T652,2
Thrower,T660,2
Thurgood,T623,2
Thurley,T640,2
Thurman,T655,2
Tibbetts,T132,2
Tickell,T240,2
Tiffin,T150,2
Tighe,T200,2
Tilby,T410,2
Tillotson,T432,2
Tilly,T400,2
Timpson,T512,2
Tims,T520,2
Tindale,T534,2
Tindell,T534,2
Tinker,T526,2
Tissington,T252,2
Titchener,T325,2
Tite,T300,2
Titherington,T365,2
Tobin,T150,2
Todman,T355,2
Toghill,T240,2
Tolhurst,T462,2
Tolley,T400,2
Tompkins,T512,2
Tomson,T525,2
Tonge,T520,2
Tookey,T200,2
Tool,T400,2
Toole,T400,2
Toomer,T560,2
Toone,T500,2
Toop,T100,2
Tooth,T300,2
Toplis,T142,2
Topp,T100,2
Torkington,T625,2
Towell,T400,2
Towner,T560,2
Townroe,T560,2
Towns,T520,2
Trapps,T612,2
Trash,T620,2
Trattles,T634,2
Treadwell,T634,2
Treasure,T626,2
Treen,T650,2
Tremain,T655,2
Tremeer,T656,2
Tremlett,T654,2
Trent,T653,2
Trenwith,T653,2
Trethewey,T630,2
Trevena,T615,2
Trevithick,T613,2
Trewin,T650,2
Tricker,T626,2
Trickett,T623,2
Trimby,T651,2
Trinder,T653,2
Trotter,T636,2
Troughton,T623,2
Trowbridge,T616,2
Trower,T660,2
Truelove,T641,2
Trusler,T624,2
Trust,T623,2
Trythall,T634,2
Tuckett,T230,2
Tuke,T200,2
Tull,T400,2
Tullett,T430,2
Tully,T400,2
Tunbridge,T516,2
Tunnicliffe,T524,2
Tunny,T500,2
Tupholme,T145,2
Turley,T640,2
Turnham,T655,2
Turtill,T634,2
Tutton,T350,2
Twaddle,T340,2
Tweedy,T300,2
Twiss,T200,2
Twist,T230,2
Twitchett,T323,2
Twomey,T500,2
Tyers,T620,2
Tysoe,T200,2
Udall,U340,2
Umpleby,U514,2
Upward,U163,2
Utting,U352,2
Vallance,V452,2
Varden,V635,2
Vart,V630,2
Veale,V400,2
Verey,V600,2
Verity,V630,2
Vickerman,V265,2
Villers,V462,2
Vizzard,V263,2
Voce,V200,2
Vokins,V252,2
Vought,V230,2
Voysey,V200,2
Waddilove,W341,2
Waddle,W340,2
Wadkin,W325,2
Waggott,W230,2
Waghorn,W265,2
Wake,W200,2
Walbank,W415,2
Wale,W400,2
Walkey,W420,2
Walkley,W424,2
Wallbank,W415,2
Walpole,W414,2
Walshaw,W420,2
Wane,W500,2
Want,W530,2
Wardman,W635,2
Wardrobe,W636,2
Warmington,W655,2
Warnes,W652,2
Warpole,W614,2
Warrender,W653,2
Warrener,W656,2
Warry,W600,2
Warters,W636,2
Washbrook,W216,2
Washington,W252,2
Wass,W200,2
Watchman,W325,2
Waterworth,W366,2
Watt,W300,2
Watton,W350,2
Waymark,W562,2
Wayte,W300,2
Wearn,W650,2
Weatherill,W364,2
Weddle,W340,2
Wedge,W320,2
Wedgwood,W323,2
Weedon,W350,2
